{'position': {'x': 3355.487305, 'y': 139.992676, 'z': -2991.549316}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3638.333496, 'y': 149.748795, 'z': -3249.782227}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3575.875, 'y': 149.667694, 'z': -2774.945557}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3265.517334, 'y': 150.003052, 'z': -2851.635498}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3353.375977, 'y': 150.003052, 'z': -2866.468018}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3056.484375, 'y': 160.434921, 'z': -2882.227539}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 4286.044922, 'y': 110.855202, 'z': -3197.028076}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 14}
{'position': {'x': 3868.242432, 'y': 156.886383, 'z': -3127.994629}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 4160.428223, 'y': 120.002441, 'z': -3023.301758}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3283.420654, 'y': 150.003052, 'z': -2693.886475}, 'level_range': {'x': 25.0, 'y': 29.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3616.297363, 'y': 144.997894, 'z': -3309.899414}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 14}
{'position': {'x': 3318.23291, 'y': 149.4133, 'z': -3055.401611}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3218.599609, 'y': 139.992676, 'z': -2980.824219}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3450.257324, 'y': 150.003052, 'z': -3064.071045}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 4040.725342, 'y': 136.269302, 'z': -2907.764893}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3243.343018, 'y': 144.963272, 'z': -2995.367676}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3707.774414, 'y': 150.223984, 'z': -3039.872559}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3346.856445, 'y': 144.997864, 'z': -3039.348877}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3561.739258, 'y': 150.003052, 'z': -3266.01709}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3582.812012, 'y': 150.046982, 'z': -3171.480713}, 'level_range': {'x': 25.0, 'y': 29.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3589.152344, 'y': 144.999893, 'z': -2907.430664}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3421.971924, 'y': 152.76825, 'z': -3004.400146}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3522.093994, 'y': 150.020111, 'z': -3174.596924}, 'level_range': {'x': 25.0, 'y': 29.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3346.202881, 'y': 148.975555, 'z': -2829.642822}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3507.900146, 'y': 150.226501, 'z': -3288.398682}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3398.126221, 'y': 150.222504, 'z': -2799.296143}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'shiba_kare', 'area_no': 14}
{'position': {'x': 4041.574463, 'y': 129.951782, 'z': -2952.257324}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3773.757568, 'y': 164.164063, 'z': -2969.084961}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3249.530518, 'y': 150.003052, 'z': -2828.756592}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'town', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3383.526611, 'y': 150.633514, 'z': -2868.873535}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3307.450928, 'y': 150.003052, 'z': -2863.403564}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3275.967773, 'y': 150.819229, 'z': -2874.721436}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3533.986328, 'y': 150.542938, 'z': -3286.827148}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3248.697754, 'y': 150.003052, 'z': -2839.666748}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'town', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3430.328613, 'y': 150.056046, 'z': -2725.659912}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3608.472412, 'y': 150.003052, 'z': -2756.703369}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3281.262695, 'y': 134.987488, 'z': -2973.47998}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3603.408691, 'y': 177.648651, 'z': -3022.067627}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3246.678223, 'y': 139.992676, 'z': -2940.818848}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3716.903076, 'y': 150.582932, 'z': -2845.183838}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3821.451172, 'y': 151.023193, 'z': -3231.040771}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3639.650146, 'y': 149.775681, 'z': -3259.901611}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'riverside', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3695.307129, 'y': 176.405594, 'z': -2979.505127}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3627.862305, 'y': 145.382523, 'z': -2808.10498}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3807.872314, 'y': 101.944107, 'z': -2657.18335}, 'level_range': {'x': 22.0, 'y': 26.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3491.628174, 'y': 150.09462, 'z': -3014.358154}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3402.527588, 'y': 144.997864, 'z': -2985.655518}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3575.964355, 'y': 149.159012, 'z': -2923.673096}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 4106.962891, 'y': 153.13678, 'z': -3164.973877}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3853.870117, 'y': 150.003052, 'z': -3032.011719}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3466.421143, 'y': 176.139725, 'z': -2935.779053}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3400.381836, 'y': 150.275116, 'z': -2735.435547}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3820.166016, 'y': 150.003052, 'z': -3117.665527}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3491.289063, 'y': 149.62236, 'z': -3059.09668}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3644.066162, 'y': 150.003052, 'z': -2706.253174}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3426.330322, 'y': 164.825455, 'z': -2912.92041}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3863.02417, 'y': 163.546127, 'z': -2902.084961}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3483.604248, 'y': 150.003052, 'z': -3079.595215}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3491.902588, 'y': 139.992676, 'z': -3179.222412}, 'level_range': {'x': 25.0, 'y': 29.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3208.420166, 'y': 150.110229, 'z': -3009.805176}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 14}
{'position': {'x': 3813.953857, 'y': 100.818054, 'z': -2650.36084}, 'level_range': {'x': 22.0, 'y': 26.0}, 'biome': 'riverside', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3367.922607, 'y': 145.130341, 'z': -3010.611572}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3396.292969, 'y': 150.003052, 'z': -3079.539307}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3370.202637, 'y': 150.759384, 'z': -2913.842529}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3694.921143, 'y': 150.082382, 'z': -2737.090088}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3831.334961, 'y': 158.873932, 'z': -2854.731201}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3617.951904, 'y': 150.003052, 'z': -3237.668701}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3553.014893, 'y': 149.606308, 'z': -2774.630127}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3018.279053, 'y': 160.043961, 'z': -2844.269287}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 4086.813232, 'y': 165.364548, 'z': -3137.55957}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3621.591064, 'y': 145.379364, 'z': -2814.960449}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3402.214111, 'y': 150.354446, 'z': -2812.101318}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3239.373291, 'y': 148.392761, 'z': -2895.33374}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3588.909912, 'y': 150.003052, 'z': -3257.158203}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3940.430176, 'y': 150.003052, 'z': -3087.180176}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3836.723389, 'y': 157.999146, 'z': -2974.010498}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3737.437988, 'y': 139.992676, 'z': -3200.155273}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3206.293457, 'y': 139.992676, 'z': -2982.733643}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 4382.399902, 'y': 99.021423, 'z': -3042.400879}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3841.0354, 'y': 150.003052, 'z': -3173.965088}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3691.885254, 'y': 144.997894, 'z': -3261.987305}, 'level_range': {'x': 25.0, 'y': 29.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 14}
{'position': {'x': 3343.518066, 'y': 145.269806, 'z': -2938.815186}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3607.403076, 'y': 150.003906, 'z': -3413.548828}, 'level_range': {'x': 27.0, 'y': 29.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3224.902832, 'y': 139.992676, 'z': -2950.770508}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3724.230469, 'y': 160.338013, 'z': -3049.011719}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3291.023682, 'y': 134.987488, 'z': -2979.735352}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3856.853027, 'y': 154.750366, 'z': -2827.664063}, 'level_range': {'x': 22.0, 'y': 26.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3949.789795, 'y': 150.003052, 'z': -3177.498535}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3418.883789, 'y': 150.003052, 'z': -3077.183838}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3729.499512, 'y': 154.113785, 'z': -3101.726807}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3594.469971, 'y': 149.983276, 'z': -2766.966064}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'shiba', 'area_no': 14}
{'position': {'x': 3536.527588, 'y': 150.003052, 'z': -3336.481201}, 'level_range': {'x': 27.0, 'y': 29.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3552.491455, 'y': 150.003052, 'z': -3260.405518}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 4020.916504, 'y': 114.997253, 'z': -3039.382324}, 'level_range': {'x': 22.0, 'y': 26.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3263.804443, 'y': 150.23555, 'z': -3030.283936}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3724.013916, 'y': 144.997894, 'z': -3246.929443}, 'level_range': {'x': 25.0, 'y': 29.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 14}
{'position': {'x': 3697.267822, 'y': 151.210098, 'z': -3076.849609}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3990.531738, 'y': 155.24501, 'z': -2915.579346}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 14}
{'position': {'x': 3785.765381, 'y': 163.392212, 'z': -2882.161621}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3471.59668, 'y': 150.188766, 'z': -2795.612305}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3650.123291, 'y': 149.836548, 'z': -3174.794922}, 'level_range': {'x': 25.0, 'y': 29.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 4076.619141, 'y': 136.605026, 'z': -2930.64917}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3599.006836, 'y': 150.003052, 'z': -3248.057861}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3418.643799, 'y': 163.668274, 'z': -2898.940918}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3430.324951, 'y': 156.869415, 'z': -2826.270996}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3843.706055, 'y': 150.003052, 'z': -3051.725586}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3990.494141, 'y': 157.626328, 'z': -3171.703613}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3388.522217, 'y': 150.003052, 'z': -3100.872314}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3588.911621, 'y': 144.997894, 'z': -3321.683594}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 14}
{'position': {'x': 3029.550537, 'y': 160.043961, 'z': -2856.519043}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 4002.505615, 'y': 158.551636, 'z': -3118.311523}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3803.161377, 'y': 163.142715, 'z': -2782.05835}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3724.684082, 'y': 164.058823, 'z': -2978.077637}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3354.461914, 'y': 145.075912, 'z': -3017.924561}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3689.449219, 'y': 130.012817, 'z': -3385.237305}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3429.059326, 'y': 151.127533, 'z': -2735.047607}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3418.320068, 'y': 150.071793, 'z': -3116.227539}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3176.849609, 'y': 144.997864, 'z': -2930.54126}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3341.247314, 'y': 149.714035, 'z': -2855.483887}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3810.494385, 'y': 101.343056, 'z': -2653.686279}, 'level_range': {'x': 22.0, 'y': 26.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3829.221436, 'y': 157.999146, 'z': -2957.750732}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3451.546631, 'y': 163.94075, 'z': -2846.361328}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3334.906982, 'y': 140.165054, 'z': -2950.629395}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3745.090576, 'y': 158.102371, 'z': -2767.06543}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'iwa', 'area_no': 14}
{'position': {'x': 3318.063477, 'y': 135.135513, 'z': -2958.63623}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3429.506348, 'y': 159.254578, 'z': -2816.885986}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3266.287598, 'y': 150.003052, 'z': -2734.121582}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3367.792236, 'y': 165.857956, 'z': -2741.750732}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3462.52124, 'y': 139.992676, 'z': -3145.508301}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3416.895752, 'y': 155.218155, 'z': -2954.091553}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3875.131104, 'y': 159.050079, 'z': -3112.670166}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3614.4729, 'y': 149.940994, 'z': -3103.493408}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3893.157715, 'y': 151.263733, 'z': -2852.266357}, 'level_range': {'x': 22.0, 'y': 26.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 14}
{'position': {'x': 3915.031494, 'y': 144.997864, 'z': -3226.984375}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 4432.149414, 'y': 104.986877, 'z': -3101.918213}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3997.925537, 'y': 159.357788, 'z': -3162.229004}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3814.183838, 'y': 160.935974, 'z': -2803.987061}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3781.685547, 'y': 164.164063, 'z': -2959.213623}, 'level_range': {'x': 23.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3235.714355, 'y': 145.005905, 'z': -2732.757568}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3532.014404, 'y': 150.040192, 'z': -3043.440918}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3593.578125, 'y': 150.033569, 'z': -3172.631836}, 'level_range': {'x': 25.0, 'y': 29.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3717.720459, 'y': 150.393158, 'z': -3276.263428}, 'level_range': {'x': 25.0, 'y': 29.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3253.968262, 'y': 150.309067, 'z': -2679.166016}, 'level_range': {'x': 25.0, 'y': 29.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3327.584473, 'y': 140.51181, 'z': -2952.191162}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3221.206543, 'y': 154.444275, 'z': -2878.169189}, 'level_range': {'x': 24.0, 'y': 28.0}, 'biome': 'town', 'substance': 'tsuchi', 'area_no': 14}
{'position': {'x': 3555.683838, 'y': 149.998474, 'z': -3336.39917}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'riverside', 'substance': 'shiba', 'area_no': 14}
{'position': {'x': 3682.614502, 'y': 150.033493, 'z': -3307.794678}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'mine', 'substance': 'tsuchi', 'area_no': 14}
