{'position': {'x': 277.885834, 'y': 27.0, 'z': -2003.122803}, 'level_range': {'x': 18.0, 'y': 28.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 251.998245, 'y': 27.0, 'z': -2032.694336}, 'level_range': {'x': 18.0, 'y': 28.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 99.799805, 'y': 27.0, 'z': -3117.125977}, 'level_range': {'x': 35.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 171.54248, 'y': 27.0, 'z': -1686.14917}, 'level_range': {'x': 18.0, 'y': 29.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 82.487305, 'y': 27.0, 'z': -2140.547119}, 'level_range': {'x': 18.0, 'y': 29.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 83.830566, 'y': 27.0, 'z': -3297.615723}, 'level_range': {'x': 36.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 225.599854, 'y': 27.0, 'z': -2135.016602}, 'level_range': {'x': 18.0, 'y': 28.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 76.706543, 'y': 27.0, 'z': -3092.357178}, 'level_range': {'x': 36.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 207.499924, 'y': 27.0, 'z': -2184.523926}, 'level_range': {'x': 18.0, 'y': 28.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 154.415527, 'y': 27.0, 'z': -1518.001465}, 'level_range': {'x': 18.0, 'y': 28.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 171.09375, 'y': 27.0, 'z': -1737.086182}, 'level_range': {'x': 18.0, 'y': 29.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 61.577393, 'y': 27.0, 'z': -2596.103516}, 'level_range': {'x': 21.0, 'y': 33.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 95.991943, 'y': 27.0, 'z': -2543.502686}, 'level_range': {'x': 20.0, 'y': 32.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 110.76416, 'y': 27.0, 'z': -1752.305054}, 'level_range': {'x': 18.0, 'y': 29.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 125.719971, 'y': 27.0, 'z': -3416.910889}, 'level_range': {'x': 35.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 146.579346, 'y': 27.0, 'z': -3430.124268}, 'level_range': {'x': 35.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 32.962158, 'y': 27.0, 'z': -3315.718506}, 'level_range': {'x': 36.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 145.223145, 'y': 27.0, 'z': -2216.806152}, 'level_range': {'x': 18.0, 'y': 29.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 135.232666, 'y': 27.0, 'z': -2891.070068}, 'level_range': {'x': 34.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 72.5354, 'y': 27.0, 'z': -2120.809326}, 'level_range': {'x': 18.0, 'y': 29.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 6.987549, 'y': 27.0, 'z': -2704.885986}, 'level_range': {'x': 32.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 118.189697, 'y': 27.0, 'z': -2990.48584}, 'level_range': {'x': 35.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 105.361572, 'y': 27.0, 'z': -1570.107788}, 'level_range': {'x': 18.0, 'y': 29.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 71.287994, 'y': 27.0, 'z': -2161.388184}, 'level_range': {'x': 18.0, 'y': 29.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 96.141205, 'y': 27.0, 'z': -2163.494629}, 'level_range': {'x': 18.0, 'y': 29.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 89.876465, 'y': 27.0, 'z': -3137.739014}, 'level_range': {'x': 35.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 77.5, 'y': 27.0, 'z': -3272.246338}, 'level_range': {'x': 36.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 65.187744, 'y': 27.0, 'z': -3154.914063}, 'level_range': {'x': 36.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 55.909668, 'y': 27.0, 'z': -2439.297363}, 'level_range': {'x': 18.0, 'y': 30.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 58.352539, 'y': 27.0, 'z': -3357.119629}, 'level_range': {'x': 36.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 59.278564, 'y': 27.0, 'z': -2298.164307}, 'level_range': {'x': 18.0, 'y': 30.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 35.152344, 'y': 27.0, 'z': -2239.441895}, 'level_range': {'x': 18.0, 'y': 30.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 57.779785, 'y': 27.0, 'z': -2174.613037}, 'level_range': {'x': 18.0, 'y': 29.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 41.294922, 'y': 27.0, 'z': -1862.52478}, 'level_range': {'x': 18.0, 'y': 30.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 15.489014, 'y': 27.0, 'z': -1683.84375}, 'level_range': {'x': 18.0, 'y': 30.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 27.862793, 'y': 27.0, 'z': -2681.194336}, 'level_range': {'x': 27.0, 'y': 39.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 27.509521, 'y': 27.0, 'z': -3138.234131}, 'level_range': {'x': 36.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 26.593994, 'y': 27.0, 'z': -3126.398193}, 'level_range': {'x': 36.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 27.088135, 'y': 27.0, 'z': -1540.733765}, 'level_range': {'x': 18.0, 'y': 29.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 21.107771, 'y': 27.0, 'z': -2400.706787}, 'level_range': {'x': 18.0, 'y': 30.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 36.855606, 'y': 27.0, 'z': -2393.341553}, 'level_range': {'x': 18.0, 'y': 30.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 16.64502, 'y': 27.0, 'z': -3325.990234}, 'level_range': {'x': 36.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 16.387207, 'y': 27.0, 'z': -2220.785156}, 'level_range': {'x': 18.0, 'y': 30.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 13.94043, 'y': 27.0, 'z': -2978.764893}, 'level_range': {'x': 36.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 5.855713, 'y': 27.0, 'z': -1871.502808}, 'level_range': {'x': 18.0, 'y': 30.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 8.295654, 'y': 27.0, 'z': -3147.460449}, 'level_range': {'x': 36.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
{'position': {'x': 12.530029, 'y': 27.0, 'z': -3056.177979}, 'level_range': {'x': 36.0, 'y': 42.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 25}
