{'position': {'x': 1859.522583, 'y': 27.0, 'z': -4753.298828}, 'level_range': {'x': 44.0, 'y': 47.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2041.553589, 'y': 27.396809, 'z': -4861.482422}, 'level_range': {'x': 46.0, 'y': 50.0}, 'biome': 'beach', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2521.35376, 'y': 27.0, 'z': -4792.492188}, 'level_range': {'x': 44.0, 'y': 48.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2208.377686, 'y': 88.245529, 'z': -4551.138672}, 'level_range': {'x': 43.0, 'y': 46.0}, 'biome': 'flower', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 2465.96582, 'y': 27.655926, 'z': -4799.158691}, 'level_range': {'x': 45.0, 'y': 48.0}, 'biome': 'beach', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2200.384277, 'y': 85.467918, 'z': -4564.426758}, 'level_range': {'x': 43.0, 'y': 47.0}, 'biome': 'flower', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 2468.691162, 'y': 28.537619, 'z': -4792.139648}, 'level_range': {'x': 45.0, 'y': 48.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 2034.926514, 'y': 27.0, 'z': -4884.575684}, 'level_range': {'x': 47.0, 'y': 50.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2084.368652, 'y': 27.0, 'z': -4880.322266}, 'level_range': {'x': 47.0, 'y': 50.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 1960.361938, 'y': 27.458931, 'z': -4810.016602}, 'level_range': {'x': 45.0, 'y': 49.0}, 'biome': 'beach', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 1972.299194, 'y': 107.09201, 'z': -4718.343262}, 'level_range': {'x': 44.0, 'y': 47.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 2340.659912, 'y': 27.559055, 'z': -4866.472168}, 'level_range': {'x': 47.0, 'y': 50.0}, 'biome': 'beach', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 1931.69397, 'y': 27.599302, 'z': -4782.032715}, 'level_range': {'x': 45.0, 'y': 48.0}, 'biome': 'beach', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2047.383301, 'y': 27.837576, 'z': -4853.454102}, 'level_range': {'x': 46.0, 'y': 50.0}, 'biome': 'beach', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2229.608643, 'y': 27.0, 'z': -4926.750977}, 'level_range': {'x': 48.0, 'y': 50.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2008.335693, 'y': 27.013998, 'z': -4840.718262}, 'level_range': {'x': 46.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2074.252441, 'y': 45.738239, 'z': -4762.370605}, 'level_range': {'x': 45.0, 'y': 49.0}, 'biome': 'flower', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 2035.267822, 'y': 37.393894, 'z': -4794.137695}, 'level_range': {'x': 45.0, 'y': 49.0}, 'biome': 'beach', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2534.722168, 'y': 27.0, 'z': -4771.694824}, 'level_range': {'x': 44.0, 'y': 47.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 1961.747192, 'y': 27.0, 'z': -4854.743652}, 'level_range': {'x': 46.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2499.137207, 'y': 29.786974, 'z': -4709.187988}, 'level_range': {'x': 43.0, 'y': 47.0}, 'biome': 'flower', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 1929.08374, 'y': 27.0, 'z': -4804.51416}, 'level_range': {'x': 45.0, 'y': 48.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2372.732178, 'y': 27.0, 'z': -4876.94043}, 'level_range': {'x': 46.0, 'y': 50.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2202.19873, 'y': 27.0, 'z': -4900.118164}, 'level_range': {'x': 47.0, 'y': 50.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2535.830322, 'y': 27.0, 'z': -4806.585938}, 'level_range': {'x': 44.0, 'y': 48.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2156.571777, 'y': 89.280128, 'z': -4562.35791}, 'level_range': {'x': 43.0, 'y': 46.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 2393.74292, 'y': 27.952915, 'z': -4840.331543}, 'level_range': {'x': 46.0, 'y': 49.0}, 'biome': 'beach', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 1867.303345, 'y': 27.0, 'z': -4769.005371}, 'level_range': {'x': 44.0, 'y': 48.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2072.19873, 'y': 102.78273, 'z': -4662.166016}, 'level_range': {'x': 44.0, 'y': 47.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 2500.075439, 'y': 27.0, 'z': -4773.856934}, 'level_range': {'x': 44.0, 'y': 48.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2222.032471, 'y': 81.186523, 'z': -4574.033203}, 'level_range': {'x': 43.0, 'y': 47.0}, 'biome': 'riverside', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 2415.965332, 'y': 37.21204, 'z': -4707.608887}, 'level_range': {'x': 44.0, 'y': 47.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 2013.49231, 'y': 103.406723, 'z': -4724.472656}, 'level_range': {'x': 44.0, 'y': 48.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 20}
{'position': {'x': 2121.229248, 'y': 27.0, 'z': -4938.278809}, 'level_range': {'x': 48.0, 'y': 50.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2127.789551, 'y': 26.128345, 'z': -4900.834473}, 'level_range': {'x': 47.0, 'y': 50.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 20}
{'position': {'x': 2409.650879, 'y': 32.211468, 'z': -4792.291016}, 'level_range': {'x': 45.0, 'y': 49.0}, 'biome': 'flower', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 2228.200684, 'y': 91.774376, 'z': -4520.701172}, 'level_range': {'x': 43.0, 'y': 46.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 20}
{'position': {'x': 1898.970215, 'y': 27.0, 'z': -4884.089355}, 'level_range': {'x': 46.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2016.813721, 'y': 27.0, 'z': -4847.071777}, 'level_range': {'x': 46.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2463.565674, 'y': 31.066502, 'z': -4704.822754}, 'level_range': {'x': 44.0, 'y': 47.0}, 'biome': 'flower', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 2287.164795, 'y': 27.0, 'z': -4916.90332}, 'level_range': {'x': 48.0, 'y': 50.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 20}
{'position': {'x': 2393.324951, 'y': 43.707378, 'z': -4700.810059}, 'level_range': {'x': 44.0, 'y': 48.0}, 'biome': 'flower', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 2468.178223, 'y': 27.0, 'z': -4853.324707}, 'level_range': {'x': 45.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2407.519287, 'y': 27.725788, 'z': -4837.518066}, 'level_range': {'x': 46.0, 'y': 49.0}, 'biome': 'beach', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2389.567139, 'y': 27.0, 'z': -4900.506348}, 'level_range': {'x': 47.0, 'y': 50.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 20}
{'position': {'x': 2402.50708, 'y': 31.986486, 'z': -4790.729492}, 'level_range': {'x': 45.0, 'y': 49.0}, 'biome': 'flower', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 2415.648193, 'y': 27.559055, 'z': -4835.950195}, 'level_range': {'x': 46.0, 'y': 49.0}, 'biome': 'beach', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2074.883057, 'y': 27.0, 'z': -4904.844238}, 'level_range': {'x': 47.0, 'y': 50.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2451.720459, 'y': 33.160355, 'z': -4699.001465}, 'level_range': {'x': 44.0, 'y': 47.0}, 'biome': 'flower', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 2484.730469, 'y': 27.0, 'z': -4828.560547}, 'level_range': {'x': 45.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 1906.192139, 'y': 27.0, 'z': -4871.829102}, 'level_range': {'x': 46.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2282.713135, 'y': 27.0, 'z': -4914.344238}, 'level_range': {'x': 48.0, 'y': 50.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2176.318604, 'y': 27.0, 'z': -4914.124512}, 'level_range': {'x': 48.0, 'y': 50.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2020.88269, 'y': 103.164886, 'z': -4716.219238}, 'level_range': {'x': 44.0, 'y': 48.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 20}
{'position': {'x': 1989.703491, 'y': 27.0, 'z': -4832.217285}, 'level_range': {'x': 46.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2067.415039, 'y': 28.088348, 'z': -4846.893555}, 'level_range': {'x': 46.0, 'y': 50.0}, 'biome': 'beach', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2225.865723, 'y': 87.084099, 'z': -4546.880859}, 'level_range': {'x': 43.0, 'y': 46.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 20}
{'position': {'x': 2456.431396, 'y': 27.0, 'z': -4869.560547}, 'level_range': {'x': 46.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2571.644775, 'y': 27.0, 'z': -4778.317383}, 'level_range': {'x': 44.0, 'y': 47.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 20}
{'position': {'x': 2142.830811, 'y': 151.21373, 'z': -4525.893555}, 'level_range': {'x': 43.0, 'y': 46.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 20}
{'position': {'x': 2425.672119, 'y': 27.265558, 'z': -4841.997559}, 'level_range': {'x': 46.0, 'y': 49.0}, 'biome': 'beach', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2255.625488, 'y': 110.420769, 'z': -4452.46875}, 'level_range': {'x': 43.0, 'y': 45.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 20}
{'position': {'x': 2083.01709, 'y': 27.545626, 'z': -4851.777344}, 'level_range': {'x': 46.0, 'y': 50.0}, 'biome': 'beach', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2317.875244, 'y': 27.0, 'z': -4895.772461}, 'level_range': {'x': 47.0, 'y': 50.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2327.532715, 'y': 27.559055, 'z': -4868.188477}, 'level_range': {'x': 47.0, 'y': 50.0}, 'biome': 'beach', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 1883.147217, 'y': 27.0, 'z': -4757.564453}, 'level_range': {'x': 44.0, 'y': 47.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2362.911865, 'y': 27.553133, 'z': -4866.515625}, 'level_range': {'x': 46.0, 'y': 50.0}, 'biome': 'beach', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 1855.152466, 'y': 27.0, 'z': -4807.088867}, 'level_range': {'x': 45.0, 'y': 48.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2170.490967, 'y': 103.557884, 'z': -4519.325195}, 'level_range': {'x': 43.0, 'y': 46.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 1986.161865, 'y': 37.245995, 'z': -4764.342285}, 'level_range': {'x': 45.0, 'y': 48.0}, 'biome': 'beach', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2159.345703, 'y': 27.0, 'z': -4927.71875}, 'level_range': {'x': 48.0, 'y': 50.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2194.258789, 'y': 88.435349, 'z': -4556.936035}, 'level_range': {'x': 43.0, 'y': 47.0}, 'biome': 'flower', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 2079.583252, 'y': 27.0, 'z': -4891.276855}, 'level_range': {'x': 47.0, 'y': 50.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2053.631836, 'y': 48.519375, 'z': -4744.851563}, 'level_range': {'x': 45.0, 'y': 48.0}, 'biome': 'flower', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 1834.780029, 'y': 27.0, 'z': -4801.509766}, 'level_range': {'x': 44.0, 'y': 48.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2214.745361, 'y': 27.0, 'z': -4916.677246}, 'level_range': {'x': 48.0, 'y': 50.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2262.208252, 'y': 27.0, 'z': -4917.847656}, 'level_range': {'x': 48.0, 'y': 50.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2416.913574, 'y': 29.786974, 'z': -4810.387695}, 'level_range': {'x': 45.0, 'y': 49.0}, 'biome': 'flower', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 2172.0271, 'y': 27.0, 'z': -4916.30127}, 'level_range': {'x': 48.0, 'y': 50.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2534.268555, 'y': 27.0, 'z': -4776.546387}, 'level_range': {'x': 44.0, 'y': 47.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2525.668457, 'y': 27.0, 'z': -4762.404785}, 'level_range': {'x': 44.0, 'y': 47.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2332.633301, 'y': 29.07217, 'z': -4844.883789}, 'level_range': {'x': 46.0, 'y': 50.0}, 'biome': 'flower', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 1862.285522, 'y': 27.0, 'z': -4794.135742}, 'level_range': {'x': 44.0, 'y': 48.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2090.979736, 'y': 27.0, 'z': -4906.703125}, 'level_range': {'x': 47.0, 'y': 50.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2468.096436, 'y': 29.786974, 'z': -4775.062988}, 'level_range': {'x': 44.0, 'y': 48.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 2286.216309, 'y': 27.270615, 'z': -4896.305664}, 'level_range': {'x': 47.0, 'y': 50.0}, 'biome': 'beach', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2527.562744, 'y': 27.0, 'z': -4806.248047}, 'level_range': {'x': 44.0, 'y': 48.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2479.100098, 'y': 29.788094, 'z': -4774.324707}, 'level_range': {'x': 44.0, 'y': 48.0}, 'biome': 'flower', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 2197.330322, 'y': 27.0, 'z': -4909.839355}, 'level_range': {'x': 48.0, 'y': 50.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2406.810547, 'y': 40.360622, 'z': -4710.970215}, 'level_range': {'x': 44.0, 'y': 48.0}, 'biome': 'flower', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 2189.663086, 'y': 27.078369, 'z': -4898.802734}, 'level_range': {'x': 47.0, 'y': 50.0}, 'biome': 'beach', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2065.310791, 'y': 27.0, 'z': -4874.547363}, 'level_range': {'x': 47.0, 'y': 50.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2346.763916, 'y': 27.0, 'z': -4904.193848}, 'level_range': {'x': 47.0, 'y': 50.0}, 'biome': 'ocean', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 2464.746094, 'y': 30.088167, 'z': -4714.907715}, 'level_range': {'x': 44.0, 'y': 47.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 2225.103271, 'y': 27.0, 'z': -4944.726074}, 'level_range': {'x': 48.0, 'y': 50.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 20}
{'position': {'x': 2446.310059, 'y': 34.513447, 'z': -4696.185547}, 'level_range': {'x': 44.0, 'y': 47.0}, 'biome': 'flower', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 2029.68042, 'y': 102.673897, 'z': -4705.662598}, 'level_range': {'x': 44.0, 'y': 48.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 2256.824951, 'y': 87.858978, 'z': -4538.256348}, 'level_range': {'x': 43.0, 'y': 46.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 2246.34668, 'y': 83.532272, 'z': -4554.904785}, 'level_range': {'x': 43.0, 'y': 47.0}, 'biome': 'riverside', 'substance': 'tsuchi', 'area_no': 20}
{'position': {'x': 1831.177368, 'y': 27.0, 'z': -4744.436523}, 'level_range': {'x': 44.0, 'y': 47.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2465.930176, 'y': 27.0, 'z': -4827.251953}, 'level_range': {'x': 45.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 1993.016846, 'y': 33.154545, 'z': -4793.929688}, 'level_range': {'x': 45.0, 'y': 49.0}, 'biome': 'beach', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 1880.80542, 'y': 27.0, 'z': -4795.480957}, 'level_range': {'x': 44.0, 'y': 48.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2090.821289, 'y': 27.278881, 'z': -4858.486816}, 'level_range': {'x': 47.0, 'y': 50.0}, 'biome': 'beach', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 1955.375122, 'y': 27.659426, 'z': -4803.489258}, 'level_range': {'x': 45.0, 'y': 48.0}, 'biome': 'beach', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2349.361816, 'y': 27.559055, 'z': -4863.288086}, 'level_range': {'x': 46.0, 'y': 50.0}, 'biome': 'beach', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2076.173828, 'y': 103.626869, 'z': -4676.50293}, 'level_range': {'x': 44.0, 'y': 47.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 2230.46582, 'y': 89.177818, 'z': -4532.793945}, 'level_range': {'x': 43.0, 'y': 46.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 20}
{'position': {'x': 1931.141357, 'y': 27.0, 'z': -4905.486816}, 'level_range': {'x': 46.0, 'y': 50.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2243.813965, 'y': 76.062782, 'z': -4586.50293}, 'level_range': {'x': 43.0, 'y': 47.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 20}
{'position': {'x': 2056.029297, 'y': 27.0, 'z': -4929.73291}, 'level_range': {'x': 47.0, 'y': 50.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2402.552246, 'y': 41.662632, 'z': -4690.568848}, 'level_range': {'x': 44.0, 'y': 47.0}, 'biome': 'flower', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 2541.600586, 'y': 27.0, 'z': -4770.452148}, 'level_range': {'x': 44.0, 'y': 47.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2336.179199, 'y': 27.0, 'z': -4901.20752}, 'level_range': {'x': 47.0, 'y': 50.0}, 'biome': 'ocean', 'substance': 'iwa', 'area_no': 20}
{'position': {'x': 2579.124756, 'y': 27.0, 'z': -4773.675781}, 'level_range': {'x': 44.0, 'y': 47.0}, 'biome': 'ocean', 'substance': 'iwa', 'area_no': 20}
{'position': {'x': 2433.721191, 'y': 27.557146, 'z': -4832.5}, 'level_range': {'x': 45.0, 'y': 49.0}, 'biome': 'beach', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 1859.740845, 'y': 27.0, 'z': -4835.265137}, 'level_range': {'x': 45.0, 'y': 48.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 1913.773193, 'y': 27.0, 'z': -4793.421387}, 'level_range': {'x': 45.0, 'y': 48.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2110.87793, 'y': 28.218699, 'z': -4860.578125}, 'level_range': {'x': 47.0, 'y': 50.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 1918.061157, 'y': 27.260412, 'z': -4753.192383}, 'level_range': {'x': 44.0, 'y': 48.0}, 'biome': 'beach', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2087.236084, 'y': 103.971222, 'z': -4663.916992}, 'level_range': {'x': 44.0, 'y': 47.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 2381.626221, 'y': 27.0, 'z': -4872.222656}, 'level_range': {'x': 46.0, 'y': 50.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2465.898926, 'y': 29.786974, 'z': -4777.120605}, 'level_range': {'x': 44.0, 'y': 48.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 2531.883301, 'y': 27.0, 'z': -4784.844727}, 'level_range': {'x': 44.0, 'y': 48.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 1815.347046, 'y': 27.0, 'z': -4733.058105}, 'level_range': {'x': 43.0, 'y': 47.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2179.328369, 'y': 27.0, 'z': -4902.478516}, 'level_range': {'x': 47.0, 'y': 50.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2328.653564, 'y': 27.369036, 'z': -4887.317383}, 'level_range': {'x': 47.0, 'y': 50.0}, 'biome': 'beach', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2222.684814, 'y': 85.572121, 'z': -4554.19873}, 'level_range': {'x': 43.0, 'y': 47.0}, 'biome': 'riverside', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 2023.759277, 'y': 104.038246, 'z': -4731.492676}, 'level_range': {'x': 44.0, 'y': 48.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 20}
{'position': {'x': 2414.023926, 'y': 31.108892, 'z': -4779.617676}, 'level_range': {'x': 45.0, 'y': 48.0}, 'biome': 'flower', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 2314.443359, 'y': 27.0, 'z': -4918.030273}, 'level_range': {'x': 47.0, 'y': 50.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 20}
{'position': {'x': 1959.365723, 'y': 29.421143, 'z': -4793.345703}, 'level_range': {'x': 45.0, 'y': 48.0}, 'biome': 'beach', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 1974.938843, 'y': 27.0, 'z': -4824.899414}, 'level_range': {'x': 45.0, 'y': 49.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2022.159058, 'y': 33.396793, 'z': -4808.189453}, 'level_range': {'x': 45.0, 'y': 49.0}, 'biome': 'beach', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2313.717041, 'y': 27.0, 'z': -4902.408691}, 'level_range': {'x': 47.0, 'y': 50.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2274.722168, 'y': 27.0, 'z': -4926.374512}, 'level_range': {'x': 48.0, 'y': 50.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2302.058838, 'y': 27.0, 'z': -4930.622559}, 'level_range': {'x': 48.0, 'y': 50.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 20}
{'position': {'x': 2236.99292, 'y': 91.544792, 'z': -4522.429199}, 'level_range': {'x': 43.0, 'y': 46.0}, 'biome': 'riverside', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 2047.368286, 'y': 45.632519, 'z': -4758.98877}, 'level_range': {'x': 45.0, 'y': 48.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 20}
{'position': {'x': 1919.597412, 'y': 27.582251, 'z': -4844.748047}, 'level_range': {'x': 45.0, 'y': 49.0}, 'biome': 'beach', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2424.829834, 'y': 30.321354, 'z': -4778.871094}, 'level_range': {'x': 45.0, 'y': 48.0}, 'biome': 'flower', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 2189.816406, 'y': 86.642227, 'z': -4566.433105}, 'level_range': {'x': 43.0, 'y': 47.0}, 'biome': 'flower', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 1819.26001, 'y': 27.0, 'z': -4797.051758}, 'level_range': {'x': 44.0, 'y': 48.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
{'position': {'x': 2078.028564, 'y': 35.636398, 'z': -4806.232422}, 'level_range': {'x': 46.0, 'y': 49.0}, 'biome': 'flower', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 2061.294922, 'y': 47.136948, 'z': -4755.904297}, 'level_range': {'x': 45.0, 'y': 48.0}, 'biome': 'flower', 'substance': 'shiba', 'area_no': 20}
{'position': {'x': 2531.543457, 'y': 27.0, 'z': -4765.947754}, 'level_range': {'x': 44.0, 'y': 47.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 20}
