{'position': {'x': 2849.614014, 'y': 571.414368, 'z': -3981.205322}, 'level_range': {'x': 34.0, 'y': 37.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2875.410889, 'y': 213.555939, 'z': -4629.139648}, 'level_range': {'x': 37.0, 'y': 41.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2719.960938, 'y': 363.110809, 'z': -4310.405762}, 'level_range': {'x': 36.0, 'y': 39.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2319.085938, 'y': 292.984711, 'z': -4194.229492}, 'level_range': {'x': 37.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2850.431641, 'y': 614.175171, 'z': -3862.89209}, 'level_range': {'x': 34.0, 'y': 36.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2712.155273, 'y': 286.615845, 'z': -4419.118652}, 'level_range': {'x': 36.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 3213.650146, 'y': 459.879028, 'z': -4071.338867}, 'level_range': {'x': 34.0, 'y': 38.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2297.151367, 'y': 151.141037, 'z': -4397.307617}, 'level_range': {'x': 38.0, 'y': 41.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 1957.183838, 'y': 392.263641, 'z': -4518.691895}, 'level_range': {'x': 38.0, 'y': 41.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2849.039063, 'y': 211.599091, 'z': -4603.494141}, 'level_range': {'x': 37.0, 'y': 41.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 1833.868652, 'y': 319.395905, 'z': -4527.299316}, 'level_range': {'x': 37.0, 'y': 41.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2592.545654, 'y': 112.756851, 'z': -4661.386719}, 'level_range': {'x': 38.0, 'y': 41.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2998.437256, 'y': 456.468048, 'z': -4043.718018}, 'level_range': {'x': 34.0, 'y': 37.0}, 'biome': 'riverside', 'substance': 'tsuchi', 'area_no': 19}
{'position': {'x': 2695.301514, 'y': 75.027206, 'z': -4764.444336}, 'level_range': {'x': 38.0, 'y': 41.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 19}
{'position': {'x': 2545.610596, 'y': 372.317719, 'z': -4245.251953}, 'level_range': {'x': 36.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2961.18042, 'y': 293.640259, 'z': -4455.004883}, 'level_range': {'x': 36.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2119.643311, 'y': 253.442169, 'z': -4283.92627}, 'level_range': {'x': 37.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2654.447021, 'y': 528.666382, 'z': -3795.773682}, 'level_range': {'x': 34.0, 'y': 36.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2400.946289, 'y': 193.679504, 'z': -4427.066895}, 'level_range': {'x': 37.0, 'y': 41.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 1618.841675, 'y': 213.853134, 'z': -4505.53125}, 'level_range': {'x': 37.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2606.722656, 'y': 479.546539, 'z': -4016.129395}, 'level_range': {'x': 34.0, 'y': 38.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 1786.186646, 'y': 198.715729, 'z': -4297.32373}, 'level_range': {'x': 36.0, 'y': 39.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 19}
{'position': {'x': 2500.206299, 'y': 263.36261, 'z': -4396.237305}, 'level_range': {'x': 37.0, 'y': 40.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 19}
{'position': {'x': 1983.695923, 'y': 286.240356, 'z': -4261.3125}, 'level_range': {'x': 36.0, 'y': 40.0}, 'biome': 'riverside', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2017.510986, 'y': 299.784393, 'z': -4326.994629}, 'level_range': {'x': 37.0, 'y': 40.0}, 'biome': 'riverside', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2607.116455, 'y': 27.0, 'z': -4829.774414}, 'level_range': {'x': 39.0, 'y': 41.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 19}
{'position': {'x': 2481.860107, 'y': 308.039703, 'z': -4302.628906}, 'level_range': {'x': 37.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 3148.240967, 'y': 269.036926, 'z': -4354.431641}, 'level_range': {'x': 36.0, 'y': 39.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 1944.870239, 'y': 278.077698, 'z': -4274.154785}, 'level_range': {'x': 36.0, 'y': 40.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 19}
{'position': {'x': 2836.80249, 'y': 517.205078, 'z': -4059.169434}, 'level_range': {'x': 34.0, 'y': 37.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2798.666992, 'y': 577.716064, 'z': -3825.337402}, 'level_range': {'x': 34.0, 'y': 36.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2651.358887, 'y': 299.530396, 'z': -4441.682617}, 'level_range': {'x': 37.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2338.157715, 'y': 293.220764, 'z': -4154.136719}, 'level_range': {'x': 36.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2831.535156, 'y': 291.14386, 'z': -4439.637207}, 'level_range': {'x': 36.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2161.465576, 'y': 251.157547, 'z': -4021.352539}, 'level_range': {'x': 36.0, 'y': 39.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2532.658447, 'y': 400.473175, 'z': -4149.010254}, 'level_range': {'x': 36.0, 'y': 39.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2115.114014, 'y': 151.54158, 'z': -4505.540527}, 'level_range': {'x': 38.0, 'y': 41.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2614.515137, 'y': 307.793243, 'z': -4406.483398}, 'level_range': {'x': 37.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2350.526611, 'y': 268.563599, 'z': -4027.878174}, 'level_range': {'x': 35.0, 'y': 39.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 19}
{'position': {'x': 2820.164551, 'y': 391.253448, 'z': -4273.959961}, 'level_range': {'x': 35.0, 'y': 39.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2525.914551, 'y': 263.36261, 'z': -4404.771484}, 'level_range': {'x': 37.0, 'y': 40.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 19}
{'position': {'x': 2127.177002, 'y': 252.272919, 'z': -4040.908691}, 'level_range': {'x': 36.0, 'y': 39.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2872.956543, 'y': 209.060104, 'z': -4664.327637}, 'level_range': {'x': 38.0, 'y': 41.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2444.818848, 'y': 301.972137, 'z': -4300.225098}, 'level_range': {'x': 37.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2975.349854, 'y': 315.460907, 'z': -4379.641113}, 'level_range': {'x': 36.0, 'y': 39.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2941.274902, 'y': 293.453552, 'z': -4484.921387}, 'level_range': {'x': 36.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2490.774414, 'y': 379.850311, 'z': -4057.374512}, 'level_range': {'x': 35.0, 'y': 39.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 19}
{'position': {'x': 2440.556885, 'y': 303.102386, 'z': -4288.023438}, 'level_range': {'x': 37.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2101.016846, 'y': 259.271698, 'z': -4014.906494}, 'level_range': {'x': 36.0, 'y': 39.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2695.091064, 'y': 294.660583, 'z': -4426.44043}, 'level_range': {'x': 36.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2627.490967, 'y': 477.625732, 'z': -4034.518066}, 'level_range': {'x': 35.0, 'y': 38.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 1697.450928, 'y': 175.386536, 'z': -4591.345215}, 'level_range': {'x': 38.0, 'y': 41.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 19}
{'position': {'x': 2779.223145, 'y': 251.158539, 'z': -4457.87793}, 'level_range': {'x': 36.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2585.595459, 'y': 284.451263, 'z': -4460.470703}, 'level_range': {'x': 37.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2953.581787, 'y': 288.613129, 'z': -4477.461914}, 'level_range': {'x': 36.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2720.085205, 'y': 139.552231, 'z': -4701.17627}, 'level_range': {'x': 38.0, 'y': 41.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2421.163574, 'y': 176.581802, 'z': -4465.381348}, 'level_range': {'x': 38.0, 'y': 41.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2763.882813, 'y': 171.013748, 'z': -4620.462891}, 'level_range': {'x': 37.0, 'y': 41.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2896.624268, 'y': 503.00235, 'z': -4069.298584}, 'level_range': {'x': 34.0, 'y': 37.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2554.600098, 'y': 185.941177, 'z': -4565.091797}, 'level_range': {'x': 38.0, 'y': 41.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2023.990967, 'y': 296.757751, 'z': -4460.471191}, 'level_range': {'x': 38.0, 'y': 41.0}, 'biome': 'riverside', 'substance': 'tsuchi', 'area_no': 19}
{'position': {'x': 3237.968018, 'y': 276.754883, 'z': -4309.85498}, 'level_range': {'x': 36.0, 'y': 39.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2782.979248, 'y': 377.384064, 'z': -4312.20166}, 'level_range': {'x': 36.0, 'y': 39.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2779.06665, 'y': 501.934631, 'z': -4066.37793}, 'level_range': {'x': 34.0, 'y': 38.0}, 'biome': 'town', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2204.780518, 'y': 276.306458, 'z': -4170.160645}, 'level_range': {'x': 37.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 3160.808594, 'y': 472.737946, 'z': -4057.430664}, 'level_range': {'x': 34.0, 'y': 37.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2315.664307, 'y': 293.368744, 'z': -4164.101074}, 'level_range': {'x': 36.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 3055.465332, 'y': 501.504883, 'z': -4030.175049}, 'level_range': {'x': 34.0, 'y': 37.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2668.496094, 'y': 511.818695, 'z': -3737.51123}, 'level_range': {'x': 34.0, 'y': 36.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2505.618652, 'y': 270.996765, 'z': -4425.674805}, 'level_range': {'x': 37.0, 'y': 41.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2683.878662, 'y': 72.282944, 'z': -4755.494141}, 'level_range': {'x': 38.0, 'y': 41.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 19}
{'position': {'x': 3314.902832, 'y': 363.075958, 'z': -4180.287109}, 'level_range': {'x': 35.0, 'y': 39.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2504.24292, 'y': 117.462135, 'z': -4642.93457}, 'level_range': {'x': 38.0, 'y': 41.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 1855.623657, 'y': 318.530945, 'z': -4384.229004}, 'level_range': {'x': 37.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2166.050537, 'y': 250.466583, 'z': -4033.177734}, 'level_range': {'x': 36.0, 'y': 39.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2970.14209, 'y': 480.979889, 'z': -4015.118896}, 'level_range': {'x': 34.0, 'y': 37.0}, 'biome': 'riverside', 'substance': 'tsuchi', 'area_no': 19}
{'position': {'x': 2456.802246, 'y': 305.992249, 'z': -4275.990234}, 'level_range': {'x': 36.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 3106.888428, 'y': 390.324402, 'z': -4183.166504}, 'level_range': {'x': 34.0, 'y': 38.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 3009.773926, 'y': 256.577423, 'z': -4572.138184}, 'level_range': {'x': 37.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2606.066895, 'y': 118.788719, 'z': -4654.920898}, 'level_range': {'x': 38.0, 'y': 41.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2713.046875, 'y': 542.751282, 'z': -3938.52832}, 'level_range': {'x': 34.0, 'y': 37.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 1860.137207, 'y': 286.846558, 'z': -4325.845215}, 'level_range': {'x': 36.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 1713.925293, 'y': 27.0, 'z': -4650.46875}, 'level_range': {'x': 38.0, 'y': 41.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 19}
{'position': {'x': 2617.293457, 'y': 214.373764, 'z': -4539.56543}, 'level_range': {'x': 37.0, 'y': 41.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 1920.986694, 'y': 296.834564, 'z': -4360.899414}, 'level_range': {'x': 37.0, 'y': 40.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 19}
{'position': {'x': 2877.279297, 'y': 553.156433, 'z': -4001.696777}, 'level_range': {'x': 34.0, 'y': 37.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2635.648926, 'y': 157.260529, 'z': -4601.055176}, 'level_range': {'x': 38.0, 'y': 41.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 3309.023193, 'y': 359.701538, 'z': -4184.985352}, 'level_range': {'x': 35.0, 'y': 39.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2921.061768, 'y': 27.0, 'z': -4841.355957}, 'level_range': {'x': 39.0, 'y': 41.0}, 'biome': 'ocean', 'substance': 'iwa', 'area_no': 19}
{'position': {'x': 2656.206543, 'y': 460.75647, 'z': -3851.008301}, 'level_range': {'x': 34.0, 'y': 37.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 19}
{'position': {'x': 2916.862793, 'y': 376.96225, 'z': -4283.068359}, 'level_range': {'x': 35.0, 'y': 39.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2762.22998, 'y': 484.351776, 'z': -4156.346191}, 'level_range': {'x': 35.0, 'y': 38.0}, 'biome': 'town', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2445.993164, 'y': 250.861237, 'z': -4361.486816}, 'level_range': {'x': 37.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2673.708984, 'y': 523.008545, 'z': -3756.858643}, 'level_range': {'x': 34.0, 'y': 36.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2919.503174, 'y': 361.771698, 'z': -4313.947754}, 'level_range': {'x': 35.0, 'y': 39.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 3137.812744, 'y': 316.261261, 'z': -4297.250488}, 'level_range': {'x': 35.0, 'y': 39.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2422.972412, 'y': 186.17334, 'z': -4491.095703}, 'level_range': {'x': 38.0, 'y': 41.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2145.400391, 'y': 251.236526, 'z': -4031.318848}, 'level_range': {'x': 36.0, 'y': 39.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 3175.664063, 'y': 427.210175, 'z': -4111.42334}, 'level_range': {'x': 34.0, 'y': 38.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 1701.200928, 'y': 204.390182, 'z': -4381.469238}, 'level_range': {'x': 36.0, 'y': 40.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 19}
{'position': {'x': 3142.32251, 'y': 367.623413, 'z': -4209.126953}, 'level_range': {'x': 35.0, 'y': 38.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2907.822754, 'y': 27.0, 'z': -4830.707031}, 'level_range': {'x': 39.0, 'y': 41.0}, 'biome': 'ocean', 'substance': 'iwa', 'area_no': 19}
{'position': {'x': 2226.003662, 'y': 138.144257, 'z': -4403.813477}, 'level_range': {'x': 38.0, 'y': 41.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2702.404785, 'y': 163.61763, 'z': -4596.53125}, 'level_range': {'x': 37.0, 'y': 41.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2638.740723, 'y': 54.360203, 'z': -4728.049805}, 'level_range': {'x': 38.0, 'y': 41.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 19}
{'position': {'x': 1855.168213, 'y': 303.63092, 'z': -4417.696289}, 'level_range': {'x': 37.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2016.039917, 'y': 304.042633, 'z': -4411.311523}, 'level_range': {'x': 37.0, 'y': 41.0}, 'biome': 'riverside', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2236.574707, 'y': 285.932953, 'z': -4076.75293}, 'level_range': {'x': 36.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2963.616943, 'y': 447.45871, 'z': -4134.296387}, 'level_range': {'x': 34.0, 'y': 38.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2131.727539, 'y': 255.836426, 'z': -3998.929932}, 'level_range': {'x': 36.0, 'y': 39.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2888.262451, 'y': 539.766785, 'z': -4029.842529}, 'level_range': {'x': 34.0, 'y': 37.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 3003.760742, 'y': 371.149719, 'z': -4271.123047}, 'level_range': {'x': 35.0, 'y': 38.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 1961.616455, 'y': 296.834564, 'z': -4418.027832}, 'level_range': {'x': 37.0, 'y': 41.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 19}
{'position': {'x': 3228.860596, 'y': 473.162354, 'z': -4028.259766}, 'level_range': {'x': 34.0, 'y': 38.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2397.14209, 'y': 179.646866, 'z': -4487.52002}, 'level_range': {'x': 38.0, 'y': 41.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2157.033447, 'y': 258.763336, 'z': -4295.474121}, 'level_range': {'x': 37.0, 'y': 41.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2865.644043, 'y': 295.190918, 'z': -4486.727051}, 'level_range': {'x': 36.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2156.005127, 'y': 301.028381, 'z': -4146.544922}, 'level_range': {'x': 36.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2744.662842, 'y': 478.769409, 'z': -4158.854004}, 'level_range': {'x': 35.0, 'y': 38.0}, 'biome': 'town', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2657.53125, 'y': 345.658905, 'z': -4346.742676}, 'level_range': {'x': 36.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2596.496338, 'y': 174.769653, 'z': -4588.830078}, 'level_range': {'x': 38.0, 'y': 41.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 3007.324951, 'y': 299.241852, 'z': -4460.73291}, 'level_range': {'x': 36.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2367.190918, 'y': 298.148041, 'z': -4270.804199}, 'level_range': {'x': 37.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2980.35498, 'y': 264.288666, 'z': -4537.720703}, 'level_range': {'x': 37.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 3007.6875, 'y': 310.573395, 'z': -4390.231934}, 'level_range': {'x': 36.0, 'y': 39.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 1751.717163, 'y': 301.15979, 'z': -4531.663086}, 'level_range': {'x': 37.0, 'y': 41.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 3134.609375, 'y': 343.707336, 'z': -4251.895996}, 'level_range': {'x': 35.0, 'y': 38.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 3280.043457, 'y': 343.973633, 'z': -4219.810059}, 'level_range': {'x': 35.0, 'y': 39.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2667.492188, 'y': 460.893066, 'z': -3879.234619}, 'level_range': {'x': 34.0, 'y': 37.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 19}
{'position': {'x': 2607.280273, 'y': 431.493164, 'z': -3948.270508}, 'level_range': {'x': 34.0, 'y': 38.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2491.359619, 'y': 313.886444, 'z': -3936.979248}, 'level_range': {'x': 34.0, 'y': 38.0}, 'biome': 'riverside', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2687.842041, 'y': 142.367599, 'z': -4625.882324}, 'level_range': {'x': 38.0, 'y': 41.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 1845.668335, 'y': 199.511307, 'z': -4248.172363}, 'level_range': {'x': 36.0, 'y': 39.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 19}
{'position': {'x': 2890.138916, 'y': 274.07309, 'z': -4523.646484}, 'level_range': {'x': 37.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2615.061523, 'y': 32.435543, 'z': -4748.687012}, 'level_range': {'x': 38.0, 'y': 41.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 19}
{'position': {'x': 2892.092285, 'y': 297.049164, 'z': -4469.484375}, 'level_range': {'x': 36.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2789.427734, 'y': 490.48172, 'z': -4155.630859}, 'level_range': {'x': 35.0, 'y': 38.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 3006.272217, 'y': 370.895447, 'z': -4235.527344}, 'level_range': {'x': 35.0, 'y': 38.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2521.260986, 'y': 400.72229, 'z': -4137.46875}, 'level_range': {'x': 35.0, 'y': 39.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2653.44751, 'y': 506.227509, 'z': -3727.422363}, 'level_range': {'x': 34.0, 'y': 36.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2230.704346, 'y': 276.340302, 'z': -4246.833496}, 'level_range': {'x': 37.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2846.871582, 'y': 333.656586, 'z': -4372.408203}, 'level_range': {'x': 36.0, 'y': 39.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 1932.872314, 'y': 243.237701, 'z': -4226.984863}, 'level_range': {'x': 36.0, 'y': 39.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 19}
{'position': {'x': 2918.479004, 'y': 298.864319, 'z': -4449.425781}, 'level_range': {'x': 36.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 1783.69397, 'y': 339.1073, 'z': -4461.831055}, 'level_range': {'x': 37.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2348.580078, 'y': 296.827271, 'z': -4194.391113}, 'level_range': {'x': 36.0, 'y': 40.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
{'position': {'x': 2719.56543, 'y': 546.90332, 'z': -3823.956787}, 'level_range': {'x': 34.0, 'y': 36.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 19}
