{'position': {'x': 1508.432617, 'y': 115.587318, 'z': -1552.456787}, 'level_range': {'x': 7.0, 'y': 10.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 4}
{'position': {'x': 1633.263184, 'y': 199.783188, 'z': -2216.099609}, 'level_range': {'x': 12.0, 'y': 14.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 1442.562134, 'y': 107.950424, 'z': -1752.683228}, 'level_range': {'x': 7.0, 'y': 10.0}, 'biome': 'town', 'substance': 'shiba_kare', 'area_no': 4}
{'position': {'x': 1755.099854, 'y': 150.43837, 'z': -2090.667725}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'riverside', 'substance': 'shiba', 'area_no': 4}
{'position': {'x': 1585.508179, 'y': 127.544594, 'z': -1723.179932}, 'level_range': {'x': 7.0, 'y': 10.0}, 'biome': 'olive', 'substance': 'tsuchi', 'area_no': 4}
{'position': {'x': 1842.642456, 'y': 100.07325, 'z': -1397.763794}, 'level_range': {'x': 7.0, 'y': 10.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 4}
{'position': {'x': 1739.021606, 'y': 128.321396, 'z': -1682.419434}, 'level_range': {'x': 7.0, 'y': 9.0}, 'biome': 'olive', 'substance': 'shiba_kare', 'area_no': 4}
{'position': {'x': 1641.89624, 'y': 124.089333, 'z': -1475.967285}, 'level_range': {'x': 7.0, 'y': 10.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 4}
{'position': {'x': 1728.4021, 'y': 149.230301, 'z': -1828.513794}, 'level_range': {'x': 7.0, 'y': 10.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 4}
{'position': {'x': 1681.665771, 'y': 126.918983, 'z': -1537.906982}, 'level_range': {'x': 7.0, 'y': 10.0}, 'biome': 'olive', 'substance': 'tsuchi', 'area_no': 4}
{'position': {'x': 1706.463745, 'y': 130.770508, 'z': -1623.256714}, 'level_range': {'x': 7.0, 'y': 9.0}, 'biome': 'olive', 'substance': 'tsuchi', 'area_no': 4}
{'position': {'x': 1526.439697, 'y': 173.250778, 'z': -2164.024658}, 'level_range': {'x': 11.0, 'y': 14.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 4}
{'position': {'x': 2028.188477, 'y': 119.897148, 'z': -1665.576294}, 'level_range': {'x': 7.0, 'y': 9.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 4}
{'position': {'x': 2004.602051, 'y': 118.60302, 'z': -1512.450073}, 'level_range': {'x': 7.0, 'y': 9.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 4}
{'position': {'x': 1899.454956, 'y': 117.744034, 'z': -1423.806763}, 'level_range': {'x': 7.0, 'y': 10.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 4}
{'position': {'x': 1984.891968, 'y': 100.286293, 'z': -1408.22229}, 'level_range': {'x': 7.0, 'y': 11.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 4}
{'position': {'x': 1637.054321, 'y': 200.731277, 'z': -2241.034912}, 'level_range': {'x': 12.0, 'y': 14.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 4}
{'position': {'x': 1629.219727, 'y': 123.609138, 'z': -1541.453369}, 'level_range': {'x': 7.0, 'y': 10.0}, 'biome': 'olive', 'substance': 'shiba_kare', 'area_no': 4}
{'position': {'x': 1544.986938, 'y': 102.645264, 'z': -1523.19812}, 'level_range': {'x': 7.0, 'y': 10.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 4}
{'position': {'x': 2188.778564, 'y': 95.752029, 'z': -1785.94812}, 'level_range': {'x': 8.0, 'y': 11.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 1850.174805, 'y': 150.384659, 'z': -1991.836426}, 'level_range': {'x': 7.0, 'y': 10.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 4}
{'position': {'x': 1659.116455, 'y': 150.223404, 'z': -2019.196411}, 'level_range': {'x': 8.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 4}
{'position': {'x': 2017.801758, 'y': 150.720856, 'z': -1774.130371}, 'level_range': {'x': 7.0, 'y': 9.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 4}
{'position': {'x': 1688.403076, 'y': 131.084366, 'z': -1726.289795}, 'level_range': {'x': 7.0, 'y': 10.0}, 'biome': 'olive', 'substance': 'shiba_kare', 'area_no': 4}
{'position': {'x': 1819.815552, 'y': 151.647415, 'z': -2115.992188}, 'level_range': {'x': 9.0, 'y': 12.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 4}
{'position': {'x': 1526.320313, 'y': 100.990295, 'z': -1437.855225}, 'level_range': {'x': 7.0, 'y': 10.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 4}
{'position': {'x': 1728.902832, 'y': 152.776794, 'z': -2110.194336}, 'level_range': {'x': 10.0, 'y': 13.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 4}
{'position': {'x': 1751.732178, 'y': 127.456093, 'z': -1576.009888}, 'level_range': {'x': 7.0, 'y': 9.0}, 'biome': 'olive', 'substance': 'tsuchi', 'area_no': 4}
{'position': {'x': 1325.146362, 'y': 106.144997, 'z': -1661.233887}, 'level_range': {'x': 7.0, 'y': 10.0}, 'biome': 'town', 'substance': 'shiba_kare', 'area_no': 4}
{'position': {'x': 1336.896729, 'y': 113.855858, 'z': -1876.105591}, 'level_range': {'x': 8.0, 'y': 11.0}, 'biome': 'town', 'substance': 'shiba_kare', 'area_no': 4}
{'position': {'x': 1545.262085, 'y': 123.915741, 'z': -1926.836304}, 'level_range': {'x': 7.0, 'y': 11.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 4}
{'position': {'x': 1912.564209, 'y': 138.177658, 'z': -1614.276489}, 'level_range': {'x': 7.0, 'y': 9.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 4}
{'position': {'x': 1685.00769, 'y': 127.948425, 'z': -1522.168579}, 'level_range': {'x': 7.0, 'y': 10.0}, 'biome': 'olive', 'substance': 'tsuchi', 'area_no': 4}
{'position': {'x': 1815.145508, 'y': 99.419121, 'z': -1380.436523}, 'level_range': {'x': 7.0, 'y': 10.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 4}
{'position': {'x': 1648.400269, 'y': 150.917328, 'z': -1894.533813}, 'level_range': {'x': 7.0, 'y': 10.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 4}
{'position': {'x': 1939.617065, 'y': 149.105591, 'z': -1875.604858}, 'level_range': {'x': 7.0, 'y': 9.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 4}
{'position': {'x': 1758.63562, 'y': 151.511353, 'z': -2122.210449}, 'level_range': {'x': 10.0, 'y': 13.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 4}
{'position': {'x': 1739.104736, 'y': 136.097595, 'z': -1723.719849}, 'level_range': {'x': 7.0, 'y': 9.0}, 'biome': 'olive', 'substance': 'tsuchi', 'area_no': 4}
{'position': {'x': 2043.147339, 'y': 119.664894, 'z': -1731.656738}, 'level_range': {'x': 7.0, 'y': 9.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 1540.807495, 'y': 203.1577, 'z': -2231.887451}, 'level_range': {'x': 12.0, 'y': 14.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 4}
{'position': {'x': 2039.80542, 'y': 144.904999, 'z': -1833.303345}, 'level_range': {'x': 7.0, 'y': 9.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 1615.482422, 'y': 131.088165, 'z': -1728.912231}, 'level_range': {'x': 7.0, 'y': 10.0}, 'biome': 'olive', 'substance': 'tsuchi', 'area_no': 4}
{'position': {'x': 1912.583496, 'y': 148.486465, 'z': -1926.899902}, 'level_range': {'x': 7.0, 'y': 10.0}, 'biome': 'riverside', 'substance': 'shiba_kare', 'area_no': 4}
{'position': {'x': 1622.363525, 'y': 120.637276, 'z': -1650.530518}, 'level_range': {'x': 7.0, 'y': 10.0}, 'biome': 'olive', 'substance': 'shiba', 'area_no': 4}
{'position': {'x': 1589.571533, 'y': 128.182281, 'z': -1768.13623}, 'level_range': {'x': 7.0, 'y': 10.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 4}
{'position': {'x': 1420.957642, 'y': 122.039742, 'z': -1504.49707}, 'level_range': {'x': 7.0, 'y': 10.0}, 'biome': 'olive', 'substance': 'shiba_kare', 'area_no': 4}
{'position': {'x': 2200.488037, 'y': 95.752029, 'z': -1736.672241}, 'level_range': {'x': 8.0, 'y': 11.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 1715.486816, 'y': 126.211983, 'z': -1680.489014}, 'level_range': {'x': 7.0, 'y': 9.0}, 'biome': 'olive', 'substance': 'shiba_kare', 'area_no': 4}
{'position': {'x': 1912.9823, 'y': 125.94751, 'z': -1697.296387}, 'level_range': {'x': 7.0, 'y': 9.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 4}
{'position': {'x': 1871.190308, 'y': 96.535088, 'z': -1348.403442}, 'level_range': {'x': 7.0, 'y': 10.0}, 'biome': 'riverside', 'substance': 'tsuchi', 'area_no': 4}
{'position': {'x': 1664.997192, 'y': 124.853722, 'z': -1483.61377}, 'level_range': {'x': 7.0, 'y': 10.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 4}
{'position': {'x': 1594.618408, 'y': 129.041565, 'z': -1764.911743}, 'level_range': {'x': 7.0, 'y': 10.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 4}
{'position': {'x': 1643.55896, 'y': 101.149178, 'z': -1402.955933}, 'level_range': {'x': 7.0, 'y': 10.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 4}
{'position': {'x': 1757.766724, 'y': 150.888123, 'z': -2040.629028}, 'level_range': {'x': 8.0, 'y': 11.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 4}
{'position': {'x': 1590.20459, 'y': 95.0, 'z': -1333.765015}, 'level_range': {'x': 7.0, 'y': 10.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 1790.524658, 'y': 101.781914, 'z': -1401.219116}, 'level_range': {'x': 7.0, 'y': 10.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 4}
{'position': {'x': 1746.254761, 'y': 139.323441, 'z': -1733.221069}, 'level_range': {'x': 7.0, 'y': 9.0}, 'biome': 'olive', 'substance': 'tsuchi', 'area_no': 4}
{'position': {'x': 2063.031006, 'y': 144.963867, 'z': -1866.22583}, 'level_range': {'x': 7.0, 'y': 9.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 1662.303955, 'y': 150.592346, 'z': -1816.607544}, 'level_range': {'x': 7.0, 'y': 10.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 1598.045166, 'y': 151.857208, 'z': -2149.816406}, 'level_range': {'x': 11.0, 'y': 14.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 4}
{'position': {'x': 1942.797974, 'y': 147.994095, 'z': -1896.167725}, 'level_range': {'x': 7.0, 'y': 9.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 4}
{'position': {'x': 1929.394287, 'y': 134.62561, 'z': -1559.695679}, 'level_range': {'x': 7.0, 'y': 9.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 4}
{'position': {'x': 1892.632568, 'y': 125.890884, 'z': -1471.009277}, 'level_range': {'x': 7.0, 'y': 9.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 4}
{'position': {'x': 2016.009521, 'y': 119.828407, 'z': -1670.659668}, 'level_range': {'x': 7.0, 'y': 9.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 4}
{'position': {'x': 1824.770386, 'y': 146.959427, 'z': -1640.341187}, 'level_range': {'x': 7.0, 'y': 9.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 4}
{'position': {'x': 1598.751831, 'y': 124.401184, 'z': -1476.169922}, 'level_range': {'x': 7.0, 'y': 10.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 4}
{'position': {'x': 1989.250366, 'y': 133.295273, 'z': -1695.953979}, 'level_range': {'x': 7.0, 'y': 9.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 4}
{'position': {'x': 1712.354736, 'y': 122.897812, 'z': -1480.149414}, 'level_range': {'x': 7.0, 'y': 10.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 4}
{'position': {'x': 1457.020264, 'y': 107.602058, 'z': -1744.279541}, 'level_range': {'x': 7.0, 'y': 10.0}, 'biome': 'town', 'substance': 'shiba_kare', 'area_no': 4}
{'position': {'x': 1692.473877, 'y': 150.460678, 'z': -2002.303955}, 'level_range': {'x': 8.0, 'y': 11.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 4}
{'position': {'x': 1904.354858, 'y': 124.944504, 'z': -1468.454346}, 'level_range': {'x': 7.0, 'y': 9.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 4}
{'position': {'x': 2030.367676, 'y': 118.675346, 'z': -1589.52417}, 'level_range': {'x': 7.0, 'y': 9.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 1871.727905, 'y': 172.308838, 'z': -1871.199829}, 'level_range': {'x': 7.0, 'y': 9.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 4}
{'position': {'x': 1912.267944, 'y': 139.454742, 'z': -1578.266357}, 'level_range': {'x': 7.0, 'y': 9.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 4}
{'position': {'x': 1895.467041, 'y': 145.00441, 'z': -1964.968506}, 'level_range': {'x': 7.0, 'y': 10.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 1701.834351, 'y': 199.840851, 'z': -2225.087158}, 'level_range': {'x': 12.0, 'y': 14.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 4}
{'position': {'x': 1802.787109, 'y': 140.90657, 'z': -1522.478271}, 'level_range': {'x': 7.0, 'y': 9.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 4}
{'position': {'x': 1793.65979, 'y': 142.67778, 'z': -1691.640381}, 'level_range': {'x': 7.0, 'y': 9.0}, 'biome': 'olive', 'substance': 'tsuchi', 'area_no': 4}
{'position': {'x': 1996.882568, 'y': 123.347397, 'z': -1638.76001}, 'level_range': {'x': 7.0, 'y': 9.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 4}
{'position': {'x': 1327.544922, 'y': 106.042671, 'z': -1663.937134}, 'level_range': {'x': 7.0, 'y': 10.0}, 'biome': 'town', 'substance': 'shiba_kare', 'area_no': 4}
{'position': {'x': 1926.246704, 'y': 118.316383, 'z': -1422.28186}, 'level_range': {'x': 7.0, 'y': 10.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 4}
{'position': {'x': 1865.929565, 'y': 140.862473, 'z': -1622.758545}, 'level_range': {'x': 7.0, 'y': 9.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 4}
{'position': {'x': 1666.647705, 'y': 201.249435, 'z': -2264.056152}, 'level_range': {'x': 12.0, 'y': 14.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 4}
{'position': {'x': 1628.124146, 'y': 123.324898, 'z': -1597.002197}, 'level_range': {'x': 7.0, 'y': 10.0}, 'biome': 'olive', 'substance': 'shiba_kare', 'area_no': 4}
{'position': {'x': 1668.691528, 'y': 121.564674, 'z': -1657.8573}, 'level_range': {'x': 7.0, 'y': 10.0}, 'biome': 'olive', 'substance': 'shiba_kare', 'area_no': 4}
{'position': {'x': 2108.373535, 'y': 144.95575, 'z': -1872.690308}, 'level_range': {'x': 7.0, 'y': 9.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 1912.771973, 'y': 125.19075, 'z': -1489.640503}, 'level_range': {'x': 7.0, 'y': 9.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 4}
{'position': {'x': 1681.307861, 'y': 100.366684, 'z': -1350.947876}, 'level_range': {'x': 7.0, 'y': 10.0}, 'biome': 'riverside', 'substance': 'shiba', 'area_no': 4}
{'position': {'x': 1705.044434, 'y': 101.63028, 'z': -1372.087769}, 'level_range': {'x': 7.0, 'y': 10.0}, 'biome': 'riverside', 'substance': 'shiba', 'area_no': 4}
{'position': {'x': 1588.967773, 'y': 124.521416, 'z': -1705.594971}, 'level_range': {'x': 7.0, 'y': 10.0}, 'biome': 'olive', 'substance': 'tsuchi', 'area_no': 4}
{'position': {'x': 1997.287842, 'y': 99.931541, 'z': -1401.675781}, 'level_range': {'x': 8.0, 'y': 11.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 4}
{'position': {'x': 1343.324951, 'y': 105.994019, 'z': -1627.945068}, 'level_range': {'x': 7.0, 'y': 10.0}, 'biome': 'town', 'substance': 'shiba_kare', 'area_no': 4}
{'position': {'x': 1721.846069, 'y': 133.845535, 'z': -1716.040527}, 'level_range': {'x': 7.0, 'y': 9.0}, 'biome': 'olive', 'substance': 'tsuchi', 'area_no': 4}
{'position': {'x': 1815.078369, 'y': 150.105591, 'z': -1997.918091}, 'level_range': {'x': 7.0, 'y': 10.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 4}
{'position': {'x': 1515.117432, 'y': 172.047028, 'z': -2155.077148}, 'level_range': {'x': 11.0, 'y': 14.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 4}
{'position': {'x': 1591.602905, 'y': 200.097961, 'z': -2251.182617}, 'level_range': {'x': 12.0, 'y': 14.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 4}
{'position': {'x': 1679.545288, 'y': 141.914719, 'z': -1793.313965}, 'level_range': {'x': 7.0, 'y': 10.0}, 'biome': 'olive', 'substance': 'shiba_kare', 'area_no': 4}
{'position': {'x': 1730.926758, 'y': 101.519539, 'z': -1394.392456}, 'level_range': {'x': 7.0, 'y': 10.0}, 'biome': 'riverside', 'substance': 'shiba', 'area_no': 4}
{'position': {'x': 1765.092529, 'y': 126.930786, 'z': -1583.959351}, 'level_range': {'x': 7.0, 'y': 9.0}, 'biome': 'olive', 'substance': 'tsuchi', 'area_no': 4}
{'position': {'x': 1952.800903, 'y': 95.051254, 'z': -1357.980347}, 'level_range': {'x': 8.0, 'y': 11.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 1619.309448, 'y': 150.634811, 'z': -2067.258545}, 'level_range': {'x': 9.0, 'y': 13.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 4}
{'position': {'x': 1834.581421, 'y': 171.280197, 'z': -1898.538574}, 'level_range': {'x': 7.0, 'y': 10.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 4}
{'position': {'x': 1835.915161, 'y': 151.411911, 'z': -2024.685669}, 'level_range': {'x': 7.0, 'y': 11.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 4}
{'position': {'x': 1377.499268, 'y': 109.012695, 'z': -1869.960083}, 'level_range': {'x': 7.0, 'y': 11.0}, 'biome': 'town', 'substance': 'shiba_kare', 'area_no': 4}
{'position': {'x': 1547.577881, 'y': 126.108879, 'z': -1872.425659}, 'level_range': {'x': 7.0, 'y': 11.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 4}
{'position': {'x': 1956.204956, 'y': 150.094208, 'z': -1814.033569}, 'level_range': {'x': 7.0, 'y': 9.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 4}
{'position': {'x': 2134.543213, 'y': 95.752029, 'z': -1799.786621}, 'level_range': {'x': 7.0, 'y': 10.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 1689.448242, 'y': 102.623024, 'z': -1412.465332}, 'level_range': {'x': 7.0, 'y': 10.0}, 'biome': 'riverside', 'substance': 'shiba', 'area_no': 4}
{'position': {'x': 1718.709595, 'y': 170.897217, 'z': -1906.4198}, 'level_range': {'x': 7.0, 'y': 10.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 4}
{'position': {'x': 1603.734863, 'y': 130.908905, 'z': -1760.727905}, 'level_range': {'x': 7.0, 'y': 10.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 4}
{'position': {'x': 1557.412964, 'y': 117.300804, 'z': -1583.725586}, 'level_range': {'x': 7.0, 'y': 10.0}, 'biome': 'olive', 'substance': 'shiba_kare', 'area_no': 4}
{'position': {'x': 1966.657837, 'y': 149.64151, 'z': -1884.90918}, 'level_range': {'x': 7.0, 'y': 9.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 4}
{'position': {'x': 1746.417358, 'y': 150.454803, 'z': -2016.017334}, 'level_range': {'x': 8.0, 'y': 11.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 4}
{'position': {'x': 1218.428589, 'y': 125.787231, 'z': -1669.596558}, 'level_range': {'x': 7.0, 'y': 11.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 4}
{'position': {'x': 1296.327515, 'y': 114.197899, 'z': -1618.382935}, 'level_range': {'x': 7.0, 'y': 10.0}, 'biome': 'olive', 'substance': 'shiba_kare', 'area_no': 4}
{'position': {'x': 1723.516235, 'y': 152.258652, 'z': -1977.213013}, 'level_range': {'x': 7.0, 'y': 11.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 4}
{'position': {'x': 1691.324829, 'y': 151.502609, 'z': -1985.043335}, 'level_range': {'x': 8.0, 'y': 11.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 4}
{'position': {'x': 1936.652954, 'y': 95.065277, 'z': -1354.982788}, 'level_range': {'x': 8.0, 'y': 11.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 2087.163086, 'y': 95.752029, 'z': -1578.403687}, 'level_range': {'x': 7.0, 'y': 10.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 1725.047607, 'y': 100.959076, 'z': -1373.668823}, 'level_range': {'x': 7.0, 'y': 10.0}, 'biome': 'riverside', 'substance': 'shiba', 'area_no': 4}
{'position': {'x': 1884.774414, 'y': 170.95285, 'z': -1854.445923}, 'level_range': {'x': 7.0, 'y': 9.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 4}
{'position': {'x': 1600.23938, 'y': 101.079338, 'z': -1406.84668}, 'level_range': {'x': 7.0, 'y': 10.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 4}
{'position': {'x': 2027.516602, 'y': 149.667343, 'z': -1805.283691}, 'level_range': {'x': 7.0, 'y': 9.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 4}
{'position': {'x': 1595.740356, 'y': 129.092239, 'z': -1732.283569}, 'level_range': {'x': 7.0, 'y': 10.0}, 'biome': 'olive', 'substance': 'tsuchi', 'area_no': 4}
{'position': {'x': 1987.792236, 'y': 150.21669, 'z': -1863.082642}, 'level_range': {'x': 7.0, 'y': 9.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 4}
{'position': {'x': 1322.085083, 'y': 108.368515, 'z': -1731.345459}, 'level_range': {'x': 7.0, 'y': 11.0}, 'biome': 'town', 'substance': 'shiba_kare', 'area_no': 4}
{'position': {'x': 1946.884155, 'y': 130.469772, 'z': -1611.855957}, 'level_range': {'x': 7.0, 'y': 9.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 4}
{'position': {'x': 1866.855957, 'y': 137.621964, 'z': -1519.142212}, 'level_range': {'x': 7.0, 'y': 9.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 4}
{'position': {'x': 1905.026733, 'y': 130.229507, 'z': -1732.748413}, 'level_range': {'x': 7.0, 'y': 9.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 4}
{'position': {'x': 1627.947021, 'y': 200.412033, 'z': -2261.935303}, 'level_range': {'x': 12.0, 'y': 14.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 4}
{'position': {'x': 1844.637451, 'y': 171.506592, 'z': -1920.58667}, 'level_range': {'x': 7.0, 'y': 10.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 4}
{'position': {'x': 2068.843262, 'y': 99.912613, 'z': -1582.747681}, 'level_range': {'x': 7.0, 'y': 9.0}, 'biome': 'riverside', 'substance': 'shiba_kare', 'area_no': 4}
{'position': {'x': 1435.813721, 'y': 108.397926, 'z': -1757.707764}, 'level_range': {'x': 7.0, 'y': 10.0}, 'biome': 'town', 'substance': 'shiba_kare', 'area_no': 4}
{'position': {'x': 2108.64917, 'y': 99.867676, 'z': -1632.151855}, 'level_range': {'x': 7.0, 'y': 9.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 4}
{'position': {'x': 1528.490723, 'y': 100.704018, 'z': -1373.156738}, 'level_range': {'x': 7.0, 'y': 10.0}, 'biome': 'riverside', 'substance': 'shiba', 'area_no': 4}
{'position': {'x': 1613.987671, 'y': 118.926521, 'z': -1666.325439}, 'level_range': {'x': 7.0, 'y': 10.0}, 'biome': 'olive', 'substance': 'shiba_kare', 'area_no': 4}
{'position': {'x': 1754.932007, 'y': 125.555435, 'z': -1490.381714}, 'level_range': {'x': 7.0, 'y': 10.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 4}
{'position': {'x': 1861.518311, 'y': 151.207993, 'z': -1945.640625}, 'level_range': {'x': 7.0, 'y': 10.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 4}
{'position': {'x': 1702.48645, 'y': 150.019806, 'z': -1862.461426}, 'level_range': {'x': 7.0, 'y': 10.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 4}
{'position': {'x': 1928.167725, 'y': 119.015526, 'z': -1656.32312}, 'level_range': {'x': 7.0, 'y': 9.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 4}
{'position': {'x': 1779.271851, 'y': 200.328827, 'z': -2237.3125}, 'level_range': {'x': 12.0, 'y': 14.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 4}
{'position': {'x': 1705.029175, 'y': 149.810043, 'z': -2103.872314}, 'level_range': {'x': 10.0, 'y': 13.0}, 'biome': 'riverside', 'substance': 'shiba', 'area_no': 4}
{'position': {'x': 1959.036987, 'y': 120.203453, 'z': -1650.794556}, 'level_range': {'x': 7.0, 'y': 9.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 4}
{'position': {'x': 1747.650879, 'y': 170.573166, 'z': -1924.352417}, 'level_range': {'x': 7.0, 'y': 10.0}, 'biome': 'ruins', 'substance': 'shiba_kare', 'area_no': 4}
{'position': {'x': 1676.042358, 'y': 140.315094, 'z': -1762.214233}, 'level_range': {'x': 7.0, 'y': 10.0}, 'biome': 'olive', 'substance': 'tsuchi', 'area_no': 4}
{'position': {'x': 2033.626099, 'y': 144.98111, 'z': -1906.613892}, 'level_range': {'x': 7.0, 'y': 9.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 4}
