{'position': {'x': 3918.606934, 'y': 93.959671, 'z': -2108.726318}, 'level_range': {'x': 5.0, 'y': 15.0}, 'biome': 'riverside', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 1675.529175, 'y': 27.0, 'z': -690.218262}, 'level_range': {'x': 8.0, 'y': 13.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 1162.544556, 'y': 27.0, 'z': -720.169983}, 'level_range': {'x': 9.0, 'y': 16.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 2248.270752, 'y': 27.0, 'z': -664.162476}, 'level_range': {'x': 8.0, 'y': 12.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 24}
{'position': {'x': 3712.463867, 'y': 27.0, 'z': -651.605103}, 'level_range': {'x': 15.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 4101.103027, 'y': 27.0, 'z': -904.025208}, 'level_range': {'x': 17.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 2975.375977, 'y': 27.0, 'z': -644.691833}, 'level_range': {'x': 11.0, 'y': 18.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 4464.192871, 'y': 27.0, 'z': -1384.802246}, 'level_range': {'x': 16.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3257.238525, 'y': 27.0, 'z': -648.596985}, 'level_range': {'x': 12.0, 'y': 20.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 1753.448608, 'y': 27.0, 'z': -676.754272}, 'level_range': {'x': 8.0, 'y': 13.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 2743.265137, 'y': 27.0, 'z': -649.523987}, 'level_range': {'x': 9.0, 'y': 16.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 1322.387573, 'y': 27.0, 'z': -715.233765}, 'level_range': {'x': 8.0, 'y': 15.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 1583.653931, 'y': 27.0, 'z': -683.19397}, 'level_range': {'x': 8.0, 'y': 14.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 1488.293335, 'y': 27.0, 'z': -713.6745}, 'level_range': {'x': 8.0, 'y': 14.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3097.356934, 'y': 27.0, 'z': -643.439148}, 'level_range': {'x': 12.0, 'y': 19.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 295.811005, 'y': 27.0, 'z': -950.371643}, 'level_range': {'x': 10.0, 'y': 18.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 1810.409668, 'y': 27.0, 'z': -669.143494}, 'level_range': {'x': 8.0, 'y': 13.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3280.57959, 'y': 27.0, 'z': -872.703064}, 'level_range': {'x': 12.0, 'y': 20.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 4162.309082, 'y': 27.0, 'z': -1009.534851}, 'level_range': {'x': 17.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 2431.187744, 'y': 27.0, 'z': -625.945801}, 'level_range': {'x': 8.0, 'y': 13.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 24}
{'position': {'x': 4257.62207, 'y': 27.0, 'z': -1140.026978}, 'level_range': {'x': 16.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 1535.944702, 'y': 27.0, 'z': -707.680054}, 'level_range': {'x': 8.0, 'y': 14.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 1122.029419, 'y': 27.0, 'z': -743.779785}, 'level_range': {'x': 9.0, 'y': 17.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3420.544678, 'y': 27.0, 'z': -932.72644}, 'level_range': {'x': 14.0, 'y': 21.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 24}
{'position': {'x': 3069.204102, 'y': 27.0, 'z': -634.404785}, 'level_range': {'x': 11.0, 'y': 19.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3636.261963, 'y': 27.0, 'z': -626.999451}, 'level_range': {'x': 15.0, 'y': 22.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3006.253174, 'y': 27.0, 'z': -770.888855}, 'level_range': {'x': 11.0, 'y': 19.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3646.993164, 'y': 27.0, 'z': -890.881104}, 'level_range': {'x': 15.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3967.217529, 'y': 27.0, 'z': -769.390259}, 'level_range': {'x': 17.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 1727.585327, 'y': 27.0, 'z': -704.251343}, 'level_range': {'x': 8.0, 'y': 13.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 2265.405518, 'y': 27.0, 'z': -628.539734}, 'level_range': {'x': 8.0, 'y': 12.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 2796.740967, 'y': 27.0, 'z': -645.372986}, 'level_range': {'x': 9.0, 'y': 17.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 846.160278, 'y': 27.0, 'z': -755.320313}, 'level_range': {'x': 10.0, 'y': 17.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 2720.225342, 'y': 27.0, 'z': -693.975586}, 'level_range': {'x': 9.0, 'y': 16.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 24}
{'position': {'x': 833.425476, 'y': 27.0, 'z': -779.659668}, 'level_range': {'x': 10.0, 'y': 17.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 1655.518311, 'y': 27.0, 'z': -690.0224}, 'level_range': {'x': 8.0, 'y': 13.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3770.071045, 'y': 27.0, 'z': -613.637268}, 'level_range': {'x': 16.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 4052.243164, 'y': 27.0, 'z': -843.445496}, 'level_range': {'x': 17.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3822.414551, 'y': 27.0, 'z': -1068.26123}, 'level_range': {'x': 15.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 4359.597656, 'y': 27.0, 'z': -1238.310303}, 'level_range': {'x': 16.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 2054.344727, 'y': 27.0, 'z': -641.888367}, 'level_range': {'x': 8.0, 'y': 12.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3764.30835, 'y': 27.0, 'z': -622.112793}, 'level_range': {'x': 16.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 1706.722412, 'y': 27.0, 'z': -718.317505}, 'level_range': {'x': 8.0, 'y': 13.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3711.178711, 'y': 27.0, 'z': -610.297546}, 'level_range': {'x': 15.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 1704.101563, 'y': 27.0, 'z': -671.714172}, 'level_range': {'x': 8.0, 'y': 13.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3500.403076, 'y': 27.0, 'z': -617.185425}, 'level_range': {'x': 13.0, 'y': 21.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3258.101807, 'y': 27.0, 'z': -615.910645}, 'level_range': {'x': 12.0, 'y': 20.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3869.858643, 'y': 27.0, 'z': -612.053223}, 'level_range': {'x': 17.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3388.473389, 'y': 27.0, 'z': -623.826294}, 'level_range': {'x': 13.0, 'y': 20.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 882.324829, 'y': 27.0, 'z': -749.591064}, 'level_range': {'x': 10.0, 'y': 17.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 4131.483887, 'y': 27.0, 'z': -1005.33667}, 'level_range': {'x': 16.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 4244.126465, 'y': 27.0, 'z': -1092.470581}, 'level_range': {'x': 16.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 1763.964111, 'y': 27.0, 'z': -676.566589}, 'level_range': {'x': 8.0, 'y': 13.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3661.310303, 'y': 27.0, 'z': -737.298096}, 'level_range': {'x': 15.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 2633.744873, 'y': 27.0, 'z': -767.869507}, 'level_range': {'x': 9.0, 'y': 16.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 24}
{'position': {'x': 3313.916992, 'y': 27.0, 'z': -617.326172}, 'level_range': {'x': 12.0, 'y': 20.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 1123.02124, 'y': 27.0, 'z': -730.535156}, 'level_range': {'x': 9.0, 'y': 17.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3242.506836, 'y': 27.0, 'z': -614.530334}, 'level_range': {'x': 12.0, 'y': 20.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 4279.82959, 'y': 27.0, 'z': -1407.931885}, 'level_range': {'x': 16.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3823.150391, 'y': 27.0, 'z': -614.091309}, 'level_range': {'x': 17.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3792.522217, 'y': 27.0, 'z': -802.396729}, 'level_range': {'x': 16.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3654.449951, 'y': 27.0, 'z': -617.976746}, 'level_range': {'x': 15.0, 'y': 22.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3288.442871, 'y': 27.0, 'z': -632.861328}, 'level_range': {'x': 12.0, 'y': 20.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3944.453857, 'y': 27.0, 'z': -704.144409}, 'level_range': {'x': 17.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 1331.05127, 'y': 27.0, 'z': -739.681702}, 'level_range': {'x': 8.0, 'y': 15.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 1221.231445, 'y': 27.0, 'z': -736.365356}, 'level_range': {'x': 9.0, 'y': 16.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 250.113708, 'y': 27.0, 'z': -1015.135193}, 'level_range': {'x': 10.0, 'y': 18.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 2622.679443, 'y': 27.0, 'z': -741.949524}, 'level_range': {'x': 8.0, 'y': 16.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 24}
{'position': {'x': 3704.48877, 'y': 27.0, 'z': -614.816528}, 'level_range': {'x': 15.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3899.234619, 'y': 27.0, 'z': -638.920776}, 'level_range': {'x': 17.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3230.843262, 'y': 27.0, 'z': -621.410706}, 'level_range': {'x': 12.0, 'y': 20.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 1142.102539, 'y': 27.0, 'z': -741.015747}, 'level_range': {'x': 9.0, 'y': 16.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3442.048828, 'y': 27.0, 'z': -642.713196}, 'level_range': {'x': 13.0, 'y': 20.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 1527.258911, 'y': 27.0, 'z': -844.367432}, 'level_range': {'x': 8.0, 'y': 14.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 1066.247803, 'y': 27.0, 'z': -748.874451}, 'level_range': {'x': 9.0, 'y': 17.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 881.526306, 'y': 27.0, 'z': -779.226379}, 'level_range': {'x': 10.0, 'y': 17.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3883.808594, 'y': 27.0, 'z': -629.548645}, 'level_range': {'x': 17.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 1392.540649, 'y': 27.0, 'z': -746.595764}, 'level_range': {'x': 8.0, 'y': 15.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 4117.683594, 'y': 27.0, 'z': -925.299316}, 'level_range': {'x': 17.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 1274.825073, 'y': 27.0, 'z': -712.337402}, 'level_range': {'x': 8.0, 'y': 16.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 1304.739502, 'y': 27.0, 'z': -758.877258}, 'level_range': {'x': 8.0, 'y': 16.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 4167.785156, 'y': 27.0, 'z': -977.807251}, 'level_range': {'x': 17.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3945.485352, 'y': 27.0, 'z': -705.898376}, 'level_range': {'x': 17.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3324.740479, 'y': 27.0, 'z': -630.774475}, 'level_range': {'x': 12.0, 'y': 20.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3476.890625, 'y': 27.0, 'z': -642.33197}, 'level_range': {'x': 13.0, 'y': 21.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3581.201416, 'y': 27.0, 'z': -614.402344}, 'level_range': {'x': 14.0, 'y': 21.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 1276.74292, 'y': 27.0, 'z': -732.407654}, 'level_range': {'x': 8.0, 'y': 16.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 1238.229614, 'y': 27.0, 'z': -758.198547}, 'level_range': {'x': 9.0, 'y': 16.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 1107.196899, 'y': 27.0, 'z': -746.130737}, 'level_range': {'x': 9.0, 'y': 17.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 1473.066284, 'y': 27.0, 'z': -804.800049}, 'level_range': {'x': 8.0, 'y': 15.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3592.398193, 'y': 27.0, 'z': -649.65033}, 'level_range': {'x': 14.0, 'y': 22.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3401.634521, 'y': 27.0, 'z': -634.861267}, 'level_range': {'x': 13.0, 'y': 20.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3045.526855, 'y': 27.0, 'z': -630.361145}, 'level_range': {'x': 11.0, 'y': 19.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3237.885498, 'y': 27.0, 'z': -628.202148}, 'level_range': {'x': 12.0, 'y': 20.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 2220.437744, 'y': 27.0, 'z': -641.424988}, 'level_range': {'x': 8.0, 'y': 12.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 24}
{'position': {'x': 3276.861572, 'y': 27.0, 'z': -839.48822}, 'level_range': {'x': 12.0, 'y': 20.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 1668.038208, 'y': 27.0, 'z': -688.656555}, 'level_range': {'x': 8.0, 'y': 13.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 2608.478271, 'y': 27.0, 'z': -635.976746}, 'level_range': {'x': 8.0, 'y': 15.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 24}
{'position': {'x': 3373.007324, 'y': 27.0, 'z': -641.259216}, 'level_range': {'x': 13.0, 'y': 20.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 284.942871, 'y': 27.0, 'z': -1215.0979}, 'level_range': {'x': 10.0, 'y': 17.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3951.868408, 'y': 27.0, 'z': -722.795593}, 'level_range': {'x': 17.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 4127.374023, 'y': 27.0, 'z': -984.509583}, 'level_range': {'x': 17.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 1442.697998, 'y': 27.0, 'z': -703.202637}, 'level_range': {'x': 8.0, 'y': 14.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 1506.676758, 'y': 27.0, 'z': -874.54895}, 'level_range': {'x': 8.0, 'y': 15.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 1349.317627, 'y': 27.0, 'z': -715.698059}, 'level_range': {'x': 8.0, 'y': 15.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3316.823486, 'y': 27.0, 'z': -663.114014}, 'level_range': {'x': 12.0, 'y': 20.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 4096.228027, 'y': 27.0, 'z': -889.812195}, 'level_range': {'x': 17.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 1508.39502, 'y': 27.0, 'z': -716.186584}, 'level_range': {'x': 8.0, 'y': 14.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 4524.193359, 'y': 27.0, 'z': -1444.116089}, 'level_range': {'x': 16.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3389.559814, 'y': 27.0, 'z': -653.436584}, 'level_range': {'x': 13.0, 'y': 20.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3512.18457, 'y': 27.0, 'z': -627.324585}, 'level_range': {'x': 13.0, 'y': 21.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3421.412354, 'y': 27.0, 'z': -777.314697}, 'level_range': {'x': 13.0, 'y': 21.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 1278.038208, 'y': 27.0, 'z': -752.044617}, 'level_range': {'x': 8.0, 'y': 16.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3529.0979, 'y': 27.0, 'z': -632.005859}, 'level_range': {'x': 14.0, 'y': 21.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 1479.191895, 'y': 27.0, 'z': -859.518555}, 'level_range': {'x': 8.0, 'y': 15.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 4022.236328, 'y': 27.0, 'z': -857.081787}, 'level_range': {'x': 17.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 351.477478, 'y': 27.0, 'z': -1361.318115}, 'level_range': {'x': 9.0, 'y': 17.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 2732.752686, 'y': 27.0, 'z': -666.206421}, 'level_range': {'x': 9.0, 'y': 16.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 24}
{'position': {'x': 732.118896, 'y': 27.0, 'z': -768.625854}, 'level_range': {'x': 10.0, 'y': 18.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3081.830811, 'y': 27.0, 'z': -624.752197}, 'level_range': {'x': 12.0, 'y': 19.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3003.634277, 'y': 27.0, 'z': -648.369751}, 'level_range': {'x': 11.0, 'y': 19.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 2652.432617, 'y': 27.0, 'z': -714.370667}, 'level_range': {'x': 8.0, 'y': 16.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 24}
{'position': {'x': 3211.881104, 'y': 27.0, 'z': -642.325256}, 'level_range': {'x': 12.0, 'y': 20.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3343.102539, 'y': 27.0, 'z': -724.783691}, 'level_range': {'x': 13.0, 'y': 20.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3916.982178, 'y': 27.0, 'z': -714.988037}, 'level_range': {'x': 17.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 1122.554688, 'y': 27.0, 'z': -724.968994}, 'level_range': {'x': 9.0, 'y': 17.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3931.323486, 'y': 27.0, 'z': -687.955627}, 'level_range': {'x': 17.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 4226.736816, 'y': 27.0, 'z': -1130.245728}, 'level_range': {'x': 16.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 1337.34375, 'y': 27.0, 'z': -748.318481}, 'level_range': {'x': 8.0, 'y': 15.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3891.834961, 'y': 27.0, 'z': -801.487549}, 'level_range': {'x': 16.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 4434.143555, 'y': 27.0, 'z': -1325.67395}, 'level_range': {'x': 16.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 1365.864136, 'y': 27.0, 'z': -708.845093}, 'level_range': {'x': 8.0, 'y': 15.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 4421.119629, 'y': 27.0, 'z': -1348.146484}, 'level_range': {'x': 16.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 4179.631348, 'y': 27.0, 'z': -1049.752441}, 'level_range': {'x': 16.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3408.001465, 'y': 27.0, 'z': -614.21106}, 'level_range': {'x': 13.0, 'y': 20.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3509.181641, 'y': 27.0, 'z': -645.900452}, 'level_range': {'x': 13.0, 'y': 21.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3908.058105, 'y': 27.0, 'z': -1272.60437}, 'level_range': {'x': 15.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3972.860596, 'y': 27.0, 'z': -731.778625}, 'level_range': {'x': 17.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 457.211304, 'y': 27.0, 'z': -1334.47644}, 'level_range': {'x': 9.0, 'y': 17.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 4183.025879, 'y': 27.0, 'z': -1034.722412}, 'level_range': {'x': 16.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 2097.851563, 'y': 27.0, 'z': -633.81311}, 'level_range': {'x': 8.0, 'y': 12.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3825.669922, 'y': 27.0, 'z': -1295.279419}, 'level_range': {'x': 15.0, 'y': 22.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3738.589355, 'y': 27.0, 'z': -621.882385}, 'level_range': {'x': 16.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 4429.709473, 'y': 27.0, 'z': -1314.755005}, 'level_range': {'x': 16.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 1331.329712, 'y': 27.0, 'z': -829.220886}, 'level_range': {'x': 8.0, 'y': 16.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3599.912598, 'y': 27.0, 'z': -637.591248}, 'level_range': {'x': 14.0, 'y': 22.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 2772.98584, 'y': 27.0, 'z': -629.516785}, 'level_range': {'x': 9.0, 'y': 17.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
{'position': {'x': 3179.773438, 'y': 27.0, 'z': -686.23877}, 'level_range': {'x': 12.0, 'y': 19.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 24}
