{'position': {'x': 4532.016602, 'y': 27.0, 'z': -2105.275879}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 15}
{'position': {'x': 4138.320801, 'y': 27.0, 'z': -1603.393799}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 15}
{'position': {'x': 4064.651611, 'y': 43.725471, 'z': -2218.152588}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 15}
{'position': {'x': 3737.680908, 'y': 151.347626, 'z': -2000.087891}, 'level_range': {'x': 18.0, 'y': 21.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3528.105469, 'y': 103.567871, 'z': -2302.945313}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 15}
{'position': {'x': 3064.760254, 'y': 252.399185, 'z': -2223.609619}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3296.083008, 'y': 136.757614, 'z': -2572.158691}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3487.60791, 'y': 115.44236, 'z': -2201.711182}, 'level_range': {'x': 17.0, 'y': 21.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 4536.069336, 'y': 27.0, 'z': -2092.384033}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 15}
{'position': {'x': 3793.028809, 'y': 153.259628, 'z': -1604.480469}, 'level_range': {'x': 18.0, 'y': 21.0}, 'biome': 'town', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3080.442139, 'y': 252.974335, 'z': -2599.422363}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3910.473145, 'y': 135.737747, 'z': -1786.186035}, 'level_range': {'x': 18.0, 'y': 21.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3075.365479, 'y': 247.960754, 'z': -2458.20752}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3188.850342, 'y': 191.955597, 'z': -2380.138672}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3639.020752, 'y': 150.365372, 'z': -1619.266113}, 'level_range': {'x': 17.0, 'y': 21.0}, 'biome': 'town', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3799.856689, 'y': 106.86525, 'z': -2024.530884}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3624.223633, 'y': 150.003052, 'z': -1626.158813}, 'level_range': {'x': 17.0, 'y': 21.0}, 'biome': 'town', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 4127.551758, 'y': 101.605659, 'z': -1726.459229}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 4171.257324, 'y': 102.999969, 'z': -2039.390747}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 4177.730957, 'y': 102.270958, 'z': -2032.687012}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3970.189453, 'y': 102.710007, 'z': -1977.924683}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3399.072021, 'y': 127.084877, 'z': -2484.386719}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 4291.320801, 'y': 110.028969, 'z': -2148.033447}, 'level_range': {'x': 19.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3313.7146, 'y': 136.689148, 'z': -2587.738525}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3633.33667, 'y': 95.713341, 'z': -2173.810547}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 15}
{'position': {'x': 3101.722412, 'y': 253.803848, 'z': -2589.550537}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3342.364502, 'y': 136.757614, 'z': -2620.935303}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 4155.762695, 'y': 100.196983, 'z': -2077.977783}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3107.145752, 'y': 254.309891, 'z': -2580.34375}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3272.881104, 'y': 136.888687, 'z': -2282.51416}, 'level_range': {'x': 17.0, 'y': 20.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3355.838623, 'y': 135.000732, 'z': -2327.098145}, 'level_range': {'x': 18.0, 'y': 21.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3735.003174, 'y': 95.020241, 'z': -2089.197998}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 15}
{'position': {'x': 3380.109375, 'y': 131.230911, 'z': -2254.20752}, 'level_range': {'x': 17.0, 'y': 20.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3150.48584, 'y': 161.037704, 'z': -2095.441162}, 'level_range': {'x': 16.0, 'y': 18.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3542.242676, 'y': 114.090576, 'z': -2154.066406}, 'level_range': {'x': 17.0, 'y': 21.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3802.995117, 'y': 106.0783, 'z': -2012.969849}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3852.404297, 'y': 153.701172, 'z': -1854.360352}, 'level_range': {'x': 18.0, 'y': 21.0}, 'biome': 'town', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3296.394531, 'y': 136.757614, 'z': -2564.127197}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3067.36377, 'y': 246.952942, 'z': -2418.556152}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3407.513428, 'y': 128.305878, 'z': -2398.888184}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3049.240723, 'y': 170.283524, 'z': -2083.695801}, 'level_range': {'x': 16.0, 'y': 18.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3585.773926, 'y': 97.973381, 'z': -2204.056641}, 'level_range': {'x': 18.0, 'y': 21.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 15}
{'position': {'x': 3354.395996, 'y': 135.1521, 'z': -2326.9375}, 'level_range': {'x': 18.0, 'y': 21.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3292.180908, 'y': 150.033569, 'z': -2092.296143}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3775.094727, 'y': 95.023254, 'z': -2070.919189}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 15}
{'position': {'x': 3294.968018, 'y': 136.726196, 'z': -2200.563965}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3188.207031, 'y': 200.063354, 'z': -2583.885742}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 15}
{'position': {'x': 3471.215332, 'y': 118.02475, 'z': -2293.771729}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3104.469238, 'y': 254.049469, 'z': -2583.882568}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3698.154785, 'y': 114.997253, 'z': -2071.527344}, 'level_range': {'x': 18.0, 'y': 21.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3319.119629, 'y': 136.313339, 'z': -2440.939209}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3110.88623, 'y': 199.993896, 'z': -2259.449951}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 15}
{'position': {'x': 3162.614746, 'y': 248.556747, 'z': -2548.42041}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3335.855225, 'y': 136.453094, 'z': -2385.994629}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 4017.932129, 'y': 107.460098, 'z': -1813.892822}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3094.337646, 'y': 199.993896, 'z': -2310.6521}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3357.766113, 'y': 150.003052, 'z': -2136.628662}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 4094.155518, 'y': 104.127693, 'z': -2003.997925}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 2959.07373, 'y': 251.632782, 'z': -2737.610352}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3423.197021, 'y': 150.003052, 'z': -2138.292725}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'prairie', 'substance': 'tsuchi', 'area_no': 15}
{'position': {'x': 3236.51123, 'y': 157.048096, 'z': -2085.426758}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3364.709473, 'y': 132.381699, 'z': -2218.230957}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3343.046387, 'y': 134.312454, 'z': -2459.118164}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3417.154541, 'y': 125.679794, 'z': -2302.094238}, 'level_range': {'x': 18.0, 'y': 21.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3000.302246, 'y': 250.288452, 'z': -2276.745605}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3411.996338, 'y': 126.743439, 'z': -2438.870361}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3163.713867, 'y': 192.536636, 'z': -2315.387207}, 'level_range': {'x': 17.0, 'y': 20.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3135.480469, 'y': 158.070679, 'z': -2074.123779}, 'level_range': {'x': 16.0, 'y': 18.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3062.064697, 'y': 255.471786, 'z': -2515.252686}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3387.424561, 'y': 129.756882, 'z': -2284.93457}, 'level_range': {'x': 17.0, 'y': 21.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3427.971436, 'y': 124.588638, 'z': -2294.254883}, 'level_range': {'x': 18.0, 'y': 21.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 4325.648926, 'y': 53.47757, 'z': -2006.451904}, 'level_range': {'x': 19.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 2924.64502, 'y': 200.085464, 'z': -2784.07373}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 15}
{'position': {'x': 3828.214844, 'y': 152.932907, 'z': -1877.824707}, 'level_range': {'x': 18.0, 'y': 21.0}, 'biome': 'town', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3199.790283, 'y': 199.993896, 'z': -2553.48999}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3250.392578, 'y': 136.757614, 'z': -2568.494873}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3222.682373, 'y': 199.993896, 'z': -2371.021484}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 4191.552734, 'y': 100.915466, 'z': -1719.513794}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3047.942383, 'y': 252.808533, 'z': -2593.640137}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 4236.719727, 'y': 27.0, 'z': -1641.301392}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 15}
{'position': {'x': 3826.972656, 'y': 150.201981, 'z': -1630.212891}, 'level_range': {'x': 18.0, 'y': 21.0}, 'biome': 'town', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3760.893066, 'y': 153.334061, 'z': -1571.798218}, 'level_range': {'x': 18.0, 'y': 21.0}, 'biome': 'town', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3929.770264, 'y': 105.997414, 'z': -1961.518433}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3385.183838, 'y': 174.985413, 'z': -2020.631348}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3468.907227, 'y': 117.933319, 'z': -2189.500244}, 'level_range': {'x': 17.0, 'y': 20.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 4325.797363, 'y': 105.754364, 'z': -2163.988037}, 'level_range': {'x': 19.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3808.532715, 'y': 150.081299, 'z': -1584.03772}, 'level_range': {'x': 18.0, 'y': 21.0}, 'biome': 'town', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3186.692383, 'y': 192.048279, 'z': -2373.427734}, 'level_range': {'x': 18.0, 'y': 21.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3316.7854, 'y': 136.818649, 'z': -2347.828613}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3253.654297, 'y': 136.757614, 'z': -2591.158203}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 4280.378906, 'y': 113.236771, 'z': -2071.48999}, 'level_range': {'x': 19.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3422.979248, 'y': 125.255112, 'z': -2309.211426}, 'level_range': {'x': 18.0, 'y': 21.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3172.596436, 'y': 200.026596, 'z': -2523.507324}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 15}
{'position': {'x': 2976.702148, 'y': 254.196442, 'z': -2609.446045}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'mountain', 'substance': 'iwa', 'area_no': 15}
{'position': {'x': 3254.486084, 'y': 136.757614, 'z': -2273.163818}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3112.301025, 'y': 200.024521, 'z': -2456.132324}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 15}
{'position': {'x': 3275.037598, 'y': 138.102402, 'z': -2395.562744}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 15}
{'position': {'x': 3552.58252, 'y': 101.035583, 'z': -2252.536133}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 15}
{'position': {'x': 4388.060059, 'y': 27.0, 'z': -1882.869507}, 'level_range': {'x': 19.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 15}
{'position': {'x': 3931.462891, 'y': 133.373962, 'z': -1741.706787}, 'level_range': {'x': 18.0, 'y': 21.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 2976.472412, 'y': 251.787323, 'z': -2731.466553}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3315.244873, 'y': 136.580276, 'z': -2566.836182}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3405.288086, 'y': 118.011986, 'z': -2578.932129}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 15}
{'position': {'x': 2997.030029, 'y': 254.379547, 'z': -2568.811035}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3283.917969, 'y': 136.757614, 'z': -2457.80542}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3271.162842, 'y': 136.85907, 'z': -2279.613525}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3230.488037, 'y': 199.993896, 'z': -2329.863525}, 'level_range': {'x': 17.0, 'y': 21.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3045.800293, 'y': 250.60202, 'z': -2462.96167}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3280.202393, 'y': 150.720749, 'z': -2113.168213}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3860.761475, 'y': 151.818344, 'z': -1674.684814}, 'level_range': {'x': 18.0, 'y': 21.0}, 'biome': 'town', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3486.396729, 'y': 150.003052, 'z': -2169.422607}, 'level_range': {'x': 17.0, 'y': 20.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 2923.148438, 'y': 251.820053, 'z': -2743.213379}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 15}
{'position': {'x': 3352.524902, 'y': 133.857117, 'z': -2222.575928}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3507.31543, 'y': 150.003052, 'z': -2154.269043}, 'level_range': {'x': 17.0, 'y': 20.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 4146.57959, 'y': 109.941292, 'z': -1946.695679}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 4226.422363, 'y': 27.0, 'z': -1647.753296}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 15}
{'position': {'x': 3447.578613, 'y': 121.448944, 'z': -2243.882568}, 'level_range': {'x': 17.0, 'y': 21.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3138.188477, 'y': 200.024414, 'z': -2456.48999}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3022.15625, 'y': 199.993896, 'z': -2338.792725}, 'level_range': {'x': 17.0, 'y': 20.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 15}
{'position': {'x': 3358.913574, 'y': 134.190613, 'z': -2260.874512}, 'level_range': {'x': 17.0, 'y': 20.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3120.65332, 'y': 254.072678, 'z': -2555.566895}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3375.681885, 'y': 131.828995, 'z': -2268.561768}, 'level_range': {'x': 17.0, 'y': 21.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3376.183105, 'y': 120.273079, 'z': -2618.431152}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 15}
{'position': {'x': 4087.69873, 'y': 101.544617, 'z': -1975.973145}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3382.311523, 'y': 150.129929, 'z': -2157.303223}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3090.582275, 'y': 250.762695, 'z': -2618.901611}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3341.10498, 'y': 136.373596, 'z': -2338.866699}, 'level_range': {'x': 18.0, 'y': 21.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3256.126465, 'y': 136.757614, 'z': -2522.525879}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 4119.390137, 'y': 106.093315, 'z': -2010.01416}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3772.498047, 'y': 95.018211, 'z': -2079.048828}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 15}
{'position': {'x': 4169.185059, 'y': 100.447502, 'z': -1722.896362}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3924.679443, 'y': 100.012207, 'z': -2060.347168}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3597.579102, 'y': 97.949936, 'z': -2211.148193}, 'level_range': {'x': 18.0, 'y': 22.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 15}
{'position': {'x': 3512.365234, 'y': 112.178268, 'z': -2218.131592}, 'level_range': {'x': 17.0, 'y': 21.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 15}
{'position': {'x': 3318.185791, 'y': 125.66629, 'z': -2661.695068}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 15}
{'position': {'x': 4476.65918, 'y': 27.0, 'z': -1964.165039}, 'level_range': {'x': 19.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 15}
{'position': {'x': 3325.22998, 'y': 135.836472, 'z': -2477.646729}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3439.323975, 'y': 124.993233, 'z': -2400.075195}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3154.679443, 'y': 152.825089, 'z': -2044.279053}, 'level_range': {'x': 16.0, 'y': 18.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3035.627686, 'y': 255.235138, 'z': -2233.881104}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3249.378174, 'y': 136.757614, 'z': -2607.227295}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3230.375488, 'y': 158.422623, 'z': -2099.345459}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3616.801514, 'y': 115.027771, 'z': -2145.537598}, 'level_range': {'x': 18.0, 'y': 21.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3058.040771, 'y': 251.046143, 'z': -2143.467773}, 'level_range': {'x': 16.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 4436.855469, 'y': 27.0, 'z': -1913.534546}, 'level_range': {'x': 19.0, 'y': 23.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 15}
{'position': {'x': 3095.84668, 'y': 253.168701, 'z': -2525.602783}, 'level_range': {'x': 21.0, 'y': 23.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3769.831787, 'y': 149.774811, 'z': -1534.980591}, 'level_range': {'x': 18.0, 'y': 21.0}, 'biome': 'town', 'substance': 'shiba', 'area_no': 15}
{'position': {'x': 3186.114258, 'y': 154.137405, 'z': -2073.669678}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 15}
