{'position': {'x': 1176.920654, 'y': 148.313522, 'z': -689.335876}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'bamboo_forest', 'substance': 'doro', 'area_no': 1}
{'position': {'x': 1324.567261, 'y': 164.316666, 'z': -699.065369}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1181.023071, 'y': 183.796356, 'z': -346.546997}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'tsuchi_sado', 'area_no': 1}
{'position': {'x': 1702.725952, 'y': 157.268951, 'z': -691.726318}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1073.603882, 'y': 187.046356, 'z': -795.050476}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1515.137573, 'y': 151.763855, 'z': -717.847717}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1078.816772, 'y': 185.11557, 'z': -321.868622}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'doro', 'area_no': 1}
{'position': {'x': 1730.918823, 'y': 145.453262, 'z': -860.386902}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1524.984009, 'y': 138.680344, 'z': -821.305054}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1346.509766, 'y': 148.599518, 'z': -436.513153}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1258.241455, 'y': 164.137039, 'z': -505.019867}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1155.049072, 'y': 148.828751, 'z': -646.198242}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1563.862427, 'y': 149.867035, 'z': -669.455078}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1288.949097, 'y': 153.900436, 'z': -553.142822}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1399.851196, 'y': 147.87999, 'z': -398.116425}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'lake', 'substance': 'doro', 'area_no': 1}
{'position': {'x': 1111.975708, 'y': 184.103867, 'z': -802.489014}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1176.961426, 'y': 156.56778, 'z': -555.762573}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1116.203613, 'y': 148.702316, 'z': -652.948975}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1491.944336, 'y': 147.87999, 'z': -467.196228}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'lake', 'substance': 'doro', 'area_no': 1}
{'position': {'x': 1335.460327, 'y': 208.108063, 'z': -222.950745}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 1}
{'position': {'x': 1165.319336, 'y': 170.499252, 'z': -940.784424}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'rocky_area', 'substance': 'tsuchi_sado', 'area_no': 1}
{'position': {'x': 1783.135986, 'y': 151.426208, 'z': -991.424561}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1370.794556, 'y': 159.995682, 'z': -850.082947}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 1}
{'position': {'x': 1248.377319, 'y': 159.713684, 'z': -992.423279}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1536.691772, 'y': 148.122482, 'z': -618.846008}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1183.717407, 'y': 165.802811, 'z': -975.389099}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1031.055054, 'y': 149.911499, 'z': -917.737061}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1397.510864, 'y': 147.87999, 'z': -382.353638}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'lake', 'substance': 'doro', 'area_no': 1}
{'position': {'x': 1315.47168, 'y': 158.365387, 'z': -868.912048}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1014.010803, 'y': 167.169144, 'z': -450.746216}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1295.758301, 'y': 148.936905, 'z': -602.990723}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1362.845337, 'y': 158.391052, 'z': -953.69104}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1285.657959, 'y': 150.436844, 'z': -567.299011}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'tsuchi_sado', 'area_no': 1}
{'position': {'x': 1423.342285, 'y': 138.680344, 'z': -836.801697}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1035.611938, 'y': 176.887817, 'z': -391.866516}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'tsuchi_sado', 'area_no': 1}
{'position': {'x': 1391.707764, 'y': 147.87999, 'z': -489.760071}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'lake', 'substance': 'doro', 'area_no': 1}
{'position': {'x': 1084.006226, 'y': 152.81015, 'z': -606.434143}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1118.495239, 'y': 176.603897, 'z': -952.051453}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 1}
{'position': {'x': 1087.165405, 'y': 195.614319, 'z': -241.758698}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1089.794556, 'y': 154.297531, 'z': -577.380737}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1092.056274, 'y': 153.331131, 'z': -587.966187}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1251.228149, 'y': 208.960007, 'z': -231.201111}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1308.456055, 'y': 149.394348, 'z': -578.208984}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'tsuchi_sado', 'area_no': 1}
{'position': {'x': 1747.837036, 'y': 156.425247, 'z': -747.205505}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1205.141113, 'y': 155.988693, 'z': -795.943481}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1012.500061, 'y': 199.881363, 'z': -242.737534}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1234.730713, 'y': 179.091675, 'z': -455.31488}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1171.942749, 'y': 158.429169, 'z': -542.752808}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1128.943115, 'y': 148.477081, 'z': -713.655334}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1719.171143, 'y': 144.806763, 'z': -903.563538}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1246.614502, 'y': 165.183456, 'z': -504.818115}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1434.582397, 'y': 147.937195, 'z': -793.815002}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1211.82373, 'y': 182.991745, 'z': -432.311554}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1398.676758, 'y': 163.760971, 'z': -664.688477}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1508.174316, 'y': 148.763275, 'z': -414.657379}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1361.389038, 'y': 159.403046, 'z': -875.316772}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'tsuchi_sado', 'area_no': 1}
{'position': {'x': 1256.494751, 'y': 144.773865, 'z': -731.606323}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'tsuchi_sado', 'area_no': 1}
{'position': {'x': 1489.768921, 'y': 137.680283, 'z': -864.93457}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'volcano', 'substance': 'doro', 'area_no': 1}
{'position': {'x': 1177.067383, 'y': 182.933517, 'z': -389.506226}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1233.370728, 'y': 148.06398, 'z': -675.647339}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'tsuchi_sado', 'area_no': 1}
{'position': {'x': 1456.857422, 'y': 154.669113, 'z': -747.60376}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1176.168335, 'y': 170.263489, 'z': -920.719727}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1517.902466, 'y': 150.456528, 'z': -346.37149}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1458.205444, 'y': 151.588318, 'z': -582.998596}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1490.206909, 'y': 147.87999, 'z': -467.596985}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'lake', 'substance': 'doro', 'area_no': 1}
{'position': {'x': 1096.258667, 'y': 173.400299, 'z': -374.096069}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'tsuchi_sado', 'area_no': 1}
{'position': {'x': 1222.351074, 'y': 166.677155, 'z': -883.528992}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1412.577759, 'y': 138.680344, 'z': -837.423828}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1449.877563, 'y': 162.197586, 'z': -285.676636}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1090.454102, 'y': 189.74205, 'z': -285.993561}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'tsuchi_sado', 'area_no': 1}
{'position': {'x': 1269.675903, 'y': 154.75676, 'z': -829.187988}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1187.824219, 'y': 171.474365, 'z': -844.01062}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1635.311523, 'y': 152.401093, 'z': -562.01532}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1795.362305, 'y': 155.422409, 'z': -758.542542}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1593.482422, 'y': 148.588165, 'z': -569.644714}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1269.618896, 'y': 161.592285, 'z': -925.335632}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1147.401245, 'y': 149.140442, 'z': -643.184265}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1300.315186, 'y': 203.591064, 'z': -283.47934}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1722.698975, 'y': 146.099152, 'z': -807.673279}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'tsuchi_sado', 'area_no': 1}
{'position': {'x': 1216.64209, 'y': 180.481003, 'z': -452.294891}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1053.766968, 'y': 175.573822, 'z': -395.514374}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'tsuchi_sado', 'area_no': 1}
{'position': {'x': 1227.190552, 'y': 145.94899, 'z': -739.794617}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1475.061523, 'y': 162.42897, 'z': -300.071442}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1304.367676, 'y': 149.097473, 'z': -625.564697}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'tsuchi_sado', 'area_no': 1}
{'position': {'x': 1264.674805, 'y': 183.208191, 'z': -362.922119}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1513.154785, 'y': 150.828384, 'z': -621.459351}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1329.073364, 'y': 207.291824, 'z': -276.212921}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 1}
{'position': {'x': 1691.354736, 'y': 162.531357, 'z': -507.180298}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1070.356445, 'y': 195.126221, 'z': -249.621353}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'tsuchi_sado', 'area_no': 1}
{'position': {'x': 1085.030884, 'y': 202.137192, 'z': -183.371887}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1278.820435, 'y': 204.011017, 'z': -275.256561}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1031.997925, 'y': 149.972534, 'z': -954.061951}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1295.342651, 'y': 204.632843, 'z': -225.214951}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'tsuchi_sado', 'area_no': 1}
{'position': {'x': 1456.178711, 'y': 155.158707, 'z': -604.355164}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1376.007813, 'y': 164.503067, 'z': -595.911316}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 1}
{'position': {'x': 1136.269897, 'y': 150.843628, 'z': -619.430908}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1431.709839, 'y': 158.796219, 'z': -756.752441}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1725.934814, 'y': 159.007446, 'z': -678.762085}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1206.431152, 'y': 166.793289, 'z': -916.654846}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1185.057739, 'y': 153.028809, 'z': -581.985413}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1577.904785, 'y': 140.130112, 'z': -789.547729}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1474.245239, 'y': 155.203857, 'z': -623.792603}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1282.277832, 'y': 159.759384, 'z': -959.094116}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1569.796631, 'y': 138.680344, 'z': -821.770874}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1692.384644, 'y': 144.191299, 'z': -811.733948}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1722.661133, 'y': 145.974304, 'z': -812.515747}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'tsuchi_sado', 'area_no': 1}
{'position': {'x': 1103.318115, 'y': 185.97023, 'z': -804.733215}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1509.298218, 'y': 148.049805, 'z': -513.908813}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1167.842773, 'y': 156.841125, 'z': -554.94928}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1186.046387, 'y': 172.002579, 'z': -857.564758}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1392.502197, 'y': 161.547836, 'z': -300.040344}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1033.136108, 'y': 149.789429, 'z': -899.077393}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'tsuchi_sado', 'area_no': 1}
{'position': {'x': 1066.723633, 'y': 156.928833, 'z': -566.816284}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1412.379395, 'y': 138.680344, 'z': -860.118164}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1233.177368, 'y': 149.644135, 'z': -589.335693}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1087.85144, 'y': 152.076096, 'z': -615.309753}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1095.879028, 'y': 153.554108, 'z': -578.664917}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1199.84082, 'y': 163.178574, 'z': -987.053589}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'tsuchi_sado', 'area_no': 1}
{'position': {'x': 1254.154053, 'y': 149.804947, 'z': -573.833313}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1007.064026, 'y': 193.451187, 'z': -287.274933}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1185.72229, 'y': 148.477081, 'z': -673.430603}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'tsuchi_sado', 'area_no': 1}
{'position': {'x': 1449.173828, 'y': 158.767838, 'z': -976.745178}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1030.479004, 'y': 197.090134, 'z': -243.793762}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'tsuchi_sado', 'area_no': 1}
{'position': {'x': 1150.05835, 'y': 152.239853, 'z': -600.816711}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1242.512451, 'y': 148.854019, 'z': -638.329468}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1277.134155, 'y': 140.184601, 'z': -775.10907}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'tsuchi_sado', 'area_no': 1}
{'position': {'x': 1805.007202, 'y': 152.423706, 'z': -984.266418}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1281.695435, 'y': 161.510574, 'z': -521.895142}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1031.90979, 'y': 167.626236, 'z': -448.101685}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1391.434692, 'y': 161.964142, 'z': -602.39209}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1191.984619, 'y': 148.477081, 'z': -706.831055}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'bamboo_forest', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1227.277466, 'y': 201.433365, 'z': -300.600922}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1726.833984, 'y': 161.953278, 'z': -721.686279}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1188.362915, 'y': 182.348465, 'z': -413.365479}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1518.31543, 'y': 137.680283, 'z': -903.786499}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'volcano', 'substance': 'doro', 'area_no': 1}
{'position': {'x': 1027.749634, 'y': 149.728378, 'z': -886.723633}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1007.766541, 'y': 179.122818, 'z': -402.904022}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1777.312378, 'y': 148.38295, 'z': -899.890198}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1007.333679, 'y': 199.711319, 'z': -236.770874}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
{'position': {'x': 1096.515015, 'y': 148.566605, 'z': -656.634583}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1467.389771, 'y': 145.735214, 'z': -787.990173}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1092.529175, 'y': 193.810638, 'z': -254.113968}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'tsuchi_sado', 'area_no': 1}
{'position': {'x': 1019.170532, 'y': 159.64888, 'z': -548.742432}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1611.823364, 'y': 144.293518, 'z': -966.77771}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1067.767578, 'y': 185.102234, 'z': -325.538971}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 1}
{'position': {'x': 1122.521851, 'y': 152.988235, 'z': -578.478882}, 'level_range': {'x': 55.0, 'y': 67.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 1}
