{'position': {'x': 758.106323, 'y': 149.5, 'z': -328.791779}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 977.883667, 'y': 157.91301, 'z': -548.881958}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'tsuchi_sado', 'area_no': 3}
{'position': {'x': 843.711792, 'y': 179.171661, 'z': -496.067596}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 793.616028, 'y': 189.308441, 'z': -734.260132}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 688.337402, 'y': 262.904541, 'z': -640.923706}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'doro', 'area_no': 3}
{'position': {'x': 441.154541, 'y': 149.972885, 'z': -396.254395}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 3}
{'position': {'x': 668.285034, 'y': 223.274368, 'z': -479.230316}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 655.723206, 'y': 223.288559, 'z': -434.500732}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 479.070068, 'y': 237.868469, 'z': -622.252441}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 691.984436, 'y': 224.25, 'z': -511.112}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 537.802185, 'y': 170.607529, 'z': -328.808472}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 964.983887, 'y': 158.401459, 'z': -847.865723}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 974.424744, 'y': 198.839676, 'z': -238.974014}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 601.309265, 'y': 237.868469, 'z': -580.825073}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 418.618073, 'y': 237.868469, 'z': -744.72113}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 697.404846, 'y': 269.057861, 'z': -732.243225}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 520.319214, 'y': 170.515549, 'z': -328.352509}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 616.352234, 'y': 149.536331, 'z': -290.291473}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'lake', 'substance': 'tsuchi', 'area_no': 3}
{'position': {'x': 567.006714, 'y': 223.274368, 'z': -404.375427}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 764.592468, 'y': 150.147919, 'z': -373.30954}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 3}
{'position': {'x': 855.104675, 'y': 149.972534, 'z': -379.805267}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'doro', 'area_no': 3}
{'position': {'x': 799.134338, 'y': 175.520569, 'z': -188.206177}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 3}
{'position': {'x': 671.229858, 'y': 223.95166, 'z': -446.500031}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 589.468384, 'y': 237.868469, 'z': -644.184509}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 708.079224, 'y': 262.924957, 'z': -682.539063}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'bamboo_forest', 'substance': 'doro', 'area_no': 3}
{'position': {'x': 474.205292, 'y': 275.566376, 'z': -973.558838}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 3}
{'position': {'x': 780.325073, 'y': 149.5, 'z': -337.181427}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 683.242188, 'y': 223.95166, 'z': -447.130157}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 853.925293, 'y': 150.137421, 'z': -387.325989}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 3}
{'position': {'x': 672.939636, 'y': 153.390015, 'z': -243.519852}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 698.506531, 'y': 267.179932, 'z': -708.003479}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 711.072449, 'y': 224.584473, 'z': -383.014435}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 679.759399, 'y': 263.785156, 'z': -671.455139}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'bamboo_forest', 'substance': 'doro', 'area_no': 3}
{'position': {'x': 446.583374, 'y': 237.868469, 'z': -615.197083}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 557.351746, 'y': 149.5, 'z': -287.698486}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'lake', 'substance': 'tsuchi', 'area_no': 3}
{'position': {'x': 492.789154, 'y': 159.779572, 'z': -419.075439}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 636.740662, 'y': 153.819412, 'z': -259.099365}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 3}
{'position': {'x': 567.917725, 'y': 224.298828, 'z': -396.0112}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 566.276367, 'y': 239.166367, 'z': -496.812164}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'doro', 'area_no': 3}
{'position': {'x': 792.290161, 'y': 160.62941, 'z': -284.960236}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 407.367859, 'y': 149.5, 'z': -490.745453}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 557.42865, 'y': 262.26355, 'z': -730.784363}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 3}
{'position': {'x': 791.771118, 'y': 177.149323, 'z': -176.208984}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 3}
{'position': {'x': 588.016174, 'y': 237.868469, 'z': -537.885559}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 604.161926, 'y': 238.831116, 'z': -494.528046}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 3}
{'position': {'x': 803.051575, 'y': 171.679886, 'z': -225.884811}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 3}
{'position': {'x': 579.612793, 'y': 238.86734, 'z': -477.89444}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 547.644714, 'y': 247.603302, 'z': -435.508057}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'doro', 'area_no': 3}
{'position': {'x': 588.9198, 'y': 295.418243, 'z': -994.680847}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 646.74469, 'y': 154.817627, 'z': -250.898224}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 3}
{'position': {'x': 775.538635, 'y': 158.407349, 'z': -294.517517}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 549.403259, 'y': 224.40213, 'z': -396.608643}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 783.597534, 'y': 246.265244, 'z': -927.783752}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 783.049744, 'y': 169.678818, 'z': -479.740143}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 604.852905, 'y': 237.868469, 'z': -641.082336}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 805.918579, 'y': 149.5, 'z': -350.982269}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 664.912659, 'y': 223.95166, 'z': -432.554443}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 470.71637, 'y': 237.868469, 'z': -731.124939}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 788.75177, 'y': 149.5, 'z': -335.053833}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 647.48999, 'y': 155.41951, 'z': -242.467667}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 3}
{'position': {'x': 536.281677, 'y': 237.868469, 'z': -680.458618}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 489.606689, 'y': 153.946579, 'z': -317.939728}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 3}
{'position': {'x': 429.161102, 'y': 237.868469, 'z': -565.758606}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 759.877258, 'y': 149.972534, 'z': -398.262451}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 209.174347, 'y': 289.061066, 'z': -761.526917}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 698.01416, 'y': 150.578629, 'z': -224.985168}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 316.404083, 'y': 240.493942, 'z': -755.34137}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 3}
{'position': {'x': 747.819519, 'y': 149.5, 'z': -326.105652}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 677.207092, 'y': 264.753296, 'z': -674.086975}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'bamboo_forest', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 768.980347, 'y': 237.256775, 'z': -845.023315}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 660.567078, 'y': 149.814331, 'z': -301.956543}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 468.173401, 'y': 149.972534, 'z': -370.797729}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'doro', 'area_no': 3}
{'position': {'x': 717.984924, 'y': 224.540726, 'z': -391.345642}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 708.543945, 'y': 149.5, 'z': -260.861725}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 660.373108, 'y': 155.702621, 'z': -225.413773}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 3}
{'position': {'x': 749.119629, 'y': 152.12796, 'z': -369.101959}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 3}
{'position': {'x': 654.325012, 'y': 265.123627, 'z': -653.899841}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 495.4328, 'y': 237.868469, 'z': -623.866943}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 322.15979, 'y': 238.448395, 'z': -717.607788}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'doro', 'area_no': 3}
{'position': {'x': 403.306854, 'y': 149.5, 'z': -420.183167}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 982.907166, 'y': 203.949142, 'z': -185.812637}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 3}
{'position': {'x': 620.575684, 'y': 237.868469, 'z': -576.477234}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 422.529846, 'y': 149.5, 'z': -396.210205}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'lake', 'substance': 'tsuchi', 'area_no': 3}
{'position': {'x': 637.404602, 'y': 224.173798, 'z': -373.416779}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 949.82373, 'y': 200.967453, 'z': -198.17395}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 3}
{'position': {'x': 393.25827, 'y': 237.868469, 'z': -569.499207}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 433.520447, 'y': 149.5, 'z': -427.202667}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 511.502716, 'y': 237.868469, 'z': -757.608521}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 516.29834, 'y': 284.212891, 'z': -697.508179}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 644.784607, 'y': 154.929794, 'z': -248.221237}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 3}
{'position': {'x': 476.085815, 'y': 257.06076, 'z': -568.709717}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'shiba_kare', 'area_no': 3}
{'position': {'x': 574.946289, 'y': 149.972534, 'z': -289.377747}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'doro', 'area_no': 3}
{'position': {'x': 443.599152, 'y': 237.868469, 'z': -741.048096}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 443.701691, 'y': 149.5, 'z': -440.642365}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 640.324219, 'y': 237.868469, 'z': -545.719177}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 721.04425, 'y': 238.608795, 'z': -939.729858}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'doro', 'area_no': 3}
{'position': {'x': 592.983154, 'y': 238.816544, 'z': -503.014557}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 3}
{'position': {'x': 737.839539, 'y': 254.343048, 'z': -649.304565}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'doro', 'area_no': 3}
{'position': {'x': 764.362, 'y': 150.064102, 'z': -508.639801}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 3}
{'position': {'x': 599.352478, 'y': 237.868469, 'z': -610.259766}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 600.379333, 'y': 224.343475, 'z': -351.201782}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 757.790527, 'y': 149.5, 'z': -496.493561}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 629.685059, 'y': 157.718369, 'z': -236.845108}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 3}
{'position': {'x': 470.232208, 'y': 237.868469, 'z': -720.32605}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 705.597107, 'y': 224.374069, 'z': -439.052368}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'doro', 'area_no': 3}
{'position': {'x': 485.273224, 'y': 274.945801, 'z': -965.676392}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 3}
{'position': {'x': 402.710571, 'y': 289.811707, 'z': -868.891052}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 639.05658, 'y': 223.95166, 'z': -413.79184}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 757.961426, 'y': 149.639801, 'z': -404.910645}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 518.984253, 'y': 171.184235, 'z': -345.792328}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 3}
{'position': {'x': 427.115143, 'y': 149.5, 'z': -467.725403}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 624.72998, 'y': 223.949158, 'z': -480.756073}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 471.124878, 'y': 237.868469, 'z': -763.148621}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 668.144348, 'y': 224.524918, 'z': -358.698395}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 710.309143, 'y': 149.5, 'z': -213.626678}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 461.318848, 'y': 237.868469, 'z': -741.42157}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 611.673523, 'y': 237.868469, 'z': -673.142029}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 718.676941, 'y': 265.296967, 'z': -670.948425}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 496.213806, 'y': 273.21286, 'z': -955.073242}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 3}
{'position': {'x': 564.446045, 'y': 224.37558, 'z': -378.303497}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 592.441956, 'y': 149.5, 'z': -318.523254}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'lake', 'substance': 'tsuchi', 'area_no': 3}
{'position': {'x': 460.132233, 'y': 267.539703, 'z': -869.879944}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 3}
{'position': {'x': 258.191986, 'y': 258.01236, 'z': -615.259216}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'doro', 'area_no': 3}
{'position': {'x': 940.749268, 'y': 149.983246, 'z': -545.555542}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 3}
{'position': {'x': 606.252625, 'y': 239.164673, 'z': -535.048584}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'doro', 'area_no': 3}
{'position': {'x': 465.612915, 'y': 267.461853, 'z': -874.456116}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 3}
{'position': {'x': 699.662476, 'y': 224.098419, 'z': -438.244019}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 668.963074, 'y': 263.852356, 'z': -617.899719}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 601.054565, 'y': 237.868469, 'z': -634.387878}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 603.54541, 'y': 313.000061, 'z': -940.195679}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'doro', 'area_no': 3}
{'position': {'x': 962.623047, 'y': 192.961823, 'z': -301.624237}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 3}
{'position': {'x': 608.005798, 'y': 237.868469, 'z': -671.929688}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 585.374573, 'y': 149.723816, 'z': -322.924713}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'doro', 'area_no': 3}
{'position': {'x': 432.908264, 'y': 149.5, 'z': -475.1073}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 689.575623, 'y': 223.95166, 'z': -410.412842}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 913.774048, 'y': 149.890091, 'z': -569.471069}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 3}
{'position': {'x': 723.674255, 'y': 263.372681, 'z': -649.004333}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 725.714844, 'y': 224.640121, 'z': -419.139313}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 674.075256, 'y': 238.824524, 'z': -530.177002}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 3}
{'position': {'x': 518.510864, 'y': 277.837677, 'z': -655.765503}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 364.66391, 'y': 256.953339, 'z': -655.936707}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 373.645477, 'y': 237.868469, 'z': -751.190308}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 663.517944, 'y': 263.209656, 'z': -643.71167}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'tsuchi_sado', 'area_no': 3}
{'position': {'x': 221.529007, 'y': 261.352081, 'z': -698.213196}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'rocky_area', 'substance': 'doro', 'area_no': 3}
{'position': {'x': 661.95697, 'y': 154.830917, 'z': -242.226425}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 3}
{'position': {'x': 354.932312, 'y': 237.868469, 'z': -585.668457}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 589.583557, 'y': 224.156189, 'z': -361.088562}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'tsuchi', 'area_no': 3}
{'position': {'x': 965.992859, 'y': 201.064865, 'z': -236.740875}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 3}
{'position': {'x': 994.299011, 'y': 184.632065, 'z': -366.856415}, 'level_range': {'x': 59.0, 'y': 70.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 3}
