{'position': {'x': 1485.548218, 'y': 162.015656, 'z': -1064.127197}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1667.960693, 'y': 181.749374, 'z': -1387.355957}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1324.599487, 'y': 149.5, 'z': -1772.351929}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1173.958618, 'y': 149.5, 'z': -1532.288452}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1467.352417, 'y': 208.020569, 'z': -1204.958252}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'iwa', 'area_no': 2}
{'position': {'x': 1599.062256, 'y': 149.5, 'z': -1554.113525}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1040.569092, 'y': 177.133728, 'z': -1277.834106}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1073.024414, 'y': 149.5, 'z': -1445.17041}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1371.765869, 'y': 151.339966, 'z': -1507.168213}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 2}
{'position': {'x': 1651.673218, 'y': 176.452469, 'z': -1431.869019}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1570.835083, 'y': 149.5, 'z': -1603.522217}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1621.857422, 'y': 176.400986, 'z': -1412.881958}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1484.126831, 'y': 161.632904, 'z': -1019.547729}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'kawasuna', 'area_no': 2}
{'position': {'x': 1375.822754, 'y': 149.5, 'z': -1700.470947}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1780.068604, 'y': 149.5, 'z': -1034.889282}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1487.851807, 'y': 164.774887, 'z': -1109.020386}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1112.224121, 'y': 149.5, 'z': -1683.573486}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1373.901367, 'y': 159.815262, 'z': -1005.698669}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1172.699097, 'y': 265.115692, 'z': -1078.708374}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 2}
{'position': {'x': 1351.713379, 'y': 196.0, 'z': -1158.87854}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 2}
{'position': {'x': 1104.398193, 'y': 150.827087, 'z': -1415.388428}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'desert', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1345.011597, 'y': 160.328583, 'z': -1342.564087}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 2}
{'position': {'x': 1433.210571, 'y': 171.064026, 'z': -1613.469727}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'iwa', 'area_no': 2}
{'position': {'x': 1356.084595, 'y': 198.245316, 'z': -1217.219604}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1163.755493, 'y': 149.5, 'z': -1807.122437}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1145.478271, 'y': 149.5, 'z': -1799.411987}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1490.587646, 'y': 160.199982, 'z': -1450.896606}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 2}
{'position': {'x': 1630.240845, 'y': 171.304565, 'z': -1297.614624}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1391.182617, 'y': 149.5, 'z': -1657.604004}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1144.199829, 'y': 163.360046, 'z': -1571.908691}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1097.764526, 'y': 149.5, 'z': -1561.778809}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'iwa', 'area_no': 2}
{'position': {'x': 1387.375366, 'y': 149.5, 'z': -1399.115723}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1609.402832, 'y': 151.340393, 'z': -1024.61792}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'desert', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1148.975952, 'y': 197.449997, 'z': -1270.411621}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 2}
{'position': {'x': 1432.355713, 'y': 159.595078, 'z': -1430.952271}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1394.855103, 'y': 196.0, 'z': -1100.707886}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'riverside', 'substance': 'doro', 'area_no': 2}
{'position': {'x': 1140.213623, 'y': 149.5, 'z': -1728.983765}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1439.844727, 'y': 158.460632, 'z': -1469.505005}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1498.37915, 'y': 149.5, 'z': -1369.154663}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'iwa', 'area_no': 2}
{'position': {'x': 1325.404297, 'y': 155.181473, 'z': -1530.589966}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1144.334839, 'y': 164.017303, 'z': -1375.263306}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1030.81665, 'y': 149.5, 'z': -1744.880981}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1577.124268, 'y': 153.081955, 'z': -1079.059692}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'desert', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1386.389526, 'y': 199.819412, 'z': -1250.944824}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1073.323975, 'y': 149.5, 'z': -1449.924316}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1710.263916, 'y': 173.910965, 'z': -1325.993652}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1131.694946, 'y': 150.270523, 'z': -1451.685059}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'desert', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1257.736816, 'y': 253.826859, 'z': -1187.182495}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 2}
{'position': {'x': 1041.618408, 'y': 160.406952, 'z': -1399.765015}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'doro', 'area_no': 2}
{'position': {'x': 1394.246338, 'y': 198.854645, 'z': -1172.037476}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1194.130005, 'y': 262.450012, 'z': -1120.226563}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 2}
{'position': {'x': 1086.086426, 'y': 159.023819, 'z': -1348.071899}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1662.209106, 'y': 175.305984, 'z': -1195.788208}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'flower', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1456.050537, 'y': 161.89975, 'z': -1052.822021}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1548.996948, 'y': 170.34761, 'z': -1220.310181}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1424.268311, 'y': 209.06279, 'z': -1249.331909}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 2}
{'position': {'x': 1456.084595, 'y': 149.5, 'z': -1650.747559}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1006.494507, 'y': 149.972534, 'z': -1109.682983}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1679.419678, 'y': 149.5, 'z': -1107.302002}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1020.679993, 'y': 149.5, 'z': -1452.548828}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1423.243774, 'y': 209.555969, 'z': -1221.134766}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 2}
{'position': {'x': 1312.435669, 'y': 149.5, 'z': -1675.664429}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1043.75, 'y': 149.5, 'z': -1416.225464}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1383.81958, 'y': 149.5, 'z': -1412.323364}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1290.734619, 'y': 149.5, 'z': -1662.303955}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'iwa', 'area_no': 2}
{'position': {'x': 1417.431885, 'y': 199.957535, 'z': -1179.456665}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 2}
{'position': {'x': 1307.66394, 'y': 160.134827, 'z': -1558.179688}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1131.439087, 'y': 160.554489, 'z': -1349.278198}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1161.037842, 'y': 149.791245, 'z': -1540.096313}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'desert', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1464.499756, 'y': 164.034821, 'z': -1543.194092}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'rocky_area', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1067.918335, 'y': 176.971603, 'z': -1219.613159}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1052.360352, 'y': 149.5, 'z': -1464.693359}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1443.890259, 'y': 159.116745, 'z': -1421.538574}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1129.784668, 'y': 164.038803, 'z': -1592.011108}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1588.560547, 'y': 170.020477, 'z': -1403.151489}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1202.845703, 'y': 166.524033, 'z': -1355.802002}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1191.999146, 'y': 262.450012, 'z': -1171.036987}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 2}
{'position': {'x': 1230.917358, 'y': 262.450012, 'z': -1120.411621}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 2}
{'position': {'x': 1201.528076, 'y': 262.450012, 'z': -1113.361084}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 2}
{'position': {'x': 1263.574341, 'y': 156.083939, 'z': -1590.363892}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1142.344482, 'y': 151.232208, 'z': -1684.417847}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'bamboo_forest', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1846.277222, 'y': 149.5, 'z': -1035.64917}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1482.910767, 'y': 161.433533, 'z': -1421.815552}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1134.527954, 'y': 198.895203, 'z': -1290.586914}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1272.561523, 'y': 165.126678, 'z': -1311.967529}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1502.879272, 'y': 149.5, 'z': -1687.08374}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1356.828369, 'y': 160.428741, 'z': -1311.506348}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1619.311523, 'y': 151.3396, 'z': -1135.417847}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'desert', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1688.983398, 'y': 176.586594, 'z': -1200.621704}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'rocky_area', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1621.409546, 'y': 151.224731, 'z': -1140.849365}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 2}
{'position': {'x': 1020.071167, 'y': 149.5, 'z': -1609.576538}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1107.968384, 'y': 149.5, 'z': -1692.473877}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1044.279541, 'y': 160.417297, 'z': -1393.327271}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1119.435669, 'y': 149.717819, 'z': -1780.073242}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'desert', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1636.049805, 'y': 174.567825, 'z': -1190.935303}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'flower', 'substance': 'shiba', 'area_no': 2}
{'position': {'x': 1315.031616, 'y': 149.5, 'z': -1781.80481}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1274.502197, 'y': 264.743347, 'z': -1144.161255}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'rocky_area', 'substance': 'kawasuna', 'area_no': 2}
{'position': {'x': 1593.713013, 'y': 149.5, 'z': -1570.837646}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1069.418213, 'y': 149.5, 'z': -1829.60376}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1229.468384, 'y': 149.5, 'z': -1476.669556}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1150.131714, 'y': 269.023865, 'z': -1153.539063}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 2}
{'position': {'x': 1019.694397, 'y': 149.5, 'z': -1446.229248}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1206.595825, 'y': 166.625427, 'z': -1362.904175}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1274.40686, 'y': 251.588379, 'z': -1190.769531}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 2}
{'position': {'x': 1341.309082, 'y': 155.146698, 'z': -1534.632202}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 2}
{'position': {'x': 1283.346069, 'y': 149.5, 'z': -1385.218384}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1135.240601, 'y': 197.449997, 'z': -1247.462646}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 2}
{'position': {'x': 1610.575684, 'y': 172.001526, 'z': -1159.113525}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 2}
{'position': {'x': 1393.409546, 'y': 149.5, 'z': -1725.748657}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1527.462402, 'y': 226.426453, 'z': -1281.88855}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1200.805664, 'y': 149.802887, 'z': -1505.35498}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'desert', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1651.814331, 'y': 174.092972, 'z': -1272.500854}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'flower', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1044.87439, 'y': 177.14801, 'z': -1320.204834}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1697.682495, 'y': 175.998917, 'z': -1376.028442}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1082.881348, 'y': 149.5, 'z': -1633.077393}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1435.283936, 'y': 209.401581, 'z': -1210.999512}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1104.390503, 'y': 161.782761, 'z': -1312.89563}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1038.102905, 'y': 178.424362, 'z': -1158.811523}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 2}
{'position': {'x': 1308.852417, 'y': 156.824295, 'z': -1606.610229}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1656.460449, 'y': 176.564346, 'z': -1183.522461}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'flower', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1208.933838, 'y': 162.978149, 'z': -1415.168823}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'iwa', 'area_no': 2}
{'position': {'x': 1069.371338, 'y': 177.609756, 'z': -1244.950195}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 2}
{'position': {'x': 1054.595581, 'y': 149.5, 'z': -1450.126221}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1022.34668, 'y': 176.337631, 'z': -1310.664917}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1161.948242, 'y': 149.5, 'z': -1835.188477}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1102.202515, 'y': 149.5, 'z': -1700.457397}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1576.874023, 'y': 167.173981, 'z': -1440.525757}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1104.850586, 'y': 163.990204, 'z': -1598.788696}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1192.588623, 'y': 149.5, 'z': -1766.214111}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1162.300659, 'y': 164.487686, 'z': -1376.96875}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1526.532104, 'y': 158.468536, 'z': -1532.333252}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'iwa', 'area_no': 2}
{'position': {'x': 1501.036377, 'y': 152.83493, 'z': -1052.515747}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1351.198608, 'y': 156.944336, 'z': -1572.783813}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'swamp', 'substance': 'doro', 'area_no': 2}
{'position': {'x': 1261.874878, 'y': 167.724625, 'z': -1337.268555}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1735.784058, 'y': 149.5, 'z': -1105.332886}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1006.191895, 'y': 149.972534, 'z': -1151.187012}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1497.667358, 'y': 163.930435, 'z': -1508.346313}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 2}
{'position': {'x': 1057.080811, 'y': 149.5, 'z': -1420.103027}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1560.467285, 'y': 153.675262, 'z': -1096.916382}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'desert', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1164.596313, 'y': 197.449997, 'z': -1286.309448}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 2}
{'position': {'x': 1173.540894, 'y': 149.5, 'z': -1728.979004}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1233.82019, 'y': 149.5, 'z': -1474.81189}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'suna_sunahama', 'area_no': 2}
{'position': {'x': 1123.502441, 'y': 287.351959, 'z': -1084.18335}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 2}
{'position': {'x': 1252.880981, 'y': 159.663132, 'z': -1556.233154}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'prairie', 'substance': 'shiba_kare', 'area_no': 2}
{'position': {'x': 1245.020874, 'y': 149.5, 'z': -1363.274414}, 'level_range': {'x': 58.0, 'y': 68.0}, 'biome': 'ocean', 'substance': 'iwa', 'area_no': 2}
