{'position': {'x': 975.504028, 'y': 149.5, 'z': -1461.805176}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 551.295532, 'y': 156.280197, 'z': -1525.816528}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 856.207153, 'y': 204.495499, 'z': -1142.071899}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 864.025208, 'y': 152.574554, 'z': -1461.449951}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 954.017334, 'y': 181.680481, 'z': -1680.117676}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 991.572083, 'y': 149.5, 'z': -1778.898682}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 796.786499, 'y': 153.851944, 'z': -1592.143677}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 678.861511, 'y': 149.5, 'z': -1310.111816}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'lake', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 239.857437, 'y': 220.101852, 'z': -1308.7229}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 4}
{'position': {'x': 941.996094, 'y': 149.5, 'z': -1476.960205}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 848.850098, 'y': 207.290878, 'z': -1191.31543}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 4}
{'position': {'x': 584.470947, 'y': 171.900467, 'z': -1702.393066}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 656.894531, 'y': 149.5, 'z': -1735.095825}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 651.887207, 'y': 149.5, 'z': -1447.803101}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 594.531372, 'y': 149.5, 'z': -1410.174438}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 790.522034, 'y': 149.5, 'z': -1567.396484}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 879.904785, 'y': 149.5, 'z': -1766.487305}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 835.626892, 'y': 149.5, 'z': -1708.294189}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 980.210571, 'y': 150.028275, 'z': -1425.202759}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 874.291931, 'y': 200.177277, 'z': -1236.481934}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 4}
{'position': {'x': 679.154419, 'y': 244.0065, 'z': -1114.342773}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 4}
{'position': {'x': 560.782776, 'y': 162.958084, 'z': -1355.571045}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 290.475952, 'y': 193.035843, 'z': -1436.227905}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 851.641846, 'y': 149.5, 'z': -1734.828247}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 833.774536, 'y': 206.572021, 'z': -1201.780273}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 4}
{'position': {'x': 707.74176, 'y': 193.544785, 'z': -1216.123047}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 902.703674, 'y': 150.314941, 'z': -1425.571411}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 830.587708, 'y': 149.5, 'z': -1660.25769}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 685.374634, 'y': 154.017288, 'z': -1648.717651}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 524.343689, 'y': 152.71138, 'z': -1543.5177}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 934.964966, 'y': 149.88826, 'z': -1135.11377}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 883.362976, 'y': 150.448669, 'z': -1040.536865}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 4}
{'position': {'x': 637.619751, 'y': 149.5, 'z': -1504.293701}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 530.209106, 'y': 149.633789, 'z': -1583.34021}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 699.308655, 'y': 149.5, 'z': -1416.32959}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 875.003418, 'y': 192.146011, 'z': -1352.188599}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 4}
{'position': {'x': 884.339111, 'y': 181.42984, 'z': -1192.581177}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 764.31958, 'y': 152.234619, 'z': -1397.549927}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 694.053894, 'y': 149.5, 'z': -1455.401123}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 575.443787, 'y': 149.5, 'z': -1589.435303}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 955.469299, 'y': 153.654709, 'z': -1520.159546}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 918.510681, 'y': 149.5, 'z': -1490.004883}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 856.25647, 'y': 205.942627, 'z': -1206.297729}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 4}
{'position': {'x': 995.622437, 'y': 149.5, 'z': -1760.382324}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 916.881958, 'y': 149.5, 'z': -1470.816162}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 992.420837, 'y': 175.22847, 'z': -1200.457397}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 271.358551, 'y': 200.47348, 'z': -1390.986206}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 4}
{'position': {'x': 544.956299, 'y': 150.060989, 'z': -1612.671875}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 773.168213, 'y': 155.487503, 'z': -1721.774902}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 662.622437, 'y': 149.5, 'z': -1299.435913}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'lake', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 782.057373, 'y': 150.044144, 'z': -1357.578735}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 612.096497, 'y': 151.261948, 'z': -1362.463135}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 897.1073, 'y': 149.5, 'z': -1384.270508}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 833.036926, 'y': 149.5, 'z': -1539.329712}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 983.098999, 'y': 149.5, 'z': -1519.597778}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 761.286804, 'y': 149.5, 'z': -1599.574463}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 902.030396, 'y': 149.5, 'z': -1087.92334}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 784.791565, 'y': 152.938324, 'z': -1404.879639}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 697.836731, 'y': 151.1259, 'z': -1279.018188}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 377.924042, 'y': 191.290466, 'z': -1579.758911}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 4}
{'position': {'x': 838.506897, 'y': 149.972534, 'z': -1391.203125}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 505.802277, 'y': 153.049194, 'z': -1522.283569}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 730.588989, 'y': 149.5, 'z': -1437.451538}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 955.89386, 'y': 152.269531, 'z': -1838.337891}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 879.412476, 'y': 149.5, 'z': -1804.321899}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 888.754517, 'y': 149.5, 'z': -1833.189941}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 793.875427, 'y': 149.5, 'z': -1560.60791}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 916.638306, 'y': 151.352936, 'z': -1809.637451}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 735.005737, 'y': 162.890503, 'z': -1741.491699}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 802.026245, 'y': 149.5, 'z': -1606.355103}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 724.759766, 'y': 149.5, 'z': -1539.836182}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 504.517212, 'y': 149.992661, 'z': -1612.217529}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 468.264069, 'y': 169.807632, 'z': -1660.360229}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 4}
{'position': {'x': 599.022644, 'y': 150.116043, 'z': -1405.45166}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 939.135254, 'y': 150.025803, 'z': -1032.330933}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 826.223511, 'y': 149.5, 'z': -1619.412476}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 601.457886, 'y': 149.5, 'z': -1432.489258}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 689.723511, 'y': 149.5, 'z': -1437.533569}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 712.016174, 'y': 149.5, 'z': -1543.623535}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 734.828735, 'y': 149.5, 'z': -1607.867798}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 849.463745, 'y': 149.5, 'z': -1747.810913}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 761.302795, 'y': 230.02475, 'z': -1098.380493}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 4}
{'position': {'x': 877.976379, 'y': 189.063843, 'z': -1311.967896}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 4}
{'position': {'x': 532.441711, 'y': 153.40451, 'z': -1505.864624}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 981.465637, 'y': 150.48587, 'z': -1065.341797}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 982.276489, 'y': 149.5, 'z': -1609.101807}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 589.278137, 'y': 149.5, 'z': -1494.464355}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 960.870361, 'y': 149.5, 'z': -1438.054443}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 594.276123, 'y': 284.387115, 'z': -1097.759033}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 4}
{'position': {'x': 644.327271, 'y': 149.5, 'z': -1279.260498}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'lake', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 690.942444, 'y': 149.5, 'z': -1535.811401}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 903.815735, 'y': 187.667816, 'z': -1336.935303}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 4}
{'position': {'x': 811.939026, 'y': 153.403503, 'z': -1418.603271}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 665.611877, 'y': 149.596268, 'z': -1516.139038}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 953.417664, 'y': 175.090027, 'z': -1349.039673}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 4}
{'position': {'x': 636.020447, 'y': 149.5, 'z': -1634.746948}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 830.989563, 'y': 205.299286, 'z': -1223.192017}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 4}
{'position': {'x': 470.744354, 'y': 150.766052, 'z': -1543.000122}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 938.425232, 'y': 149.972534, 'z': -1018.962952}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 967.506042, 'y': 176.382553, 'z': -1317.43103}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 4}
{'position': {'x': 960.719299, 'y': 149.5, 'z': -1560.313477}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 979.561279, 'y': 152.107697, 'z': -1098.634766}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 904.709045, 'y': 150.135666, 'z': -1826.969849}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 921.269836, 'y': 168.603607, 'z': -1731.931274}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 928.708862, 'y': 149.5, 'z': -1470.016479}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 562.750671, 'y': 153.433441, 'z': -1497.76709}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 718.367126, 'y': 149.5, 'z': -1621.345825}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 979.815918, 'y': 149.5, 'z': -1672.047729}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 703.054749, 'y': 149.854782, 'z': -1487.129639}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 932.886963, 'y': 149.5, 'z': -1443.857544}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 365.144714, 'y': 184.540482, 'z': -1401.385132}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 643.321045, 'y': 150.399811, 'z': -1361.742432}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 770.290283, 'y': 149.5, 'z': -1448.428711}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 952.649475, 'y': 179.149124, 'z': -1280.557983}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 4}
{'position': {'x': 962.472473, 'y': 150.072327, 'z': -1807.044312}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 927.908997, 'y': 153.180511, 'z': -1807.482788}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 814.98938, 'y': 149.5, 'z': -1660.173096}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 683.786194, 'y': 242.786911, 'z': -1108.590088}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 4}
{'position': {'x': 946.527161, 'y': 179.543823, 'z': -1286.55542}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 4}
{'position': {'x': 971.690369, 'y': 175.090027, 'z': -1269.253906}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 4}
{'position': {'x': 611.887878, 'y': 156.444702, 'z': -1266.899902}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 629.294922, 'y': 151.149734, 'z': -1649.003418}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 988.220398, 'y': 149.5, 'z': -1747.558838}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 949.869507, 'y': 149.5, 'z': -1184.535156}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 776.96936, 'y': 150.556992, 'z': -1365.625366}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 704.500244, 'y': 149.819946, 'z': -1504.106567}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 592.340637, 'y': 149.5, 'z': -1493.751709}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 674.881531, 'y': 149.5, 'z': -1371.411743}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 906.764221, 'y': 149.5, 'z': -1398.838135}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 681.812622, 'y': 149.5, 'z': -1736.467529}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 924.944031, 'y': 149.972534, 'z': -1165.171753}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 850.771545, 'y': 205.723923, 'z': -1155.605225}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 4}
{'position': {'x': 932.43219, 'y': 149.5, 'z': -1481.882202}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 951.082458, 'y': 150.434158, 'z': -1044.994751}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 738.175598, 'y': 149.5, 'z': -1449.195923}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 790.911194, 'y': 149.5, 'z': -1463.682373}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 605.991821, 'y': 189.396057, 'z': -1324.721924}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 954.252502, 'y': 149.5, 'z': -1715.884888}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 956.345032, 'y': 151.534531, 'z': -1807.482666}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 601.627136, 'y': 283.700439, 'z': -1115.240234}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 4}
{'position': {'x': 989.814209, 'y': 149.5, 'z': -1145.88208}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 683.914978, 'y': 149.5, 'z': -1637.862793}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 207.32988, 'y': 283.055969, 'z': -1187.075073}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 4}
{'position': {'x': 701.953003, 'y': 245.491913, 'z': -1141.175293}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'yuki', 'area_no': 4}
{'position': {'x': 566.771912, 'y': 149.5, 'z': -1634.723145}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 635.377197, 'y': 149.5, 'z': -1745.89856}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 786.512207, 'y': 149.5, 'z': -1639.308838}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 921.455322, 'y': 167.314941, 'z': -1738.502441}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 542.347534, 'y': 153.730209, 'z': -1508.159668}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'snowfield', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 628.877808, 'y': 149.5, 'z': -1470.87561}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
{'position': {'x': 970.036682, 'y': 149.5, 'z': -1715.414063}, 'level_range': {'x': 62.0, 'y': 71.0}, 'biome': 'ocean', 'substance': 'koori', 'area_no': 4}
