{'position': {'x': 1418.115356, 'y': 101.407539, 'z': -364.868439}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 1295.729126, 'y': 158.767136, 'z': -673.026062}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1372.252197, 'y': 164.227371, 'z': -672.56842}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'bamboo_forest', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1432.251221, 'y': 101.39241, 'z': -359.178986}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 1322.614746, 'y': 118.810547, 'z': -508.871002}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1290.914673, 'y': 106.955826, 'z': -447.713593}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1360.60083, 'y': 163.071259, 'z': -665.772339}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'bamboo_forest', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1304.27832, 'y': 152.1147, 'z': -637.63147}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1387.332764, 'y': 107.407845, 'z': -437.516541}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1467.092651, 'y': 105.022583, 'z': -384.318817}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1265.85083, 'y': 109.009094, 'z': -518.457031}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 3}
{'position': {'x': 1493.504028, 'y': 159.441895, 'z': -621.076965}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1425.448853, 'y': 101.101776, 'z': -333.355804}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 1261.23999, 'y': 107.797134, 'z': -448.049866}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1330.886353, 'y': 106.922897, 'z': -396.072388}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1311.702515, 'y': 106.879082, 'z': -410.88147}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1191.305908, 'y': 124.581841, 'z': -588.884277}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1520.469238, 'y': 112.688339, 'z': -457.273285}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1347.335327, 'y': 164.589813, 'z': -672.585938}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1435.779785, 'y': 103.524605, 'z': -380.366119}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1429.113892, 'y': 101.836426, 'z': -316.029053}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 1351.364868, 'y': 150.180679, 'z': -622.716553}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1319.07666, 'y': 106.879082, 'z': -406.88974}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1488.46875, 'y': 162.230942, 'z': -633.835022}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1282.058716, 'y': 107.18895, 'z': -454.083313}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1402.463135, 'y': 101.099998, 'z': -360.727448}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 1292.380615, 'y': 106.989014, 'z': -454.778351}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1432.437744, 'y': 107.498314, 'z': -306.098206}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 1241.997192, 'y': 176.650894, 'z': -654.709534}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1475.986694, 'y': 140.865723, 'z': -529.572815}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'bamboo_forest', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1380.145386, 'y': 115.210106, 'z': -471.591675}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1379.079468, 'y': 106.879082, 'z': -413.745148}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1331.241577, 'y': 128.973907, 'z': -553.467285}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1367.386841, 'y': 126.887573, 'z': -523.214661}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1465.274048, 'y': 133.598251, 'z': -502.052429}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1368.553345, 'y': 114.416733, 'z': -468.270386}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1511.75647, 'y': 134.904297, 'z': -512.660461}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1449.543457, 'y': 101.48288, 'z': -314.877167}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 1406.697021, 'y': 113.235809, 'z': -448.67572}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1341.508667, 'y': 113.851791, 'z': -474.056091}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1333.223022, 'y': 119.563057, 'z': -517.42395}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1365.198975, 'y': 138.026352, 'z': -591.303284}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1352.732178, 'y': 149.092514, 'z': -619.273865}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1154.021851, 'y': 119.58287, 'z': -600.629272}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 1394.359375, 'y': 130.772141, 'z': -757.060974}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 1381.136597, 'y': 106.879082, 'z': -411.542877}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1316.608276, 'y': 155.779419, 'z': -653.196106}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1480.255615, 'y': 110.424065, 'z': -422.152954}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1303.338745, 'y': 153.65448, 'z': -644.268677}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1325.348755, 'y': 157.88739, 'z': -657.598389}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1377.205444, 'y': 137.879929, 'z': -591.888428}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1308.912354, 'y': 149.390198, 'z': -626.373596}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1332.046631, 'y': 106.879082, 'z': -398.060059}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1230.351196, 'y': 179.54805, 'z': -673.04364}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1521.290894, 'y': 108.66172, 'z': -444.279968}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1491.920288, 'y': 144.671219, 'z': -544.103943}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'bamboo_forest', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1349.010986, 'y': 115.577126, 'z': -486.072632}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1410.120605, 'y': 118.421814, 'z': -470.392181}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1403.999756, 'y': 153.781525, 'z': -568.913635}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 1373.75293, 'y': 129.412857, 'z': -526.349365}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1475.795288, 'y': 101.5, 'z': -326.599487}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 1164.274902, 'y': 148.477081, 'z': -625.919006}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1320.530396, 'y': 110.50193, 'z': -474.454163}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1399.019775, 'y': 101.099998, 'z': -346.661102}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 1447.3573, 'y': 114.022804, 'z': -431.916473}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1345.764771, 'y': 107.337746, 'z': -386.52124}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1322.663208, 'y': 106.879082, 'z': -406.140533}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1324.09729, 'y': 166.158951, 'z': -689.147644}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 1311.123901, 'y': 152.03804, 'z': -638.575623}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1276.132324, 'y': 159.279037, 'z': -668.333801}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1474.746704, 'y': 131.701431, 'z': -498.007996}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1372.39856, 'y': 106.879082, 'z': -428.468597}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1426.420898, 'y': 103.21505, 'z': -380.218689}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1362.309937, 'y': 106.879082, 'z': -407.368286}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1254.832642, 'y': 109.261223, 'z': -515.623291}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1533.975342, 'y': 144.374527, 'z': -548.741455}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'bamboo_forest', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1288.550049, 'y': 144.888489, 'z': -605.602661}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1577.291992, 'y': 110.919785, 'z': -494.507324}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1359.885132, 'y': 106.879082, 'z': -421.443726}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1254.860352, 'y': 108.638199, 'z': -469.338196}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1357.297241, 'y': 116.921127, 'z': -500.486053}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1360.792236, 'y': 106.879082, 'z': -436.74118}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1298.174438, 'y': 154.426315, 'z': -644.572876}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1354.169556, 'y': 153.706879, 'z': -633.936646}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'bamboo_forest', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1344.408691, 'y': 163.369995, 'z': -668.362915}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1238.827026, 'y': 175.486084, 'z': -635.515625}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1477.118042, 'y': 137.543869, 'z': -509.263885}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1432.801636, 'y': 105.996292, 'z': -393.536072}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1436.358887, 'y': 101.735085, 'z': -364.966736}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 1452.826904, 'y': 122.649246, 'z': -466.715759}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1489.563354, 'y': 144.44664, 'z': -547.242432}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'bamboo_forest', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1475.29187, 'y': 143.078079, 'z': -546.499451}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'bamboo_forest', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1468.182007, 'y': 101.709213, 'z': -356.642029}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 1279.143066, 'y': 138.755081, 'z': -585.45697}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1515.469482, 'y': 153.867844, 'z': -603.788025}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1498.291992, 'y': 113.244247, 'z': -439.557251}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1289.874634, 'y': 116.472702, 'z': -531.904419}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1278.378052, 'y': 107.095375, 'z': -443.44986}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1409.896851, 'y': 114.288063, 'z': -450.816711}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1405.818359, 'y': 101.66893, 'z': -373.155243}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 1484.797485, 'y': 101.5, 'z': -344.308838}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 1429.238159, 'y': 139.148956, 'z': -552.648071}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1348.466919, 'y': 120.728157, 'z': -515.729797}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1399.943481, 'y': 122.425591, 'z': -492.10083}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1271.996582, 'y': 109.269325, 'z': -511.613373}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1560.716064, 'y': 106.150452, 'z': -461.498016}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1366.684692, 'y': 133.322815, 'z': -547.927185}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1273.416382, 'y': 107.45546, 'z': -419.74234}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1270.214844, 'y': 107.412674, 'z': -434.191254}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1375.182495, 'y': 122.444336, 'z': -510.012146}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1531.698486, 'y': 117.124603, 'z': -486.55545}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1286.365356, 'y': 151.655579, 'z': -622.829712}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1291.541138, 'y': 157.066711, 'z': -687.253601}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1380.079834, 'y': 107.730392, 'z': -383.33194}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1463.560425, 'y': 188.897095, 'z': -614.198608}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 1423.105225, 'y': 111.541763, 'z': -428.944489}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1521.481201, 'y': 123.666656, 'z': -496.942688}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1353.977539, 'y': 138.19632, 'z': -589.886536}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1359.960327, 'y': 107.278, 'z': -382.012756}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1485.546753, 'y': 101.5, 'z': -344.807343}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 1320.091797, 'y': 119.842804, 'z': -746.905884}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 1395.644775, 'y': 101.099998, 'z': -353.837982}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 1465.685425, 'y': 109.794502, 'z': -413.376129}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1231.887329, 'y': 177.125916, 'z': -652.603882}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1178.736084, 'y': 125.501999, 'z': -595.832886}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1209.140381, 'y': 176.676849, 'z': -629.626587}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1491.432617, 'y': 102.285324, 'z': -367.383026}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 1380.245483, 'y': 125.943619, 'z': -516.346436}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1466.239014, 'y': 101.512154, 'z': -327.239532}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 1475.253296, 'y': 114.203262, 'z': -433.081818}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1542.577271, 'y': 148.513641, 'z': -567.708069}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 3}
{'position': {'x': 1321.616455, 'y': 115.522331, 'z': -490.96048}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1310.48645, 'y': 110.097313, 'z': -478.258118}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1233.29895, 'y': 136.574951, 'z': -580.607361}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1373.836792, 'y': 114.050232, 'z': -466.282654}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1479.517456, 'y': 137.773727, 'z': -510.193909}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1311.614868, 'y': 121.389954, 'z': -529.204346}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1442.987671, 'y': 127.335426, 'z': -484.438751}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1324.374512, 'y': 106.879082, 'z': -418.836029}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1402.832031, 'y': 154.734192, 'z': -577.52356}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 3}
{'position': {'x': 1351.963013, 'y': 115.778915, 'z': -495.503754}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1364.872681, 'y': 113.888084, 'z': -467.375031}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1308.55835, 'y': 120.678482, 'z': -530.956848}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1251.253418, 'y': 136.784393, 'z': -553.460876}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1421.568726, 'y': 101.914078, 'z': -371.401459}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'riverside', 'substance': 'kawasuna', 'area_no': 3}
{'position': {'x': 1377.738525, 'y': 134.866409, 'z': -562.314697}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1395.153198, 'y': 136.052948, 'z': -532.028931}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1434.85022, 'y': 115.749306, 'z': -443.464081}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
{'position': {'x': 1299.500854, 'y': 106.93914, 'z': -412.140808}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 3}
