{'position': {'x': 529.604187, 'y': 27.0, 'z': -913.678772}, 'level_range': {'x': 42.0, 'y': 44.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 6}
{'position': {'x': 519.180969, 'y': 27.0, 'z': -1149.276001}, 'level_range': {'x': 40.0, 'y': 44.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 6}
{'position': {'x': 491.292786, 'y': 27.0, 'z': -1322.954956}, 'level_range': {'x': 40.0, 'y': 43.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 6}
{'position': {'x': 546.20282, 'y': 27.0, 'z': -1144.405029}, 'level_range': {'x': 40.0, 'y': 44.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 6}
{'position': {'x': 853.58728, 'y': 289.476898, 'z': -1386.566162}, 'level_range': {'x': 38.0, 'y': 41.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 565.929382, 'y': 27.0, 'z': -1338.049072}, 'level_range': {'x': 39.0, 'y': 43.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 6}
{'position': {'x': 551.836304, 'y': 27.0, 'z': -1339.10437}, 'level_range': {'x': 39.0, 'y': 43.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 6}
{'position': {'x': 535.229919, 'y': 27.0, 'z': -864.495361}, 'level_range': {'x': 42.0, 'y': 44.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 6}
{'position': {'x': 483.289825, 'y': 27.0, 'z': -1283.837769}, 'level_range': {'x': 40.0, 'y': 43.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 6}
{'position': {'x': 528.815369, 'y': 27.0, 'z': -974.383728}, 'level_range': {'x': 41.0, 'y': 44.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 6}
{'position': {'x': 506.174805, 'y': 27.0, 'z': -1138.010986}, 'level_range': {'x': 41.0, 'y': 44.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 6}
{'position': {'x': 483.568054, 'y': 27.0, 'z': -1198.193237}, 'level_range': {'x': 40.0, 'y': 44.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 6}
{'position': {'x': 514.063171, 'y': 27.0, 'z': -943.869568}, 'level_range': {'x': 42.0, 'y': 44.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 6}
{'position': {'x': 492.112366, 'y': 27.0, 'z': -1143.57605}, 'level_range': {'x': 41.0, 'y': 44.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 6}
{'position': {'x': 570.075562, 'y': 27.0, 'z': -1134.266968}, 'level_range': {'x': 40.0, 'y': 44.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 6}
{'position': {'x': 522.826477, 'y': 27.0, 'z': -1170.40564}, 'level_range': {'x': 40.0, 'y': 44.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 6}
{'position': {'x': 487.31189, 'y': 27.0, 'z': -1211.866211}, 'level_range': {'x': 40.0, 'y': 44.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 6}
{'position': {'x': 492.85495, 'y': 27.0, 'z': -1033.360229}, 'level_range': {'x': 41.0, 'y': 44.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 6}
{'position': {'x': 556.028442, 'y': 27.0, 'z': -914.751709}, 'level_range': {'x': 42.0, 'y': 44.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 6}
{'position': {'x': 503.502441, 'y': 27.0, 'z': -1049.343872}, 'level_range': {'x': 41.0, 'y': 44.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 6}
{'position': {'x': 514.232544, 'y': 27.0, 'z': -1371.974976}, 'level_range': {'x': 39.0, 'y': 43.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 6}
{'position': {'x': 528.825012, 'y': 27.0, 'z': -1037.309937}, 'level_range': {'x': 41.0, 'y': 44.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 6}
{'position': {'x': 544.33606, 'y': 27.0, 'z': -1093.412354}, 'level_range': {'x': 41.0, 'y': 44.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 6}
{'position': {'x': 531.280823, 'y': 27.0, 'z': -880.558105}, 'level_range': {'x': 42.0, 'y': 44.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 6}
{'position': {'x': 538.527405, 'y': 27.0, 'z': -983.467041}, 'level_range': {'x': 41.0, 'y': 44.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 6}
{'position': {'x': 517.92981, 'y': 27.0, 'z': -1113.3573}, 'level_range': {'x': 41.0, 'y': 44.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 6}
{'position': {'x': 504.810089, 'y': 27.0, 'z': -1177.922241}, 'level_range': {'x': 40.0, 'y': 44.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 6}
{'position': {'x': 503.70871, 'y': 27.0, 'z': -1115.306152}, 'level_range': {'x': 41.0, 'y': 44.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 6}
{'position': {'x': 521.026001, 'y': 27.0, 'z': -1219.897583}, 'level_range': {'x': 40.0, 'y': 43.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 6}
{'position': {'x': 505.336639, 'y': 27.0, 'z': -1071.170776}, 'level_range': {'x': 41.0, 'y': 44.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 6}
{'position': {'x': 529.098694, 'y': 27.0, 'z': -961.324646}, 'level_range': {'x': 42.0, 'y': 44.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 6}
{'position': {'x': 503.105103, 'y': 27.0, 'z': -1381.450928}, 'level_range': {'x': 39.0, 'y': 43.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 6}
{'position': {'x': 664.885498, 'y': 296.069092, 'z': -1013.44989}, 'level_range': {'x': 41.0, 'y': 44.0}, 'biome': 'flower', 'substance': 'shiba_kare', 'area_no': 6}
{'position': {'x': 714.63916, 'y': 298.26651, 'z': -1009.215576}, 'level_range': {'x': 41.0, 'y': 44.0}, 'biome': 'flower', 'substance': 'shiba_kare', 'area_no': 6}
{'position': {'x': 824.132385, 'y': 299.79248, 'z': -1221.959351}, 'level_range': {'x': 39.0, 'y': 42.0}, 'biome': 'flower', 'substance': 'shiba_kare', 'area_no': 6}
{'position': {'x': 885.152649, 'y': 300.006104, 'z': -1218.752686}, 'level_range': {'x': 38.0, 'y': 42.0}, 'biome': 'flower', 'substance': 'shiba_kare', 'area_no': 6}
{'position': {'x': 893.250488, 'y': 300.647034, 'z': -1190.559448}, 'level_range': {'x': 38.0, 'y': 42.0}, 'biome': 'flower', 'substance': 'shiba_kare', 'area_no': 6}
{'position': {'x': 906.734375, 'y': 300.280792, 'z': -1156.628906}, 'level_range': {'x': 39.0, 'y': 42.0}, 'biome': 'flower', 'substance': 'shiba_kare', 'area_no': 6}
{'position': {'x': 922.456299, 'y': 300.921692, 'z': -1203.094727}, 'level_range': {'x': 38.0, 'y': 42.0}, 'biome': 'flower', 'substance': 'shiba_kare', 'area_no': 6}
{'position': {'x': 873.026855, 'y': 300.280792, 'z': -1004.979614}, 'level_range': {'x': 40.0, 'y': 43.0}, 'biome': 'flower', 'substance': 'shiba_kare', 'area_no': 6}
{'position': {'x': 934.494751, 'y': 300.280792, 'z': -1133.271484}, 'level_range': {'x': 39.0, 'y': 42.0}, 'biome': 'flower', 'substance': 'shiba_kare', 'area_no': 6}
{'position': {'x': 938.428589, 'y': 300.402863, 'z': -1019.943481}, 'level_range': {'x': 39.0, 'y': 43.0}, 'biome': 'town', 'substance': 'shiba_kare', 'area_no': 6}
{'position': {'x': 997.722229, 'y': 323.658661, 'z': -1077.629883}, 'level_range': {'x': 38.0, 'y': 42.0}, 'biome': 'flower', 'substance': 'shiba_kare', 'area_no': 6}
{'position': {'x': 1047.041016, 'y': 337.85022, 'z': -1044.064453}, 'level_range': {'x': 38.0, 'y': 42.0}, 'biome': 'flower', 'substance': 'shiba_kare', 'area_no': 6}
{'position': {'x': 925.094116, 'y': 216.01358, 'z': -1254.579102}, 'level_range': {'x': 37.0, 'y': 41.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 900.09375, 'y': 237.756638, 'z': -1007.25946}, 'level_range': {'x': 41.0, 'y': 44.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 852.976807, 'y': 214.822464, 'z': -1114.946289}, 'level_range': {'x': 40.0, 'y': 44.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 921.447266, 'y': 268.204956, 'z': -1089.076416}, 'level_range': {'x': 39.0, 'y': 43.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 724.69696, 'y': 259.924652, 'z': -1170.349487}, 'level_range': {'x': 41.0, 'y': 44.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 774.256714, 'y': 218.36734, 'z': -1269.105103}, 'level_range': {'x': 39.0, 'y': 42.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 935.662842, 'y': 230.169006, 'z': -1163.79541}, 'level_range': {'x': 38.0, 'y': 42.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 863.12262, 'y': 211.964127, 'z': -1345.00708}, 'level_range': {'x': 37.0, 'y': 41.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 787.482056, 'y': 218.468079, 'z': -1248.451782}, 'level_range': {'x': 39.0, 'y': 43.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 838.458374, 'y': 213.244476, 'z': -1290.234863}, 'level_range': {'x': 38.0, 'y': 42.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 814.605408, 'y': 199.992905, 'z': -1357.318115}, 'level_range': {'x': 38.0, 'y': 41.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 728.588501, 'y': 258.928558, 'z': -1195.934814}, 'level_range': {'x': 40.0, 'y': 44.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 892.573486, 'y': 213.564651, 'z': -1272.937378}, 'level_range': {'x': 38.0, 'y': 41.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 747.371277, 'y': 231.796524, 'z': -1188.094116}, 'level_range': {'x': 40.0, 'y': 44.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 798.417236, 'y': 244.717209, 'z': -1188.145386}, 'level_range': {'x': 40.0, 'y': 43.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 960.058411, 'y': 206.306549, 'z': -1383.485718}, 'level_range': {'x': 37.0, 'y': 39.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 734.60791, 'y': 221.598618, 'z': -1282.630859}, 'level_range': {'x': 39.0, 'y': 43.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 778.212219, 'y': 201.044342, 'z': -1334.16394}, 'level_range': {'x': 38.0, 'y': 42.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 881.107239, 'y': 238.068405, 'z': -1219.630615}, 'level_range': {'x': 38.0, 'y': 42.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 706.022888, 'y': 279.804138, 'z': -1133.465576}, 'level_range': {'x': 41.0, 'y': 44.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 889.285522, 'y': 236.825912, 'z': -1182.541138}, 'level_range': {'x': 39.0, 'y': 42.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 839.421875, 'y': 212.214462, 'z': -1316.727051}, 'level_range': {'x': 38.0, 'y': 41.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 741.721008, 'y': 231.975525, 'z': -1185.608276}, 'level_range': {'x': 40.0, 'y': 44.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 921.575317, 'y': 202.89415, 'z': -1216.733765}, 'level_range': {'x': 38.0, 'y': 41.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 971.147949, 'y': 265.071655, 'z': -1057.317871}, 'level_range': {'x': 39.0, 'y': 43.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 997.791626, 'y': 205.220566, 'z': -1284.751343}, 'level_range': {'x': 37.0, 'y': 40.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 758.916016, 'y': 219.534576, 'z': -1220.902466}, 'level_range': {'x': 40.0, 'y': 43.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 776.100525, 'y': 205.298615, 'z': -1164.569946}, 'level_range': {'x': 40.0, 'y': 44.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 824.753113, 'y': 242.578934, 'z': -1216.08606}, 'level_range': {'x': 39.0, 'y': 43.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 929.814026, 'y': 219.155609, 'z': -1269.650391}, 'level_range': {'x': 37.0, 'y': 41.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 762.724304, 'y': 232.292374, 'z': -1164.01123}, 'level_range': {'x': 40.0, 'y': 44.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 933.514587, 'y': 266.180725, 'z': -1031.885498}, 'level_range': {'x': 40.0, 'y': 43.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 781.890686, 'y': 251.950089, 'z': -1200.060303}, 'level_range': {'x': 40.0, 'y': 43.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 974.385498, 'y': 265.622498, 'z': -1050.332275}, 'level_range': {'x': 39.0, 'y': 43.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 981.880798, 'y': 267.03302, 'z': -1137.187622}, 'level_range': {'x': 38.0, 'y': 42.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 958.732239, 'y': 206.802704, 'z': -1356.662964}, 'level_range': {'x': 37.0, 'y': 39.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 788.781738, 'y': 250.027542, 'z': -1193.448975}, 'level_range': {'x': 40.0, 'y': 43.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 784.756348, 'y': 224.987503, 'z': -1180.899414}, 'level_range': {'x': 40.0, 'y': 43.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 909.550964, 'y': 211.99501, 'z': -1330.313599}, 'level_range': {'x': 37.0, 'y': 40.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 891.32312, 'y': 235.522598, 'z': -1222.17749}, 'level_range': {'x': 38.0, 'y': 42.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 851.233459, 'y': 213.085098, 'z': -1296.940063}, 'level_range': {'x': 38.0, 'y': 41.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 990.490784, 'y': 228.822327, 'z': -1252.528809}, 'level_range': {'x': 37.0, 'y': 40.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 903.121765, 'y': 229.247589, 'z': -1113.0354}, 'level_range': {'x': 39.0, 'y': 43.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 868.199829, 'y': 200.222885, 'z': -1361.039429}, 'level_range': {'x': 37.0, 'y': 40.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 913.346313, 'y': 225.082916, 'z': -1067.583984}, 'level_range': {'x': 40.0, 'y': 43.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 911.71991, 'y': 212.405609, 'z': -1253.336426}, 'level_range': {'x': 38.0, 'y': 41.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 750.171021, 'y': 224.882324, 'z': -1242.633423}, 'level_range': {'x': 40.0, 'y': 43.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 995.080933, 'y': 205.21846, 'z': -1300.18396}, 'level_range': {'x': 37.0, 'y': 39.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 878.375671, 'y': 211.803955, 'z': -1354.503784}, 'level_range': {'x': 37.0, 'y': 40.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 903.840942, 'y': 238.749939, 'z': -1171.884766}, 'level_range': {'x': 39.0, 'y': 42.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 912.248291, 'y': 212.168259, 'z': -1320.363525}, 'level_range': {'x': 37.0, 'y': 40.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 922.813538, 'y': 200.008148, 'z': -1373.166626}, 'level_range': {'x': 37.0, 'y': 40.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 985.798645, 'y': 221.488617, 'z': -1230.060181}, 'level_range': {'x': 37.0, 'y': 40.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 930.460754, 'y': 215.657501, 'z': -1260.278076}, 'level_range': {'x': 37.0, 'y': 41.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 740.619507, 'y': 232.90712, 'z': -1164.787354}, 'level_range': {'x': 41.0, 'y': 44.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 914.357178, 'y': 200.529785, 'z': -1413.285034}, 'level_range': {'x': 37.0, 'y': 39.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 722.588196, 'y': 278.758972, 'z': -1166.033813}, 'level_range': {'x': 41.0, 'y': 44.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 908.851929, 'y': 238.225418, 'z': -1166.869507}, 'level_range': {'x': 39.0, 'y': 42.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 963.911499, 'y': 267.913574, 'z': -1067.477295}, 'level_range': {'x': 39.0, 'y': 43.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 957.300232, 'y': 210.004776, 'z': -1271.923584}, 'level_range': {'x': 37.0, 'y': 40.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 970.485901, 'y': 266.743225, 'z': -1146.812622}, 'level_range': {'x': 38.0, 'y': 42.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 869.977661, 'y': 238.914627, 'z': -1186.998779}, 'level_range': {'x': 39.0, 'y': 42.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 972.27063, 'y': 201.379517, 'z': -1226.65271}, 'level_range': {'x': 37.0, 'y': 41.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 1000.650513, 'y': 206.715851, 'z': -1320.653564}, 'level_range': {'x': 37.0, 'y': 39.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 770.629395, 'y': 254.876205, 'z': -1211.945679}, 'level_range': {'x': 40.0, 'y': 43.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 1005.655945, 'y': 208.620605, 'z': -1287.265381}, 'level_range': {'x': 37.0, 'y': 39.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 937.82489, 'y': 215.470642, 'z': -1325.817139}, 'level_range': {'x': 37.0, 'y': 40.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 1015.893799, 'y': 222.178223, 'z': -1238.82019}, 'level_range': {'x': 37.0, 'y': 40.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 737.263977, 'y': 224.914413, 'z': -1247.590454}, 'level_range': {'x': 40.0, 'y': 43.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 962.392761, 'y': 232.71936, 'z': -1161.053955}, 'level_range': {'x': 38.0, 'y': 42.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 983.752869, 'y': 205.193115, 'z': -1308.454346}, 'level_range': {'x': 37.0, 'y': 39.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 747.800598, 'y': 236.1548, 'z': -1171.092896}, 'level_range': {'x': 40.0, 'y': 44.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 954.295044, 'y': 226.43837, 'z': -1246.50647}, 'level_range': {'x': 37.0, 'y': 41.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 943.923523, 'y': 211.542419, 'z': -1241.662842}, 'level_range': {'x': 37.0, 'y': 41.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 939.468994, 'y': 206.611267, 'z': -1216.807739}, 'level_range': {'x': 38.0, 'y': 41.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 979.348511, 'y': 266.360565, 'z': -1043.80481}, 'level_range': {'x': 39.0, 'y': 43.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 992.712402, 'y': 229.420441, 'z': -1270.879395}, 'level_range': {'x': 37.0, 'y': 40.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 899.589233, 'y': 236.282028, 'z': -1174.243896}, 'level_range': {'x': 39.0, 'y': 42.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 917.520325, 'y': 268.672394, 'z': -1107.237915}, 'level_range': {'x': 39.0, 'y': 43.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 768.919617, 'y': 218.750916, 'z': -1306.239502}, 'level_range': {'x': 39.0, 'y': 42.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 858.642944, 'y': 216.425339, 'z': -1105.317993}, 'level_range': {'x': 40.0, 'y': 44.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 938.968994, 'y': 210.930588, 'z': -1339.93811}, 'level_range': {'x': 37.0, 'y': 40.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 932.270874, 'y': 199.342072, 'z': -1395.072754}, 'level_range': {'x': 37.0, 'y': 39.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 842.543213, 'y': 212.327103, 'z': -1310.512573}, 'level_range': {'x': 38.0, 'y': 41.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 978.191772, 'y': 266.643738, 'z': -1146.968872}, 'level_range': {'x': 38.0, 'y': 41.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 778.594788, 'y': 205.011475, 'z': -1129.44458}, 'level_range': {'x': 41.0, 'y': 44.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 799.470581, 'y': 218.280029, 'z': -1265.346924}, 'level_range': {'x': 39.0, 'y': 42.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 1020.957336, 'y': 222.616867, 'z': -1209.094971}, 'level_range': {'x': 37.0, 'y': 40.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 833.279053, 'y': 199.488892, 'z': -1363.656494}, 'level_range': {'x': 37.0, 'y': 41.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 873.236572, 'y': 199.259003, 'z': -1389.016235}, 'level_range': {'x': 37.0, 'y': 40.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 810.97229, 'y': 210.740112, 'z': -1332.844238}, 'level_range': {'x': 38.0, 'y': 41.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 922.845581, 'y': 264.558655, 'z': -1058.990356}, 'level_range': {'x': 40.0, 'y': 43.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 817.71167, 'y': 211.154922, 'z': -1322.317871}, 'level_range': {'x': 38.0, 'y': 41.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 793.876404, 'y': 200.117661, 'z': -1339.645508}, 'level_range': {'x': 38.0, 'y': 41.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 909.015442, 'y': 202.450943, 'z': -1223.414429}, 'level_range': {'x': 38.0, 'y': 41.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 770.52002, 'y': 251.31134, 'z': -1176.101196}, 'level_range': {'x': 40.0, 'y': 44.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 833.270447, 'y': 242.473633, 'z': -1222.792358}, 'level_range': {'x': 39.0, 'y': 42.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 871.885376, 'y': 215.401947, 'z': -1110.005493}, 'level_range': {'x': 40.0, 'y': 43.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 919.053528, 'y': 267.287109, 'z': -1152.871582}, 'level_range': {'x': 39.0, 'y': 42.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 969.681213, 'y': 268.153748, 'z': -1118.1073}, 'level_range': {'x': 38.0, 'y': 42.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 787.478638, 'y': 203.216537, 'z': -1334.811279}, 'level_range': {'x': 38.0, 'y': 42.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 834.62854, 'y': 199.260223, 'z': -1373.089966}, 'level_range': {'x': 37.0, 'y': 41.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 875.781555, 'y': 236.763245, 'z': -1194.97937}, 'level_range': {'x': 39.0, 'y': 42.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 695.430298, 'y': 224.938263, 'z': -1256.489014}, 'level_range': {'x': 40.0, 'y': 43.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 967.312134, 'y': 201.464157, 'z': -1256.145386}, 'level_range': {'x': 37.0, 'y': 40.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 779.006836, 'y': 230.871307, 'z': -1134.824707}, 'level_range': {'x': 41.0, 'y': 44.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
{'position': {'x': 851.625244, 'y': 214.147522, 'z': -1278.191895}, 'level_range': {'x': 38.0, 'y': 42.0}, 'biome': 'cave', 'substance': 'shiba', 'area_no': 6}
