{'position': {'x': 3348.127197, 'y': 140.944672, 'z': -3218.058838}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3572.365723, 'y': 166.605621, 'z': -3534.561035}, 'level_range': {'x': 29.0, 'y': 32.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3285.185547, 'y': 167.340927, 'z': -3442.971924}, 'level_range': {'x': 28.0, 'y': 31.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3303.921143, 'y': 142.823074, 'z': -3294.23291}, 'level_range': {'x': 25.0, 'y': 29.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3421.39209, 'y': 163.408096, 'z': -3349.29541}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3473.98584, 'y': 165.056931, 'z': -3431.10791}, 'level_range': {'x': 27.0, 'y': 31.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3201.225586, 'y': 162.69548, 'z': -3439.58374}, 'level_range': {'x': 28.0, 'y': 31.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 13}
{'position': {'x': 3307.486084, 'y': 160.132889, 'z': -3412.451904}, 'level_range': {'x': 27.0, 'y': 31.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 13}
{'position': {'x': 3248.558105, 'y': 144.139572, 'z': -3238.161621}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3173.187988, 'y': 144.336594, 'z': -3292.89209}, 'level_range': {'x': 25.0, 'y': 29.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3441.95874, 'y': 166.216827, 'z': -3463.545654}, 'level_range': {'x': 28.0, 'y': 32.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3209.306885, 'y': 146.377274, 'z': -3323.407715}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3323.759033, 'y': 148.903091, 'z': -3196.522949}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3394.997803, 'y': 165.147461, 'z': -3580.03833}, 'level_range': {'x': 30.0, 'y': 32.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3424.529297, 'y': 164.886658, 'z': -3366.0271}, 'level_range': {'x': 26.0, 'y': 30.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3387.131592, 'y': 158.162354, 'z': -3409.628418}, 'level_range': {'x': 27.0, 'y': 31.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 13}
{'position': {'x': 3234.250732, 'y': 166.344742, 'z': -3392.042725}, 'level_range': {'x': 27.0, 'y': 30.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3397.252441, 'y': 164.481201, 'z': -3490.281738}, 'level_range': {'x': 29.0, 'y': 32.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 13}
{'position': {'x': 3293.268311, 'y': 164.887634, 'z': -3368.72998}, 'level_range': {'x': 26.0, 'y': 30.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3314.267334, 'y': 146.876129, 'z': -3319.328369}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3457.713135, 'y': 156.41864, 'z': -3394.598145}, 'level_range': {'x': 27.0, 'y': 30.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 13}
{'position': {'x': 3316.182861, 'y': 143.164124, 'z': -3299.499023}, 'level_range': {'x': 25.0, 'y': 29.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3294.883057, 'y': 167.183029, 'z': -3442.273193}, 'level_range': {'x': 28.0, 'y': 31.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3207.498779, 'y': 161.771088, 'z': -3372.943848}, 'level_range': {'x': 27.0, 'y': 30.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3307.480225, 'y': 165.361267, 'z': -3459.418213}, 'level_range': {'x': 28.0, 'y': 32.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3278.306641, 'y': 139.580093, 'z': -3229.985107}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3203.404785, 'y': 164.988098, 'z': -3426.213623}, 'level_range': {'x': 28.0, 'y': 31.0}, 'biome': 'riverside', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3301.351074, 'y': 148.191055, 'z': -3160.454102}, 'level_range': {'x': 25.0, 'y': 27.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3366.380371, 'y': 164.763687, 'z': -3590.656982}, 'level_range': {'x': 30.0, 'y': 32.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3314.357666, 'y': 164.544968, 'z': -3476.356445}, 'level_range': {'x': 29.0, 'y': 32.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3424.820068, 'y': 169.065598, 'z': -3484.623291}, 'level_range': {'x': 29.0, 'y': 32.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3351.768066, 'y': 156.040482, 'z': -3149.678955}, 'level_range': {'x': 25.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 13}
{'position': {'x': 3276.821533, 'y': 165.018616, 'z': -3477.027832}, 'level_range': {'x': 29.0, 'y': 32.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3360.233643, 'y': 135.893463, 'z': -3251.095703}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3455.779297, 'y': 160.91069, 'z': -3501.550537}, 'level_range': {'x': 29.0, 'y': 32.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3528.023438, 'y': 165.565262, 'z': -3545.515137}, 'level_range': {'x': 30.0, 'y': 32.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3351.144775, 'y': 158.275787, 'z': -3328.946045}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3285.64209, 'y': 165.662521, 'z': -3467.220947}, 'level_range': {'x': 28.0, 'y': 32.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3356.634033, 'y': 150.327988, 'z': -3180.797607}, 'level_range': {'x': 25.0, 'y': 27.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3307.222168, 'y': 148.290939, 'z': -3171.380371}, 'level_range': {'x': 25.0, 'y': 27.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3474.527588, 'y': 164.251999, 'z': -3508.804688}, 'level_range': {'x': 29.0, 'y': 32.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3465.78418, 'y': 156.22406, 'z': -3391.658691}, 'level_range': {'x': 27.0, 'y': 30.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 13}
{'position': {'x': 3259.137695, 'y': 165.018616, 'z': -3442.729248}, 'level_range': {'x': 28.0, 'y': 31.0}, 'biome': 'riverside', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3370.72583, 'y': 170.422272, 'z': -3522.616943}, 'level_range': {'x': 29.0, 'y': 32.0}, 'biome': 'flower', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3422.885254, 'y': 157.258377, 'z': -3397.135498}, 'level_range': {'x': 27.0, 'y': 30.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 13}
{'position': {'x': 3202.7771, 'y': 141.984741, 'z': -3262.952881}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3294.413086, 'y': 148.765747, 'z': -3150.723145}, 'level_range': {'x': 25.0, 'y': 27.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3189.138428, 'y': 164.65918, 'z': -3413.055908}, 'level_range': {'x': 27.0, 'y': 31.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3350.329102, 'y': 165.243744, 'z': -3499.936523}, 'level_range': {'x': 29.0, 'y': 32.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3366.190674, 'y': 166.785065, 'z': -3569.987305}, 'level_range': {'x': 30.0, 'y': 32.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3386.39624, 'y': 165.316086, 'z': -3568.338135}, 'level_range': {'x': 30.0, 'y': 32.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3396.624023, 'y': 157.915146, 'z': -3406.260986}, 'level_range': {'x': 27.0, 'y': 31.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 13}
{'position': {'x': 3156.94458, 'y': 146.993958, 'z': -3335.958496}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3234.05957, 'y': 145.460175, 'z': -3266.287598}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3215.143555, 'y': 164.184052, 'z': -3382.234619}, 'level_range': {'x': 27.0, 'y': 30.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3390.389404, 'y': 157.828201, 'z': -3306.327881}, 'level_range': {'x': 25.0, 'y': 29.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3224.707275, 'y': 165.404266, 'z': -3418.290771}, 'level_range': {'x': 27.0, 'y': 31.0}, 'biome': 'riverside', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3190.637207, 'y': 147.313232, 'z': -3320.599609}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3159.320068, 'y': 150.691086, 'z': -3352.649902}, 'level_range': {'x': 26.0, 'y': 30.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3168.775879, 'y': 154.470901, 'z': -3363.604736}, 'level_range': {'x': 26.0, 'y': 30.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3243.108887, 'y': 143.072159, 'z': -3253.427979}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3277.867432, 'y': 144.134155, 'z': -3313.090332}, 'level_range': {'x': 25.0, 'y': 29.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3525.512451, 'y': 166.281143, 'z': -3463.763428}, 'level_range': {'x': 28.0, 'y': 31.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3410.460693, 'y': 164.933151, 'z': -3361.953613}, 'level_range': {'x': 26.0, 'y': 30.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3510.78418, 'y': 167.255264, 'z': -3520.578857}, 'level_range': {'x': 29.0, 'y': 32.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3213.855469, 'y': 164.959381, 'z': -3394.601318}, 'level_range': {'x': 27.0, 'y': 31.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3379.779541, 'y': 164.988098, 'z': -3434.401611}, 'level_range': {'x': 28.0, 'y': 31.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3172.187256, 'y': 147.848984, 'z': -3328.100098}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3206.984131, 'y': 144.9758, 'z': -3314.510986}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3290.626953, 'y': 164.847641, 'z': -3484.78125}, 'level_range': {'x': 29.0, 'y': 32.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3250.421387, 'y': 144.674164, 'z': -3324.209473}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3266.067139, 'y': 139.941544, 'z': -3221.801025}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3432.900146, 'y': 165.018616, 'z': -3373.371094}, 'level_range': {'x': 26.0, 'y': 30.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3540.937256, 'y': 165.018616, 'z': -3502.856445}, 'level_range': {'x': 29.0, 'y': 32.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3388.187988, 'y': 161.982925, 'z': -3336.188477}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3228.095215, 'y': 166.060059, 'z': -3407.491211}, 'level_range': {'x': 27.0, 'y': 31.0}, 'biome': 'riverside', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3210.100586, 'y': 162.552429, 'z': -3447.069824}, 'level_range': {'x': 28.0, 'y': 31.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 13}
{'position': {'x': 3188.893066, 'y': 143.52684, 'z': -3297.69043}, 'level_range': {'x': 25.0, 'y': 29.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3465.322021, 'y': 164.734543, 'z': -3435.411621}, 'level_range': {'x': 27.0, 'y': 31.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3317.752686, 'y': 166.102402, 'z': -3530.55542}, 'level_range': {'x': 29.0, 'y': 32.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3258.648926, 'y': 165.425568, 'z': -3380.701416}, 'level_range': {'x': 27.0, 'y': 30.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3284.487061, 'y': 160.70253, 'z': -3418.999023}, 'level_range': {'x': 27.0, 'y': 31.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 13}
{'position': {'x': 3369.802246, 'y': 157.586868, 'z': -3311.490234}, 'level_range': {'x': 25.0, 'y': 29.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3302.989258, 'y': 166.473679, 'z': -3500.379639}, 'level_range': {'x': 29.0, 'y': 32.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3427.078613, 'y': 164.866013, 'z': -3546.837646}, 'level_range': {'x': 30.0, 'y': 32.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3383.170898, 'y': 172.158234, 'z': -3514.682617}, 'level_range': {'x': 29.0, 'y': 32.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3405.391113, 'y': 166.313705, 'z': -3543.405518}, 'level_range': {'x': 30.0, 'y': 32.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3324.3396, 'y': 159.681656, 'z': -3403.448486}, 'level_range': {'x': 27.0, 'y': 31.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 13}
{'position': {'x': 3261.659668, 'y': 165.663055, 'z': -3494.815918}, 'level_range': {'x': 29.0, 'y': 32.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3301.666504, 'y': 160.279755, 'z': -3413.369141}, 'level_range': {'x': 27.0, 'y': 31.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 13}
{'position': {'x': 3320.670898, 'y': 143.234741, 'z': -3208.584961}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3404.188232, 'y': 162.78476, 'z': -3342.942871}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3381.906006, 'y': 163.265533, 'z': -3348.48999}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3316.044922, 'y': 160.374649, 'z': -3350.136963}, 'level_range': {'x': 26.0, 'y': 30.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3220.469971, 'y': 146.769821, 'z': -3293.700439}, 'level_range': {'x': 25.0, 'y': 29.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3406.529297, 'y': 164.864288, 'z': -3442.662842}, 'level_range': {'x': 28.0, 'y': 31.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3277.277832, 'y': 139.382294, 'z': -3255.010986}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3489.04248, 'y': 164.379745, 'z': -3466.573486}, 'level_range': {'x': 28.0, 'y': 32.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3345.799805, 'y': 164.88533, 'z': -3370.905029}, 'level_range': {'x': 26.0, 'y': 30.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3446.087158, 'y': 161.875229, 'z': -3511.667725}, 'level_range': {'x': 29.0, 'y': 32.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3528.010254, 'y': 164.866013, 'z': -3450.689941}, 'level_range': {'x': 28.0, 'y': 31.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3392.79126, 'y': 161.446152, 'z': -3331.285156}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3265.997314, 'y': 165.018616, 'z': -3478.028809}, 'level_range': {'x': 29.0, 'y': 32.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3194.414551, 'y': 158.462967, 'z': -3364.240234}, 'level_range': {'x': 26.0, 'y': 30.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3394.064697, 'y': 164.83754, 'z': -3591.638184}, 'level_range': {'x': 30.0, 'y': 32.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3436.508789, 'y': 164.98555, 'z': -3414.013184}, 'level_range': {'x': 27.0, 'y': 31.0}, 'biome': 'riverside', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3300.091553, 'y': 147.832169, 'z': -3166.247314}, 'level_range': {'x': 25.0, 'y': 27.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3318.720703, 'y': 142.617645, 'z': -3210.903076}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3252.336914, 'y': 141.57692, 'z': -3223.480713}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3265.32251, 'y': 141.446671, 'z': -3210.636719}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3245.748535, 'y': 164.988098, 'z': -3471.657471}, 'level_range': {'x': 28.0, 'y': 32.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3451.059814, 'y': 165.362503, 'z': -3442.532959}, 'level_range': {'x': 28.0, 'y': 31.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3275.362793, 'y': 139.3806, 'z': -3248.941406}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3342.383789, 'y': 138.080566, 'z': -3281.187988}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3261.403076, 'y': 143.828186, 'z': -3310.115479}, 'level_range': {'x': 25.0, 'y': 29.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3319.723877, 'y': 166.234467, 'z': -3497.081055}, 'level_range': {'x': 29.0, 'y': 32.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3393.703369, 'y': 162.493225, 'z': -3339.905518}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3298.581543, 'y': 139.536041, 'z': -3228.796143}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3385.581055, 'y': 164.615433, 'z': -3437.389893}, 'level_range': {'x': 28.0, 'y': 31.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3376.761719, 'y': 164.988098, 'z': -3434.54834}, 'level_range': {'x': 28.0, 'y': 31.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3411.354736, 'y': 165.215942, 'z': -3450.496338}, 'level_range': {'x': 28.0, 'y': 31.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3415.206299, 'y': 159.468277, 'z': -3323.022461}, 'level_range': {'x': 25.0, 'y': 29.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3294.63208, 'y': 145.338318, 'z': -3312.560547}, 'level_range': {'x': 25.0, 'y': 29.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3330.679199, 'y': 166.502914, 'z': -3522.541992}, 'level_range': {'x': 29.0, 'y': 32.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3515.61084, 'y': 165.822632, 'z': -3480.862305}, 'level_range': {'x': 28.0, 'y': 32.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3257.059326, 'y': 143.71991, 'z': -3233.888672}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3358.663086, 'y': 168.460846, 'z': -3546.591553}, 'level_range': {'x': 30.0, 'y': 32.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3329.940186, 'y': 150.386185, 'z': -3179.938232}, 'level_range': {'x': 25.0, 'y': 27.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3162.317139, 'y': 164.603806, 'z': -3404.154053}, 'level_range': {'x': 27.0, 'y': 31.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3282.0, 'y': 144.075272, 'z': -3190.128174}, 'level_range': {'x': 25.0, 'y': 27.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3210.117188, 'y': 142.96138, 'z': -3247.742432}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3366.508301, 'y': 162.147064, 'z': -3345.205322}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3489.311768, 'y': 164.988098, 'z': -3420.985107}, 'level_range': {'x': 27.0, 'y': 31.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3430.941406, 'y': 157.064087, 'z': -3400.218018}, 'level_range': {'x': 27.0, 'y': 30.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 13}
{'position': {'x': 3235.912598, 'y': 165.58992, 'z': -3382.70752}, 'level_range': {'x': 27.0, 'y': 30.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3477.904297, 'y': 165.018616, 'z': -3427.216797}, 'level_range': {'x': 27.0, 'y': 31.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3371.269043, 'y': 172.007141, 'z': -3513.432861}, 'level_range': {'x': 29.0, 'y': 32.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3372.726074, 'y': 164.8181, 'z': -3583.532471}, 'level_range': {'x': 30.0, 'y': 32.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3318.475586, 'y': 166.343552, 'z': -3389.905518}, 'level_range': {'x': 27.0, 'y': 30.0}, 'biome': 'riverside', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3283.285156, 'y': 170.382339, 'z': -3456.652832}, 'level_range': {'x': 28.0, 'y': 32.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3353.298096, 'y': 160.043213, 'z': -3337.861328}, 'level_range': {'x': 26.0, 'y': 29.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3243.634033, 'y': 164.988098, 'z': -3476.088379}, 'level_range': {'x': 28.0, 'y': 32.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3363.25293, 'y': 164.481201, 'z': -3502.078125}, 'level_range': {'x': 29.0, 'y': 32.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 13}
{'position': {'x': 3336.156006, 'y': 139.420502, 'z': -3223.846191}, 'level_range': {'x': 25.0, 'y': 28.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3320.370605, 'y': 150.528656, 'z': -3179.519043}, 'level_range': {'x': 25.0, 'y': 27.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3412.317871, 'y': 156.626358, 'z': -3301.525146}, 'level_range': {'x': 25.0, 'y': 29.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 13}
{'position': {'x': 3319.578857, 'y': 150.294113, 'z': -3174.653809}, 'level_range': {'x': 25.0, 'y': 27.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3431.564697, 'y': 164.89653, 'z': -3423.062744}, 'level_range': {'x': 27.0, 'y': 31.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3239.623047, 'y': 143.746704, 'z': -3302.578613}, 'level_range': {'x': 25.0, 'y': 29.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
{'position': {'x': 3405.099854, 'y': 166.114838, 'z': -3583.384033}, 'level_range': {'x': 30.0, 'y': 32.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 13}
