{'position': {'x': 645.118103, 'y': 308.577362, 'z': -2312.565186}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 697.077271, 'y': 318.318176, 'z': -2181.72876}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 875.620972, 'y': 231.430267, 'z': -1715.164551}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1135.290161, 'y': 182.360703, 'z': -1916.570557}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 708.378052, 'y': 200.607437, 'z': -1747.664063}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 9}
{'position': {'x': 1395.209839, 'y': 151.828827, 'z': -2009.084229}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1682.329468, 'y': 186.335114, 'z': -2875.897461}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1147.516846, 'y': 262.485016, 'z': -2322.658936}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1421.096802, 'y': 151.080017, 'z': -2004.910767}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1200.543335, 'y': 258.397858, 'z': -2345.312988}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1419.285278, 'y': 150.956512, 'z': -1934.176758}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 948.36792, 'y': 212.583481, 'z': -1639.605713}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 667.91748, 'y': 205.383209, 'z': -1861.283691}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 999.858398, 'y': 196.171249, 'z': -2142.337158}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 9}
{'position': {'x': 1337.901367, 'y': 157.146973, 'z': -2052.305176}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 698.996765, 'y': 246.627975, 'z': -2411.031494}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1401.523315, 'y': 264.886078, 'z': -2335.453857}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1347.639282, 'y': 185.103485, 'z': -2738.587158}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1325.040405, 'y': 188.853577, 'z': -2691.517334}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1113.2771, 'y': 183.823654, 'z': -1913.151245}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 9}
{'position': {'x': 1388.684937, 'y': 175.43634, 'z': -2774.55127}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 519.579529, 'y': 251.204147, 'z': -2511.901611}, 'level_range': {'x': 15.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1743.503906, 'y': 252.290817, 'z': -2662.878174}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1627.068604, 'y': 253.183762, 'z': -2668.269775}, 'level_range': {'x': 15.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1184.195679, 'y': 200.043701, 'z': -2614.69873}, 'level_range': {'x': 15.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1315.304077, 'y': 240.943359, 'z': -2644.666992}, 'level_range': {'x': 15.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1516.841675, 'y': 252.272369, 'z': -2380.832764}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1181.969604, 'y': 178.470169, 'z': -2080.408203}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1454.731079, 'y': 150.319107, 'z': -1961.861328}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1771.669189, 'y': 207.893341, 'z': -2795.084717}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1233.796875, 'y': 236.075836, 'z': -2539.878906}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1472.323364, 'y': 262.877563, 'z': -2381.75293}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1174.018188, 'y': 157.32132, 'z': -1713.958252}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1357.228271, 'y': 242.241928, 'z': -2587.223145}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1380.309448, 'y': 251.683731, 'z': -2180.400391}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1610.989136, 'y': 202.002396, 'z': -3090.110352}, 'level_range': {'x': 17.0, 'y': 20.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1146.493042, 'y': 157.817734, 'z': -1717.3302}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'riverside', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1127.654785, 'y': 154.262161, 'z': -1758.461182}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 9}
{'position': {'x': 1159.645508, 'y': 300.982727, 'z': -2238.681885}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 984.305725, 'y': 211.091629, 'z': -2445.490234}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 596.354004, 'y': 200.274261, 'z': -1872.414063}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1312.794922, 'y': 150.09462, 'z': -2002.391113}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 656.389648, 'y': 286.378052, 'z': -2014.390869}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1298.626099, 'y': 154.93956, 'z': -2024.098877}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 905.921143, 'y': 239.21138, 'z': -1958.533936}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1453.202759, 'y': 151.258804, 'z': -1939.951538}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1204.608398, 'y': 236.972641, 'z': -2425.21582}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 437.003296, 'y': 27.0, 'z': -1899.283813}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 9}
{'position': {'x': 1272.109131, 'y': 163.508423, 'z': -2042.768311}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1218.545166, 'y': 170.449646, 'z': -2090.408691}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 9}
{'position': {'x': 1381.337769, 'y': 251.760239, 'z': -2163.191406}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 740.902222, 'y': 201.776138, 'z': -2493.45874}, 'level_range': {'x': 15.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1024.798462, 'y': 199.541367, 'z': -2062.803955}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 922.477966, 'y': 207.306046, 'z': -1580.067139}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 899.639954, 'y': 239.21138, 'z': -1968.54895}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1542.928955, 'y': 252.253387, 'z': -2420.057617}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1397.158569, 'y': 150.228241, 'z': -1969.285645}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1220.107422, 'y': 306.621582, 'z': -2230.309326}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1800.829956, 'y': 261.094513, 'z': -2724.768311}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 891.285767, 'y': 221.00853, 'z': -2465.150146}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1479.12146, 'y': 151.445068, 'z': -1999.045532}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1242.899658, 'y': 199.783386, 'z': -2601.133545}, 'level_range': {'x': 15.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 929.548706, 'y': 211.582764, 'z': -1621.737305}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1639.468262, 'y': 205.716507, 'z': -2962.40918}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 696.212769, 'y': 27.0, 'z': -1638.46228}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'ocean', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1670.891724, 'y': 251.083908, 'z': -2513.772217}, 'level_range': {'x': 15.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1193.999756, 'y': 177.410461, 'z': -2062.59668}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1235.908081, 'y': 149.942017, 'z': -1970.619385}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1086.894775, 'y': 156.918716, 'z': -1692.986694}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1244.578247, 'y': 152.381668, 'z': -1873.942017}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1618.099854, 'y': 250.348175, 'z': -2345.429688}, 'level_range': {'x': 15.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 913.857666, 'y': 207.914444, 'z': -1583.221191}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 9}
{'position': {'x': 1802.428101, 'y': 299.948578, 'z': -2630.881592}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1106.789307, 'y': 165.148148, 'z': -1813.879028}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'riverside', 'substance': 'doro', 'area_no': 9}
{'position': {'x': 1195.761108, 'y': 155.08606, 'z': -1793.487671}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1353.356445, 'y': 153.937805, 'z': -2029.084595}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 633.313049, 'y': 319.926727, 'z': -2376.252686}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1303.790527, 'y': 189.507614, 'z': -2698.162842}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1277.376099, 'y': 197.161346, 'z': -2643.682129}, 'level_range': {'x': 15.0, 'y': 19.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 9}
{'position': {'x': 836.413574, 'y': 252.069458, 'z': -1948.960693}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 472.803741, 'y': 260.648956, 'z': -2414.118652}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1763.359375, 'y': 211.580917, 'z': -2754.442383}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1733.901611, 'y': 212.110123, 'z': -2751.079346}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1652.010254, 'y': 249.980988, 'z': -2361.826416}, 'level_range': {'x': 15.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1627.988159, 'y': 208.35054, 'z': -2869.478516}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1214.014038, 'y': 151.315628, 'z': -1888.060303}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 967.670715, 'y': 165.665604, 'z': -1803.182373}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1530.614746, 'y': 150.742599, 'z': -2020.259033}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1593.810913, 'y': 253.169159, 'z': -2378.096191}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 980.928467, 'y': 228.384933, 'z': -1472.284668}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1421.467651, 'y': 150.636292, 'z': -1985.740967}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1336.781738, 'y': 188.290024, 'z': -2705.697021}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1446.348022, 'y': 150.823395, 'z': -1964.671387}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1188.188599, 'y': 274.436768, 'z': -2187.217041}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1388.009033, 'y': 252.203796, 'z': -2155.32251}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1275.151978, 'y': 200.360138, 'z': -2534.271484}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 9}
{'position': {'x': 1127.085815, 'y': 187.931961, 'z': -1949.519897}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1275.456543, 'y': 293.957947, 'z': -2378.909912}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 9}
{'position': {'x': 1156.975586, 'y': 199.542709, 'z': -2638.267822}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 905.656738, 'y': 199.724503, 'z': -2504.352295}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1497.918701, 'y': 151.101151, 'z': -1977.05957}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1328.283081, 'y': 185.200607, 'z': -2751.498779}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1188.940186, 'y': 236.267685, 'z': -2475.705811}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1407.945068, 'y': 200.749832, 'z': -2681.685059}, 'level_range': {'x': 15.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1662.346924, 'y': 251.301361, 'z': -2381.195557}, 'level_range': {'x': 15.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1688.934204, 'y': 299.090515, 'z': -2458.363281}, 'level_range': {'x': 15.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1198.791382, 'y': 150.843689, 'z': -1895.24231}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1281.623169, 'y': 196.531845, 'z': -2647.470947}, 'level_range': {'x': 15.0, 'y': 19.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 9}
{'position': {'x': 889.22113, 'y': 235.141037, 'z': -1758.90271}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1705.277588, 'y': 200.09227, 'z': -2363.55542}, 'level_range': {'x': 15.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1185.248779, 'y': 156.699158, 'z': -1755.062744}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1113.758789, 'y': 157.787567, 'z': -1715.962402}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'riverside', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1136.13562, 'y': 164.699478, 'z': -1793.200439}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 595.622009, 'y': 252.474365, 'z': -1962.12207}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 659.073303, 'y': 27.0, 'z': -1519.429077}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'ocean', 'substance': 'tsuchi', 'area_no': 9}
{'position': {'x': 1570.516479, 'y': 205.831772, 'z': -2451.871338}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 9}
{'position': {'x': 1079.553711, 'y': 158.978302, 'z': -1772.856445}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 783.887573, 'y': 275.961639, 'z': -2244.745605}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1572.672852, 'y': 250.426071, 'z': -2376.999512}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1614.409058, 'y': 206.438736, 'z': -2496.134277}, 'level_range': {'x': 15.0, 'y': 19.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 9}
{'position': {'x': 1203.673828, 'y': 153.722443, 'z': -1817.267944}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1629.945801, 'y': 205.906403, 'z': -2881.657715}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 963.176392, 'y': 199.956223, 'z': -2135.462646}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 9}
{'position': {'x': 1200.210693, 'y': 160.360153, 'z': -1971.008301}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'mountain', 'substance': 'suna_sabaku', 'area_no': 9}
{'position': {'x': 1070.532104, 'y': 200.100632, 'z': -2527.829102}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1207.960205, 'y': 236.814819, 'z': -2411.273193}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1331.834961, 'y': 154.977722, 'z': -2000.958618}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1669.987305, 'y': 245.218994, 'z': -2699.10791}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 9}
{'position': {'x': 991.538452, 'y': 231.14888, 'z': -1448.778198}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 9}
{'position': {'x': 1172.348755, 'y': 236.648361, 'z': -2445.92041}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1692.902222, 'y': 200.259888, 'z': -2845.248779}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1345.632446, 'y': 185.077408, 'z': -2739.947754}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1103.750488, 'y': 267.298218, 'z': -2195.908691}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 935.593811, 'y': 213.371735, 'z': -1638.606201}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1241.162231, 'y': 153.240784, 'z': -1820.556152}, 'level_range': {'x': 13.0, 'y': 15.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1093.945679, 'y': 200.279907, 'z': -2515.322754}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1101.129883, 'y': 247.543182, 'z': -2445.071045}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 468.033813, 'y': 259.718719, 'z': -2433.640381}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1137.45105, 'y': 188.607986, 'z': -2046.653931}, 'level_range': {'x': 13.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1548.478882, 'y': 271.672729, 'z': -2361.782959}, 'level_range': {'x': 15.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1682.319824, 'y': 209.208939, 'z': -2824.782715}, 'level_range': {'x': 16.0, 'y': 19.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1622.090332, 'y': 201.36824, 'z': -2942.61084}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1367.562866, 'y': 250.345276, 'z': -2410.87085}, 'level_range': {'x': 14.0, 'y': 18.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1047.31311, 'y': 197.739792, 'z': -2156.134277}, 'level_range': {'x': 14.0, 'y': 17.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1609.380493, 'y': 206.291626, 'z': -2486.644775}, 'level_range': {'x': 15.0, 'y': 19.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 9}
{'position': {'x': 1242.835327, 'y': 150.033569, 'z': -1998.571167}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1628.48291, 'y': 202.496292, 'z': -2938.699951}, 'level_range': {'x': 16.0, 'y': 20.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1536.872925, 'y': 150.912308, 'z': -2016.546875}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'mountain', 'substance': 'shiba', 'area_no': 9}
{'position': {'x': 1210.837524, 'y': 159.913177, 'z': -1945.51062}, 'level_range': {'x': 13.0, 'y': 16.0}, 'biome': 'mountain', 'substance': 'shiba_kare', 'area_no': 9}
