{'position': {'x': 3960.262939, 'y': 256.582855, 'z': -3404.489502}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 3869.19751, 'y': 248.915314, 'z': -3451.239746}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 22}
{'position': {'x': 4014.127441, 'y': 220.014648, 'z': -3685.280518}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 3914.834229, 'y': 220.014648, 'z': -3681.446289}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 4048.359863, 'y': 255.343353, 'z': -3818.035889}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 3931.824707, 'y': 300.299988, 'z': -3585.765381}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 22}
{'position': {'x': 3865.64624, 'y': 221.235947, 'z': -3690.263428}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 3835.686523, 'y': 250.015259, 'z': -3469.040527}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4171.609375, 'y': 250.015259, 'z': -3754.398193}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 3846.57666, 'y': 220.014648, 'z': -3773.275879}, 'level_range': {'x': 50.0, 'y': 53.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 4012.364014, 'y': 250.049179, 'z': -3806.269775}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 4104.017578, 'y': 251.538742, 'z': -3843.888916}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 3823.047607, 'y': 249.90535, 'z': -3431.588867}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4220.248047, 'y': 249.651108, 'z': -3438.181396}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4237.402832, 'y': 250.045776, 'z': -3428.077393}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 3762.959473, 'y': 250.218185, 'z': -3451.342285}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 3861.733398, 'y': 250.124207, 'z': -3495.673584}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 3916.520996, 'y': 220.014648, 'z': -3693.4104}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 3984.76001, 'y': 220.014648, 'z': -3646.937256}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 3788.941406, 'y': 248.542038, 'z': -3563.749023}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 4079.560059, 'y': 244.796432, 'z': -3790.947998}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 3985.365479, 'y': 220.014648, 'z': -3640.709961}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 4480.986816, 'y': 245.451584, 'z': -3271.792236}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4201.610352, 'y': 230.008209, 'z': -3474.761475}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4159.902344, 'y': 229.994507, 'z': -3499.566162}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 3892.901123, 'y': 220.014648, 'z': -3762.078857}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 3993.674316, 'y': 220.014648, 'z': -3661.095459}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4162.405762, 'y': 230.098404, 'z': -3588.031738}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4026.539307, 'y': 220.014648, 'z': -3631.823975}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 3799.798828, 'y': 250.106812, 'z': -3430.953369}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 3906.020508, 'y': 220.014648, 'z': -3685.746094}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 3829.298584, 'y': 249.076385, 'z': -3441.143799}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'lake', 'substance': 'shiba_kare', 'area_no': 22}
{'position': {'x': 3883.177002, 'y': 220.014648, 'z': -3750.289795}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 3892.346924, 'y': 219.369995, 'z': -3735.258545}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 22}
{'position': {'x': 4429.725098, 'y': 250.015259, 'z': -3514.169678}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'suna_sunahama', 'area_no': 22}
{'position': {'x': 3909.131104, 'y': 220.014648, 'z': -3720.108398}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 4035.764404, 'y': 220.014648, 'z': -3676.63623}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 4261.90332, 'y': 250.224518, 'z': -3443.093506}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4181.450684, 'y': 229.994507, 'z': -3575.592529}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 22}
{'position': {'x': 3844.715576, 'y': 232.684753, 'z': -3626.930908}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 4191.991211, 'y': 229.840576, 'z': -3505.256836}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4164.424805, 'y': 250.015259, 'z': -3772.706787}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 3791.49585, 'y': 250.126816, 'z': -3436.837891}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 3859.917969, 'y': 220.014648, 'z': -3781.324707}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 4040.957031, 'y': 220.014648, 'z': -3674.161621}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 4037.693848, 'y': 250.137329, 'z': -3493.05127}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4016.102539, 'y': 220.014648, 'z': -3678.953857}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 3911.485107, 'y': 220.014648, 'z': -3708.552246}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 3852.565918, 'y': 250.167007, 'z': -3495.682129}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 3869.451172, 'y': 220.014648, 'z': -3729.890869}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 4351.803711, 'y': 250.045776, 'z': -3440.74292}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4202.632813, 'y': 229.994507, 'z': -3629.307617}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4152.59375, 'y': 229.994507, 'z': -3581.837891}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4183.555176, 'y': 250.137329, 'z': -3399.054199}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4030.305176, 'y': 250.106812, 'z': -3495.553955}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4055.115723, 'y': 220.670425, 'z': -3701.046631}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 3830.548584, 'y': 220.014648, 'z': -3746.35083}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 3770.22583, 'y': 249.913101, 'z': -3411.904297}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 22}
{'position': {'x': 4318.968262, 'y': 250.240555, 'z': -3390.615967}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4190.700684, 'y': 229.994507, 'z': -3464.623535}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 3759.150635, 'y': 250.782028, 'z': -3439.088867}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4151.806152, 'y': 249.991592, 'z': -3762.895264}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 4051.305176, 'y': 249.893188, 'z': -3514.069336}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 3903.675781, 'y': 220.187149, 'z': -3671.772949}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 4205.262695, 'y': 230.000275, 'z': -3594.19458}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 3874.637939, 'y': 248.915314, 'z': -3448.732178}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 22}
{'position': {'x': 3911.946289, 'y': 250.015259, 'z': -3452.723145}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4086.786865, 'y': 252.697678, 'z': -3848.689209}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 4177.149902, 'y': 229.994507, 'z': -3499.175293}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4163.03125, 'y': 229.994507, 'z': -3532.692383}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 3831.862061, 'y': 250.080444, 'z': -3449.986572}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 3867.974365, 'y': 227.968552, 'z': -3649.79248}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4057.020752, 'y': 249.991653, 'z': -3514.080322}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4122.774414, 'y': 300.341675, 'z': -3833.18335}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 3855.79126, 'y': 249.0504, 'z': -3448.022461}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'lake', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 3885.509033, 'y': 219.954666, 'z': -3734.239014}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 3921.506348, 'y': 250.109848, 'z': -3408.358887}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4311.409668, 'y': 250.230453, 'z': -3395.07666}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 3892.384277, 'y': 220.014648, 'z': -3725.087891}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 4344.710938, 'y': 250.076294, 'z': -3407.654541}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 3843.211182, 'y': 250.002441, 'z': -3485.917725}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 3829.365967, 'y': 220.014648, 'z': -3740.446533}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 4263.121094, 'y': 250.917145, 'z': -3450.156738}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4012.869141, 'y': 220.080734, 'z': -3717.501709}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 22}
{'position': {'x': 3842.925293, 'y': 220.187683, 'z': -3713.301025}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 4159.720215, 'y': 230.018082, 'z': -3527.606445}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4027.622559, 'y': 250.106812, 'z': -3515.830811}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 3963.158203, 'y': 220.711182, 'z': -3733.347656}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 3848.847168, 'y': 224.069427, 'z': -3674.858398}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 3959.129395, 'y': 220.014648, 'z': -3670.016357}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4023.426514, 'y': 220.014648, 'z': -3688.097656}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 4042.981201, 'y': 220.17392, 'z': -3697.468994}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 3875.35376, 'y': 220.014648, 'z': -3780.494629}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 4188.133301, 'y': 229.0, 'z': -3548.973877}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 22}
{'position': {'x': 4173.600586, 'y': 250.015259, 'z': -3764.531738}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 3997.942627, 'y': 220.014648, 'z': -3660.019531}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 4153.822266, 'y': 309.713379, 'z': -3833.485352}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4265.16748, 'y': 250.178253, 'z': -3438.741943}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 3922.506348, 'y': 250.015259, 'z': -3354.199951}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4215.256836, 'y': 230.07312, 'z': -3571.288574}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4374.863281, 'y': 250.184708, 'z': -3368.667236}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 3869.40625, 'y': 250.256516, 'z': -3497.463135}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4012.891602, 'y': 220.014648, 'z': -3701.59668}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 3866.702393, 'y': 220.014648, 'z': -3772.196045}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 3918.883301, 'y': 220.014648, 'z': -3704.153076}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 3906.30542, 'y': 220.014648, 'z': -3678.61792}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 4189.259766, 'y': 300.4823, 'z': -3859.415283}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4520.875488, 'y': 245.687439, 'z': -3288.962402}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 3885.423096, 'y': 248.915314, 'z': -3464.601074}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 22}
{'position': {'x': 3992.665039, 'y': 219.853958, 'z': -3721.035645}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 22}
{'position': {'x': 4021.532227, 'y': 249.491959, 'z': -3540.647949}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 3928.381836, 'y': 300.299988, 'z': -3560.950928}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 22}
{'position': {'x': 4233.889648, 'y': 250.096344, 'z': -3443.024414}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 3841.721191, 'y': 220.843704, 'z': -3700.56543}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 4460.834473, 'y': 247.868683, 'z': -3263.28833}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 3936.911377, 'y': 250.167847, 'z': -3415.849609}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4178.138184, 'y': 229.994507, 'z': -3637.189453}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4038.273193, 'y': 250.039932, 'z': -3478.499512}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 3965.801025, 'y': 220.014648, 'z': -3654.346924}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 3822.473389, 'y': 232.353714, 'z': -3643.83252}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 3819.89917, 'y': 244.812027, 'z': -3575.635986}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 3839.804932, 'y': 225.403137, 'z': -3676.119385}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 4153.286621, 'y': 251.308838, 'z': -3345.479736}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4009.14209, 'y': 220.014648, 'z': -3707.237305}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 3868.936035, 'y': 228.2173, 'z': -3649.171143}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4282.032227, 'y': 331.802856, 'z': -3292.478516}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 3989.755859, 'y': 250.101425, 'z': -3578.939453}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4033.278564, 'y': 251.126938, 'z': -3466.301758}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4221.098145, 'y': 229.0, 'z': -3541.493896}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 22}
{'position': {'x': 3848.093018, 'y': 248.915314, 'z': -3443.727051}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 22}
{'position': {'x': 3963.304443, 'y': 220.014648, 'z': -3708.820068}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'lake', 'substance': 'suna_sunahama', 'area_no': 22}
{'position': {'x': 4024.427246, 'y': 220.014648, 'z': -3636.532227}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 4169.038574, 'y': 230.055466, 'z': -3602.564697}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 22}
{'position': {'x': 3808.17627, 'y': 245.544846, 'z': -3573.502441}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 3862.083008, 'y': 220.014648, 'z': -3727.33667}, 'level_range': {'x': 49.0, 'y': 53.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 3783.561768, 'y': 250.3815, 'z': -3422.584229}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4154.217773, 'y': 300.4823, 'z': -3819.993896}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4466.284668, 'y': 246.573975, 'z': -3238.913818}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 3882.743408, 'y': 220.014648, 'z': -3719.577148}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'bamboo_forest', 'substance': 'tsuchi', 'area_no': 22}
{'position': {'x': 3866.226318, 'y': 248.915314, 'z': -3441.433105}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 22}
{'position': {'x': 4151.998535, 'y': 229.994507, 'z': -3613.170898}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 4206.169434, 'y': 229.994507, 'z': -3638.293945}, 'level_range': {'x': 49.0, 'y': 52.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
{'position': {'x': 3923.619873, 'y': 254.772141, 'z': -3331.345703}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 22}
{'position': {'x': 4151.831055, 'y': 229.994507, 'z': -3561.315918}, 'level_range': {'x': 49.0, 'y': 51.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 22}
