{'position': {'x': 1743.685059, 'y': 162.088745, 'z': -2946.650146}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1922.761719, 'y': 201.764023, 'z': -2927.554443}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2141.763428, 'y': 132.908524, 'z': -3794.061768}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1850.128906, 'y': 208.684326, 'z': -2846.972412}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2080.338135, 'y': 151.849701, 'z': -3296.767334}, 'level_range': {'x': 31.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2079.499023, 'y': 139.928085, 'z': -3606.378174}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 12}
{'position': {'x': 1859.431763, 'y': 156.742813, 'z': -3047.30835}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1933.068481, 'y': 150.528748, 'z': -3417.010986}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1828.354248, 'y': 144.569977, 'z': -3221.122314}, 'level_range': {'x': 28.0, 'y': 32.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1859.42334, 'y': 150.510056, 'z': -3339.577393}, 'level_range': {'x': 31.0, 'y': 34.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1779.96814, 'y': 136.148407, 'z': -3330.109131}, 'level_range': {'x': 30.0, 'y': 34.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1898.770264, 'y': 159.805389, 'z': -3023.719971}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1579.550537, 'y': 180.167221, 'z': -3068.505127}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2109.788086, 'y': 151.132614, 'z': -3320.285889}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2268.521973, 'y': 161.051971, 'z': -3492.031738}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1697.657593, 'y': 150.969055, 'z': -3073.300781}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1806.681152, 'y': 159.381805, 'z': -3016.781494}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1731.30249, 'y': 145.425735, 'z': -3350.25415}, 'level_range': {'x': 31.0, 'y': 34.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2158.086426, 'y': 136.100449, 'z': -3706.959473}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1908.616455, 'y': 160.825104, 'z': -3020.080811}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1671.557251, 'y': 125.921227, 'z': -3201.85376}, 'level_range': {'x': 28.0, 'y': 31.0}, 'biome': 'prairie', 'substance': 'tsuchi', 'area_no': 12}
{'position': {'x': 2271.048584, 'y': 199.993896, 'z': -3233.745361}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2018.664307, 'y': 152.963425, 'z': -3316.422119}, 'level_range': {'x': 31.0, 'y': 34.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2050.72168, 'y': 146.95665, 'z': -3503.847412}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1804.26709, 'y': 143.150665, 'z': -3212.455811}, 'level_range': {'x': 28.0, 'y': 31.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1769.39917, 'y': 158.435852, 'z': -3002.714844}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1755.231201, 'y': 186.553223, 'z': -2849.717041}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1748.478271, 'y': 176.944397, 'z': -2918.233643}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1946.60437, 'y': 154.5327, 'z': -3308.485107}, 'level_range': {'x': 30.0, 'y': 34.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1813.861084, 'y': 134.123184, 'z': -3279.039795}, 'level_range': {'x': 29.0, 'y': 33.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2236.362305, 'y': 142.740952, 'z': -3639.224121}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1823.383545, 'y': 144.509506, 'z': -3441.654053}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1541.935669, 'y': 184.734848, 'z': -3010.786377}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2229.960693, 'y': 165.278656, 'z': -3757.268799}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1694.17041, 'y': 177.412842, 'z': -2945.231934}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2124.571289, 'y': 146.921448, 'z': -3493.637451}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2106.840088, 'y': 146.353714, 'z': -3508.722168}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1773.034912, 'y': 137.54985, 'z': -3236.588867}, 'level_range': {'x': 28.0, 'y': 32.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2123.91626, 'y': 151.441055, 'z': -3388.746094}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1813.211182, 'y': 160.648331, 'z': -2959.924072}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1681.532593, 'y': 97.004349, 'z': -3554.011963}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 12}
{'position': {'x': 2139.222168, 'y': 199.211792, 'z': -3057.036133}, 'level_range': {'x': 29.0, 'y': 33.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 12}
{'position': {'x': 2205.083008, 'y': 199.993896, 'z': -3194.762939}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1958.057983, 'y': 107.74807, 'z': -3538.780273}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2061.579102, 'y': 150.764496, 'z': -3366.315918}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1828.217041, 'y': 104.446159, 'z': -3547.11499}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1710.061401, 'y': 132.200851, 'z': -3230.272705}, 'level_range': {'x': 28.0, 'y': 32.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1689.750122, 'y': 158.192978, 'z': -3011.318848}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1894.28894, 'y': 202.528748, 'z': -2911.561768}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1736.186157, 'y': 97.252556, 'z': -3565.228027}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 12}
{'position': {'x': 1775.546631, 'y': 162.332901, 'z': -2915.061768}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1763.182129, 'y': 111.136803, 'z': -3399.60498}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1811.832153, 'y': 203.56076, 'z': -2855.97168}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'prairie', 'substance': 'yuki', 'area_no': 12}
{'position': {'x': 2329.780029, 'y': 192.415405, 'z': -3868.697266}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2006.263184, 'y': 152.963425, 'z': -3318.329346}, 'level_range': {'x': 31.0, 'y': 34.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1831.188477, 'y': 152.624008, 'z': -3074.513916}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1999.789185, 'y': 166.930313, 'z': -3092.775391}, 'level_range': {'x': 28.0, 'y': 31.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1784.282349, 'y': 160.180862, 'z': -3002.359131}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2157.594971, 'y': 138.177673, 'z': -3733.430908}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2040.523315, 'y': 140.138321, 'z': -3594.354004}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2102.806396, 'y': 145.799973, 'z': -3498.771973}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2060.327637, 'y': 150.771179, 'z': -3362.551025}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2302.876221, 'y': 199.993896, 'z': -3397.126953}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1885.095581, 'y': 236.298676, 'z': -2761.663818}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2144.076172, 'y': 156.513153, 'z': -3201.634033}, 'level_range': {'x': 31.0, 'y': 34.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2002.696289, 'y': 185.742172, 'z': -3037.877441}, 'level_range': {'x': 28.0, 'y': 31.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2094.207031, 'y': 139.00177, 'z': -3453.955566}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1957.001099, 'y': 175.238358, 'z': -3056.105469}, 'level_range': {'x': 28.0, 'y': 31.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1820.278564, 'y': 160.837738, 'z': -3003.655518}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'lake', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1743.776245, 'y': 146.288345, 'z': -3334.319336}, 'level_range': {'x': 30.0, 'y': 34.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1894.380981, 'y': 149.751633, 'z': -3409.709229}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2024.688965, 'y': 151.203064, 'z': -3359.804688}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2161.283936, 'y': 148.507095, 'z': -3456.410889}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1954.644775, 'y': 107.69529, 'z': -3542.51709}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1797.392456, 'y': 202.93425, 'z': -2842.428223}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'prairie', 'substance': 'suna_sabaku', 'area_no': 12}
{'position': {'x': 1616.010742, 'y': 115.696304, 'z': -3248.213867}, 'level_range': {'x': 29.0, 'y': 32.0}, 'biome': 'prairie', 'substance': 'suna_sabaku', 'area_no': 12}
{'position': {'x': 2230.322266, 'y': 161.227692, 'z': -3368.731689}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1613.907593, 'y': 119.016083, 'z': -3235.975098}, 'level_range': {'x': 29.0, 'y': 32.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2090.768799, 'y': 150.289627, 'z': -3394.201904}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2062.329102, 'y': 198.437408, 'z': -3004.24585}, 'level_range': {'x': 28.0, 'y': 31.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1835.299561, 'y': 160.007568, 'z': -2972.890869}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'lake', 'substance': 'iwa', 'area_no': 12}
{'position': {'x': 1866.221802, 'y': 147.716309, 'z': -3394.843994}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1658.291748, 'y': 140.581802, 'z': -3392.110596}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1812.362305, 'y': 140.703979, 'z': -3237.039795}, 'level_range': {'x': 28.0, 'y': 32.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2112.399902, 'y': 146.561752, 'z': -3487.259766}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1900.845825, 'y': 147.192688, 'z': -3264.391846}, 'level_range': {'x': 29.0, 'y': 32.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2084.262695, 'y': 150.452148, 'z': -3397.91748}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1998.230957, 'y': 226.661942, 'z': -2877.935547}, 'level_range': {'x': 28.0, 'y': 31.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 12}
{'position': {'x': 2092.490967, 'y': 139.570587, 'z': -3541.243896}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1722.751587, 'y': 154.553192, 'z': -3015.238525}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2219.103027, 'y': 199.993896, 'z': -3200.89624}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2262.830811, 'y': 161.018494, 'z': -3487.371826}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1526.759644, 'y': 100.012207, 'z': -3421.953613}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1910.436157, 'y': 152.772324, 'z': -3354.723145}, 'level_range': {'x': 31.0, 'y': 35.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2207.907227, 'y': 199.993896, 'z': -3177.619385}, 'level_range': {'x': 31.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2226.244629, 'y': 143.657104, 'z': -3612.600342}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1716.75354, 'y': 146.414978, 'z': -3119.73584}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'rocky_area', 'substance': 'yuki', 'area_no': 12}
{'position': {'x': 1672.042603, 'y': 152.660797, 'z': -3338.784912}, 'level_range': {'x': 31.0, 'y': 34.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1704.153564, 'y': 105.977493, 'z': -3415.671875}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1785.749756, 'y': 104.297752, 'z': -3542.958008}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2323.446777, 'y': 196.884201, 'z': -3889.553223}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2242.397461, 'y': 145.028381, 'z': -3717.934814}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1529.516846, 'y': 100.098877, 'z': -3435.077637}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'riverside', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1987.262573, 'y': 225.99646, 'z': -2907.981934}, 'level_range': {'x': 28.0, 'y': 31.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1849.268311, 'y': 208.64563, 'z': -2844.162109}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1800.536133, 'y': 161.082474, 'z': -2979.337891}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1847.209717, 'y': 147.538696, 'z': -3365.277832}, 'level_range': {'x': 31.0, 'y': 35.0}, 'biome': 'forest', 'substance': 'iwa', 'area_no': 12}
{'position': {'x': 2166.87207, 'y': 165.856247, 'z': -3268.940186}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2210.022949, 'y': 140.622086, 'z': -3694.232178}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1708.356201, 'y': 102.548447, 'z': -3486.422119}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2240.704102, 'y': 182.679749, 'z': -3315.885254}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2194.080078, 'y': 174.133041, 'z': -3311.57959}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1648.965698, 'y': 153.482712, 'z': -3324.572998}, 'level_range': {'x': 30.0, 'y': 34.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1914.28064, 'y': 153.252655, 'z': -3122.581787}, 'level_range': {'x': 28.0, 'y': 31.0}, 'biome': 'town', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1924.442871, 'y': 153.204193, 'z': -3370.170166}, 'level_range': {'x': 31.0, 'y': 35.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1825.144897, 'y': 127.22715, 'z': -3322.231934}, 'level_range': {'x': 30.0, 'y': 34.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1983.451416, 'y': 139.964233, 'z': -3491.261963}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2110.228271, 'y': 198.010132, 'z': -3046.734619}, 'level_range': {'x': 29.0, 'y': 32.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 12}
{'position': {'x': 1664.547974, 'y': 102.53241, 'z': -3444.743408}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2076.904541, 'y': 138.9245, 'z': -3506.77124}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1957.873901, 'y': 152.963425, 'z': -3122.539551}, 'level_range': {'x': 28.0, 'y': 31.0}, 'biome': 'town', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1616.460327, 'y': 97.760979, 'z': -3533.75415}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'riverside', 'substance': 'tsuchi', 'area_no': 12}
{'position': {'x': 2206.208252, 'y': 161.079956, 'z': -3792.86084}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1756.720093, 'y': 108.722664, 'z': -3427.822754}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2065.602539, 'y': 138.894089, 'z': -3416.35791}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1748.371704, 'y': 186.185089, 'z': -2855.530518}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1936.704224, 'y': 153.431458, 'z': -3098.985596}, 'level_range': {'x': 28.0, 'y': 31.0}, 'biome': 'town', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1719.261353, 'y': 153.875916, 'z': -3022.648926}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1892.197266, 'y': 149.97287, 'z': -3352.816406}, 'level_range': {'x': 31.0, 'y': 34.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2162.496826, 'y': 148.655945, 'z': -3453.324463}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1720.408325, 'y': 101.246216, 'z': -3501.763428}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1906.821899, 'y': 151.513046, 'z': -3299.892334}, 'level_range': {'x': 30.0, 'y': 33.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1904.575684, 'y': 154.084473, 'z': -3097.917969}, 'level_range': {'x': 28.0, 'y': 31.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1717.203247, 'y': 131.678192, 'z': -3174.623291}, 'level_range': {'x': 28.0, 'y': 31.0}, 'biome': 'prairie', 'substance': 'suna_sabaku', 'area_no': 12}
{'position': {'x': 1569.654297, 'y': 131.966965, 'z': -3398.862793}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1654.345215, 'y': 100.06636, 'z': -3513.892334}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1794.76062, 'y': 142.741165, 'z': -3161.147705}, 'level_range': {'x': 28.0, 'y': 31.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1725.878418, 'y': 101.88739, 'z': -3492.321777}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2195.772461, 'y': 162.341583, 'z': -3390.365234}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1939.36499, 'y': 200.662582, 'z': -2971.351074}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2153.362549, 'y': 149.732376, 'z': -3488.158691}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1621.128052, 'y': 153.535172, 'z': -3309.50708}, 'level_range': {'x': 30.0, 'y': 34.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1841.692627, 'y': 162.332901, 'z': -2914.561035}, 'level_range': {'x': 28.0, 'y': 30.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1948.286011, 'y': 154.36969, 'z': -3307.232422}, 'level_range': {'x': 30.0, 'y': 34.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1796.394287, 'y': 125.393898, 'z': -3324.583252}, 'level_range': {'x': 30.0, 'y': 34.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2058.51416, 'y': 198.010132, 'z': -3037.550537}, 'level_range': {'x': 28.0, 'y': 32.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 1790.687256, 'y': 112.468208, 'z': -3418.247803}, 'level_range': {'x': 32.0, 'y': 35.0}, 'biome': 'forest', 'substance': 'shiba', 'area_no': 12}
{'position': {'x': 2075.205566, 'y': 116.687759, 'z': -3637.953369}, 'level_range': {'x': 33.0, 'y': 35.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 12}
{'position': {'x': 1491.648438, 'y': 101.196312, 'z': -3355.754883}, 'level_range': {'x': 31.0, 'y': 34.0}, 'biome': 'riverside', 'substance': 'shiba', 'area_no': 12}
