{'position': {'x': 1000.90564, 'y': 161.346558, 'z': -2831.185791}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 931.035034, 'y': 150.365021, 'z': -2668.328369}, 'level_range': {'x': 21.0, 'y': 24.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 924.517334, 'y': 164.585663, 'z': -2881.902832}, 'level_range': {'x': 22.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1242.456909, 'y': 152.108582, 'z': -2899.680176}, 'level_range': {'x': 21.0, 'y': 24.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1023.814697, 'y': 163.254105, 'z': -2830.716553}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1254.050171, 'y': 158.702896, 'z': -2965.576416}, 'level_range': {'x': 21.0, 'y': 24.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 973.142456, 'y': 142.262833, 'z': -3002.345947}, 'level_range': {'x': 22.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1059.750732, 'y': 150.113251, 'z': -3125.245605}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1379.741211, 'y': 150.003052, 'z': -2948.011719}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'riverside', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1323.096802, 'y': 151.457153, 'z': -3057.125732}, 'level_range': {'x': 20.0, 'y': 24.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1016.015076, 'y': 152.721634, 'z': -2784.472656}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1027.162354, 'y': 199.522324, 'z': -3044.307373}, 'level_range': {'x': 22.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1390.798096, 'y': 153.232635, 'z': -3064.48877}, 'level_range': {'x': 20.0, 'y': 24.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1314.001953, 'y': 153.670059, 'z': -3075.852539}, 'level_range': {'x': 21.0, 'y': 24.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1147.207031, 'y': 161.209045, 'z': -2898.140137}, 'level_range': {'x': 21.0, 'y': 25.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1419.175171, 'y': 151.432938, 'z': -3070.724854}, 'level_range': {'x': 20.0, 'y': 24.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 770.890625, 'y': 153.629929, 'z': -2917.856201}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 721.772644, 'y': 151.213882, 'z': -2624.181152}, 'level_range': {'x': 21.0, 'y': 25.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1398.7146, 'y': 150.003052, 'z': -3012.075684}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1379.191772, 'y': 154.543335, 'z': -3106.262451}, 'level_range': {'x': 21.0, 'y': 24.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1243.50061, 'y': 152.591537, 'z': -2703.824219}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1250.97168, 'y': 150.646881, 'z': -3154.832031}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 819.573914, 'y': 152.183594, 'z': -2921.964844}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 785.228394, 'y': 163.536896, 'z': -2659.045654}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1103.423218, 'y': 154.369049, 'z': -2681.954834}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 936.432129, 'y': 158.716599, 'z': -2574.876221}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1291.751099, 'y': 157.695129, 'z': -2782.427246}, 'level_range': {'x': 19.0, 'y': 23.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 737.958008, 'y': 160.343323, 'z': -2696.712402}, 'level_range': {'x': 22.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1260.580444, 'y': 155.239029, 'z': -2853.069092}, 'level_range': {'x': 20.0, 'y': 24.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1175.42627, 'y': 165.845779, 'z': -2797.202393}, 'level_range': {'x': 21.0, 'y': 24.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 588.279297, 'y': 151.714844, 'z': -2846.96582}, 'level_range': {'x': 24.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1304.272583, 'y': 150.565384, 'z': -2905.081055}, 'level_range': {'x': 20.0, 'y': 24.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 653.075928, 'y': 151.871078, 'z': -2692.798584}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1016.205017, 'y': 156.896179, 'z': -2906.590332}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 720.833191, 'y': 157.470734, 'z': -2712.064209}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1033.752441, 'y': 147.417313, 'z': -3017.17627}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 595.481689, 'y': 153.551346, 'z': -2890.121826}, 'level_range': {'x': 24.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1089.629883, 'y': 155.31163, 'z': -2622.038086}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 10}
{'position': {'x': 1153.412231, 'y': 164.426697, 'z': -2873.235107}, 'level_range': {'x': 21.0, 'y': 25.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1193.621826, 'y': 155.521118, 'z': -3050.708984}, 'level_range': {'x': 21.0, 'y': 25.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1369.570557, 'y': 156.180878, 'z': -3081.192383}, 'level_range': {'x': 20.0, 'y': 24.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1392.679932, 'y': 153.247849, 'z': -3065.558594}, 'level_range': {'x': 20.0, 'y': 24.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 607.881226, 'y': 153.716187, 'z': -2733.608643}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1188.7948, 'y': 168.292938, 'z': -2797.952148}, 'level_range': {'x': 21.0, 'y': 24.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 718.610229, 'y': 154.265274, 'z': -2956.546875}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1351.950317, 'y': 151.393707, 'z': -2918.139404}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1299.609497, 'y': 155.392349, 'z': -3090.618164}, 'level_range': {'x': 21.0, 'y': 24.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1332.779053, 'y': 152.135498, 'z': -3008.085938}, 'level_range': {'x': 20.0, 'y': 24.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1385.328125, 'y': 152.853088, 'z': -3059.953125}, 'level_range': {'x': 20.0, 'y': 24.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1230.962769, 'y': 161.542801, 'z': -2975.231934}, 'level_range': {'x': 21.0, 'y': 24.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1152.772949, 'y': 153.842728, 'z': -3058.346191}, 'level_range': {'x': 21.0, 'y': 25.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 484.666138, 'y': 153.589828, 'z': -2864.198242}, 'level_range': {'x': 24.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 734.106201, 'y': 153.416519, 'z': -2978.128418}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1162.457275, 'y': 158.54686, 'z': -2983.845703}, 'level_range': {'x': 21.0, 'y': 25.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 605.133789, 'y': 153.880142, 'z': -2828.734375}, 'level_range': {'x': 24.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1372.803833, 'y': 153.695999, 'z': -2870.606201}, 'level_range': {'x': 19.0, 'y': 23.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1332.820313, 'y': 152.9254, 'z': -3070.775635}, 'level_range': {'x': 21.0, 'y': 24.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1164.709717, 'y': 153.993134, 'z': -3000.779541}, 'level_range': {'x': 21.0, 'y': 25.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1257.7323, 'y': 157.396713, 'z': -3006.508057}, 'level_range': {'x': 21.0, 'y': 24.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1344.786255, 'y': 150.260284, 'z': -2926.518799}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1102.679565, 'y': 158.918472, 'z': -2785.272705}, 'level_range': {'x': 21.0, 'y': 25.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 554.649231, 'y': 150.615662, 'z': -2865.16333}, 'level_range': {'x': 24.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1128.939453, 'y': 151.173996, 'z': -3052.39209}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 928.40271, 'y': 139.637924, 'z': -2979.61377}, 'level_range': {'x': 22.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1264.789063, 'y': 157.825897, 'z': -2752.095703}, 'level_range': {'x': 19.0, 'y': 23.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 713.129028, 'y': 156.316299, 'z': -2706.881592}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 894.475647, 'y': 150.795975, 'z': -2781.259521}, 'level_range': {'x': 22.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1138.232056, 'y': 151.474579, 'z': -2736.979492}, 'level_range': {'x': 20.0, 'y': 24.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1188.504272, 'y': 154.622726, 'z': -3047.282715}, 'level_range': {'x': 21.0, 'y': 25.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1227.226563, 'y': 195.155228, 'z': -3125.649902}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1262.348389, 'y': 158.018265, 'z': -2967.558838}, 'level_range': {'x': 20.0, 'y': 24.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1239.603394, 'y': 157.238358, 'z': -2926.68457}, 'level_range': {'x': 21.0, 'y': 24.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1298.261841, 'y': 150.980988, 'z': -2922.482178}, 'level_range': {'x': 20.0, 'y': 24.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 965.181824, 'y': 165.384094, 'z': -2861.080566}, 'level_range': {'x': 22.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1176.477661, 'y': 156.384125, 'z': -3077.204102}, 'level_range': {'x': 21.0, 'y': 25.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1325.894531, 'y': 152.436401, 'z': -3019.64917}, 'level_range': {'x': 20.0, 'y': 24.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1086.716553, 'y': 155.294388, 'z': -2620.422363}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 10}
{'position': {'x': 942.08197, 'y': 162.922745, 'z': -2822.626709}, 'level_range': {'x': 22.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 792.50177, 'y': 153.650711, 'z': -2891.596924}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1124.674072, 'y': 154.940857, 'z': -2985.847656}, 'level_range': {'x': 21.0, 'y': 25.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1255.407959, 'y': 150.838974, 'z': -2896.851807}, 'level_range': {'x': 20.0, 'y': 24.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1352.229248, 'y': 153.884644, 'z': -3069.975342}, 'level_range': {'x': 20.0, 'y': 24.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1116.472046, 'y': 151.968933, 'z': -3155.390869}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'ruins', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1159.979858, 'y': 153.340408, 'z': -2727.89917}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 751.140015, 'y': 150.991226, 'z': -2832.741211}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1317.714111, 'y': 153.54306, 'z': -2849.329346}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1011.914246, 'y': 155.4823, 'z': -2802.213379}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1133.286011, 'y': 161.535828, 'z': -2907.812012}, 'level_range': {'x': 21.0, 'y': 25.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1035.630127, 'y': 166.99968, 'z': -2851.882324}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1222.812744, 'y': 169.726868, 'z': -2792.030273}, 'level_range': {'x': 20.0, 'y': 24.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 939.271851, 'y': 150.191833, 'z': -2668.855469}, 'level_range': {'x': 21.0, 'y': 24.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1082.528564, 'y': 168.450653, 'z': -2841.544678}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1001.445923, 'y': 151.665359, 'z': -2588.854492}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1260.053223, 'y': 161.399551, 'z': -2764.921387}, 'level_range': {'x': 19.0, 'y': 23.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1365.737793, 'y': 152.939713, 'z': -2869.312744}, 'level_range': {'x': 19.0, 'y': 23.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1316.641846, 'y': 151.616638, 'z': -3042.623779}, 'level_range': {'x': 20.0, 'y': 24.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1093.744263, 'y': 166.02951, 'z': -2865.149658}, 'level_range': {'x': 21.0, 'y': 25.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 834.736328, 'y': 156.891998, 'z': -2634.81958}, 'level_range': {'x': 21.0, 'y': 24.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 872.216125, 'y': 155.286774, 'z': -2657.507324}, 'level_range': {'x': 21.0, 'y': 25.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 888.26178, 'y': 157.278641, 'z': -2565.089844}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 626.882019, 'y': 153.845825, 'z': -2937.134033}, 'level_range': {'x': 24.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1326.615845, 'y': 151.182465, 'z': -2954.778564}, 'level_range': {'x': 20.0, 'y': 24.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1081.458984, 'y': 162.567078, 'z': -2922.194336}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1304.915039, 'y': 153.747925, 'z': -3025.804443}, 'level_range': {'x': 20.0, 'y': 24.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1005.250488, 'y': 186.222397, 'z': -2727.936279}, 'level_range': {'x': 21.0, 'y': 25.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1057.497314, 'y': 165.506226, 'z': -2803.77832}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 446.819061, 'y': 146.510361, 'z': -2677.255371}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1352.302368, 'y': 150.05275, 'z': -2967.173828}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 681.653625, 'y': 161.328201, 'z': -2769.608887}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 515.930481, 'y': 141.602005, 'z': -2660.818848}, 'level_range': {'x': 22.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 833.540771, 'y': 135.633316, 'z': -2985.932373}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 905.715088, 'y': 205.573822, 'z': -2702.63501}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1343.285278, 'y': 150.844147, 'z': -3027.727539}, 'level_range': {'x': 20.0, 'y': 24.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1119.541626, 'y': 150.931168, 'z': -3103.164063}, 'level_range': {'x': 22.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 992.969727, 'y': 152.102371, 'z': -2622.082031}, 'level_range': {'x': 19.0, 'y': 23.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1245.458008, 'y': 164.666489, 'z': -2802.595459}, 'level_range': {'x': 20.0, 'y': 24.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1322.724609, 'y': 150.274353, 'z': -2889.297607}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1218.661255, 'y': 170.51532, 'z': -2801.606934}, 'level_range': {'x': 20.0, 'y': 24.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1049.195801, 'y': 196.213776, 'z': -3088.14917}, 'level_range': {'x': 22.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1074.561401, 'y': 151.561432, 'z': -2988.681641}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1082.721802, 'y': 162.677979, 'z': -2790.549316}, 'level_range': {'x': 21.0, 'y': 25.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1361.498291, 'y': 150.766937, 'z': -2833.149414}, 'level_range': {'x': 19.0, 'y': 23.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 10}
{'position': {'x': 727.704041, 'y': 159.22554, 'z': -2687.33374}, 'level_range': {'x': 22.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1312.763794, 'y': 155.920883, 'z': -2775.318604}, 'level_range': {'x': 19.0, 'y': 23.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 10}
{'position': {'x': 960.30304, 'y': 158.393112, 'z': -2895.189209}, 'level_range': {'x': 22.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1429.043945, 'y': 150.144684, 'z': -3048.800293}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1062.053955, 'y': 168.144058, 'z': -2885.460693}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 982.051086, 'y': 150.193848, 'z': -2694.006348}, 'level_range': {'x': 21.0, 'y': 24.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 784.004944, 'y': 160.159317, 'z': -2714.05542}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 964.120178, 'y': 154.503128, 'z': -2607.263672}, 'level_range': {'x': 19.0, 'y': 22.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1168.336304, 'y': 166.459229, 'z': -2816.195557}, 'level_range': {'x': 21.0, 'y': 24.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1086.068481, 'y': 154.585739, 'z': -2692.343262}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 967.980469, 'y': 150.616501, 'z': -2642.273682}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1306.467041, 'y': 155.275742, 'z': -2814.340088}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1144.300781, 'y': 163.037613, 'z': -2853.611328}, 'level_range': {'x': 21.0, 'y': 25.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1087.986938, 'y': 150.793793, 'z': -3139.463379}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 631.54541, 'y': 157.781738, 'z': -2822.439697}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 702.7146, 'y': 157.188965, 'z': -2733.684082}, 'level_range': {'x': 23.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1034.845703, 'y': 152.742218, 'z': -2946.137939}, 'level_range': {'x': 22.0, 'y': 25.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 585.396667, 'y': 151.546951, 'z': -2846.989258}, 'level_range': {'x': 24.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 890.657471, 'y': 157.510223, 'z': -2912.814453}, 'level_range': {'x': 22.0, 'y': 26.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 769.094604, 'y': 150.278519, 'z': -2588.535889}, 'level_range': {'x': 20.0, 'y': 23.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1313.447632, 'y': 153.479492, 'z': -2966.164307}, 'level_range': {'x': 20.0, 'y': 24.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
{'position': {'x': 1271.099487, 'y': 155.280487, 'z': -2947.358643}, 'level_range': {'x': 20.0, 'y': 24.0}, 'biome': 'desert', 'substance': 'suna_sabaku', 'area_no': 10}
