{'position': {'x': 738.963806, 'y': 369.306793, 'z': -1210.239258}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 856.129822, 'y': 391.91748, 'z': -1232.613281}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 1250.386719, 'y': 261.253754, 'z': -1305.685913}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1067.452026, 'y': 393.112732, 'z': -1191.932495}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'riverside', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1219.376099, 'y': 264.583984, 'z': -1360.29895}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 651.952759, 'y': 363.30069, 'z': -1198.949707}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 1041.698242, 'y': 394.783264, 'z': -1219.51062}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 628.24939, 'y': 368.60849, 'z': -1221.386597}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 671.344727, 'y': 328.736786, 'z': -937.222229}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 666.8396, 'y': 316.300812, 'z': -866.884155}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 1183.055176, 'y': 264.706604, 'z': -1362.576416}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 685.769043, 'y': 288.007111, 'z': -1324.720703}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 654.755493, 'y': 341.965271, 'z': -1016.450867}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 434.15979, 'y': 197.194962, 'z': -962.053589}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1119.578491, 'y': 395.045074, 'z': -1242.627686}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 1110.188965, 'y': 395.453949, 'z': -1247.499878}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 745.724792, 'y': 302.968536, 'z': -816.899841}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 613.284424, 'y': 284.809082, 'z': -847.949219}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 614.573181, 'y': 348.214233, 'z': -1122.754395}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1242.109375, 'y': 320.687256, 'z': -1100.148804}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1135.426025, 'y': 395.224701, 'z': -1248.112427}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 685.828979, 'y': 352.760742, 'z': -1034.260498}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 671.819946, 'y': 347.184265, 'z': -1058.927856}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 790.968567, 'y': 382.076294, 'z': -1234.568115}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 670.070251, 'y': 315.648712, 'z': -838.227295}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 1099.505737, 'y': 394.254883, 'z': -1231.015869}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 487.845978, 'y': 228.804245, 'z': -1088.689453}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 724.129761, 'y': 368.234314, 'z': -1249.190796}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1094.046875, 'y': 394.447144, 'z': -1293.648804}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1345.118286, 'y': 249.21344, 'z': -1133.31604}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 510.817841, 'y': 228.987366, 'z': -1200.813843}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 686.514099, 'y': 365.107056, 'z': -1210.111084}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 767.169922, 'y': 405.420074, 'z': -1106.246948}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 826.484497, 'y': 219.705276, 'z': -1372.102051}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1181.650757, 'y': 421.787659, 'z': -1133.94812}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 640.786987, 'y': 220.132645, 'z': -755.064209}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 864.917603, 'y': 398.551117, 'z': -1272.873657}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 668.135071, 'y': 367.181732, 'z': -1197.091064}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 1037.372437, 'y': 395.083313, 'z': -1263.796509}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 695.370422, 'y': 288.525452, 'z': -1323.394165}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1081.757446, 'y': 397.990997, 'z': -1177.077393}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 958.34906, 'y': 403.687103, 'z': -1242.981689}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'kawasuna', 'area_no': 5}
{'position': {'x': 1261.019653, 'y': 263.368469, 'z': -1211.93396}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 466.269623, 'y': 196.923874, 'z': -874.482971}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 657.884033, 'y': 358.587646, 'z': -1171.612793}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 626.443115, 'y': 336.325378, 'z': -1016.239624}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 1079.265747, 'y': 393.946808, 'z': -1260.331299}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 853.672424, 'y': 396.334381, 'z': -1270.111694}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 886.335266, 'y': 398.311951, 'z': -1242.403809}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 651.737915, 'y': 320.51886, 'z': -899.857178}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 835.896851, 'y': 220.390381, 'z': -1433.034302}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 788.92926, 'y': 219.77211, 'z': -1390.112061}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 777.549316, 'y': 373.340607, 'z': -1159.760986}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 630.946777, 'y': 217.489273, 'z': -766.966187}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 843.665894, 'y': 394.549408, 'z': -1266.577881}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 711.212891, 'y': 362.299683, 'z': -1201.05957}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 624.915222, 'y': 350.890778, 'z': -1153.083862}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 1231.082031, 'y': 264.613007, 'z': -1335.364258}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 828.254395, 'y': 389.18219, 'z': -1251.7146}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 1369.994873, 'y': 241.048065, 'z': -1078.198853}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 603.151428, 'y': 289.825287, 'z': -880.470947}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 611.200439, 'y': 342.175629, 'z': -1040.626953}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 1025.505737, 'y': 403.121246, 'z': -1295.374634}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 1053.916382, 'y': 395.112732, 'z': -1225.969849}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 813.133057, 'y': 382.862885, 'z': -1227.977417}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 756.48999, 'y': 369.711243, 'z': -1183.654419}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 626.798218, 'y': 335.902893, 'z': -1011.990479}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 774.472656, 'y': 373.037445, 'z': -1162.623047}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 713.32959, 'y': 365.727173, 'z': -1237.18396}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 610.768799, 'y': 345.367432, 'z': -1092.621216}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 1100.408447, 'y': 393.661163, 'z': -1257.498047}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 908.164001, 'y': 400.893951, 'z': -1274.332886}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 598.8255, 'y': 351.380707, 'z': -1148.904053}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 523.593994, 'y': 215.927826, 'z': -875.803284}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 846.937195, 'y': 389.589966, 'z': -1230.213867}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 521.792053, 'y': 190.270386, 'z': -802.593628}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 645.358459, 'y': 338.410889, 'z': -1012.296692}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 980.487, 'y': 399.996704, 'z': -1303.854004}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 973.870178, 'y': 400.633423, 'z': -1247.334473}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 640.24292, 'y': 355.892883, 'z': -1174.794434}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 620.5401, 'y': 354.340576, 'z': -1179.581665}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 1028.376099, 'y': 402.599548, 'z': -1285.093628}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 729.272217, 'y': 291.003845, 'z': -1316.03772}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 1140.980957, 'y': 395.347565, 'z': -1224.650757}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 903.109497, 'y': 400.134247, 'z': -1264.857666}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 473.515808, 'y': 215.988968, 'z': -960.839172}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 714.45282, 'y': 364.001831, 'z': -1171.672119}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 759.481934, 'y': 377.236237, 'z': -1233.790405}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 667.575806, 'y': 346.701447, 'z': -1002.060974}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 659.062195, 'y': 317.222473, 'z': -874.976624}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 1135.332764, 'y': 395.505951, 'z': -1206.60791}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 997.236023, 'y': 400.691498, 'z': -1317.203735}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 647.90094, 'y': 334.009735, 'z': -984.4776}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 531.650879, 'y': 228.987366, 'z': -1227.223511}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 581.028015, 'y': 347.176575, 'z': -1116.782959}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 908.290039, 'y': 400.538971, 'z': -1270.443359}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 829.648987, 'y': 393.287109, 'z': -1270.422485}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 463.160278, 'y': 198.752457, 'z': -989.055664}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 592.302307, 'y': 335.285217, 'z': -1011.696716}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 595.178284, 'y': 345.937836, 'z': -1085.160889}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 843.318848, 'y': 220.957016, 'z': -1403.593628}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 604.694031, 'y': 336.342407, 'z': -1014.992371}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 1224.450562, 'y': 350.033203, 'z': -1018.75238}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1057.5, 'y': 393.518555, 'z': -1249.93396}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 1265.277466, 'y': 288.939362, 'z': -1140.434692}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 625.715759, 'y': 336.804688, 'z': -1019.637817}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 686.740234, 'y': 352.904388, 'z': -1062.803833}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 1202.602783, 'y': 416.369598, 'z': -1131.113892}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 718.695984, 'y': 358.556488, 'z': -1151.928223}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 582.826172, 'y': 348.852142, 'z': -1108.359009}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 657.442993, 'y': 347.453064, 'z': -1071.647217}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 825.515259, 'y': 219.86618, 'z': -1385.705566}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 832.649414, 'y': 220.074417, 'z': -1385.722046}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 618.317627, 'y': 336.731171, 'z': -1282.760742}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1074.931641, 'y': 397.015259, 'z': -1282.665649}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 782.074402, 'y': 372.861603, 'z': -1191.533936}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 1220.051147, 'y': 323.587677, 'z': -1119.707642}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1088.012329, 'y': 394.192078, 'z': -1285.496216}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 1303.37085, 'y': 225.639267, 'z': -1275.749634}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 611.404236, 'y': 335.771271, 'z': -1014.432617}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 450.403656, 'y': 191.201523, 'z': -904.578979}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 725.110474, 'y': 311.123962, 'z': -838.731384}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 637.969238, 'y': 326.098083, 'z': -940.699585}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 1253.495972, 'y': 292.848999, 'z': -1144.812866}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1399.083374, 'y': 225.289993, 'z': -902.844971}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 692.520996, 'y': 365.226257, 'z': -1257.550659}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 679.868774, 'y': 337.228271, 'z': -964.815979}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 1325.784912, 'y': 226.977692, 'z': -1199.512085}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 672.514221, 'y': 362.407013, 'z': -1139.558716}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 758.059937, 'y': 372.258881, 'z': -1166.346069}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 5}
{'position': {'x': 715.620117, 'y': 301.359344, 'z': -800.161316}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 650.297607, 'y': 334.019836, 'z': -984.531616}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 876.514587, 'y': 397.158905, 'z': -1243.534912}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 639.050171, 'y': 344.327179, 'z': -1065.526001}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 693.830078, 'y': 297.146545, 'z': -1308.351196}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'tsuchi', 'area_no': 5}
{'position': {'x': 643.934875, 'y': 360.313568, 'z': -1192.590088}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 922.259338, 'y': 401.640045, 'z': -1282.001831}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 626.762085, 'y': 368.532623, 'z': -1234.687012}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 568.73291, 'y': 214.240768, 'z': -833.161621}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 1011.313538, 'y': 403.902893, 'z': -1299.775879}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 777.512451, 'y': 374.579559, 'z': -1215.685791}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 592.109375, 'y': 347.245178, 'z': -1109.459473}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 653.081055, 'y': 316.357391, 'z': -863.49231}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 1196.63562, 'y': 264.378265, 'z': -1375.743896}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'prairie', 'substance': 'shiba', 'area_no': 5}
{'position': {'x': 813.700745, 'y': 383.263123, 'z': -1211.19519}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 618.579773, 'y': 230.871628, 'z': -1349.387329}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
{'position': {'x': 643.367004, 'y': 361.273163, 'z': -1110.824585}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'jari', 'area_no': 5}
{'position': {'x': 1211.135742, 'y': 303.477783, 'z': -1190.52417}, 'level_range': {'x': 24.0, 'y': 27.0}, 'biome': 'rocky_area', 'substance': 'iwa', 'area_no': 5}
